"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Kia PICANTO 1.2 DPI AMT GT Line (Advanced Driving Assistance Pack) Eco-Dynamics","","Gasolina","M1","1415","","","",""
"Kia PICANTO 1.2 DPI GT Line (Advanced Driving Assistance Pack) Eco-Dynamics","","Gasolina","M1","1415","","","",""
"Kia PICANTO 1.2 DPI GT-LINE (MY22)","","Gasolina","M1","1415","","","",""
"Kia PICANTO 1.2 DPI GT-LINE AMT (MY22)","","Gasolina","M1","1415","","","",""
"Kia PROCEED (MY22) 1.0 T-GDI GT Line 120 cv","","Gasolina","M1","1830","","","",""
"Kia PROCEED (MY22) 1.0 T-GDI GT Line 120 cv (Pack Premium)","","Gasolina","M1","1830","","","",""
"Kia PROCEED (MY22) 1.5 MHEV GT-LINE DCT","","Híbridos de gasolina","M1","1900","","","",""
"Kia PROCEED (MY22) 1.5 MHEV GT-LINE DCT (Pack Premium)","","Híbridos de gasolina","M1","1900","","","",""
"Kia PROCEED (MY22) 1.6 T-GDI GT DCT","","Gasolina","M1","1900","","","",""
"Kia PROCEED (MY22) 1.6 T-GDI GT DCT (Pack Premium GT)","","Gasolina","M1","1900","","","",""
"Kia PROCEED (MY23) 1.0 T-GDI GT Line 120 cv","","Gasolina","M1","1830","","","",""
"Kia PROCEED (MY23) 1.0 T-GDI GT Line 120 cv (Pack Premium)","","Gasolina","M1","1830","","","",""
"Kia PROCEED (MY23) 1.5 MHEV GT-LINE DCT","","Híbridos de gasolina","M1","1900","","","",""
"Kia PROCEED (MY23) 1.5 MHEV GT-LINE DCT (Pack Premium)","","Híbridos de gasolina","M1","1900","","","",""
"Kia PROCEED (MY23) 1.6 T-GDI GT DCT","","Gasolina","M1","1900","","","",""
"Kia PROCEED (MY23) 1.6 T-GDI GT DCT (Pack Premium GT)","","Gasolina","M1","1900","","","",""
"Kia PROCEED 1.0 T-GDi GT Line 120CV Eco-Dynamics","","Gasolina","M1","1820","","","",""
"Kia PROCEED 1.4 T-GDi GT Line 140CV Eco-Dynamics","","Gasolina","M1","1840","","","",""
"Kia PROCEED 1.4 T-GDi GT Line DCT 140CV Eco-Dynamics","","Gasolina","M1","1870","","","",""
"Kia PROCEED 1.5 MHEV GT Line DCT 160CV Eco-Dynamics","","Híbridos de gasolina","M1","1900","","","",""
"Kia PROCEED 1.5 MHEV GT Line DCT 160CV Eco-Dynamics (Pack Premium)","","Híbridos de gasolina","M1","1900","","","",""
"Kia PROCEED 1.6 CRDi GT Line 136CV Eco-Dynamics","","Gasóleo","M1","1900","","","",""
