"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"LVNENG LX06max, S6, Elegance 1","","Eléctricos puros","L3e","261","5.7","4.0","99.0","3.8"
"LVNENG LX08max-W/E3/01 LX08max","","Eléctricos puros","L3e","255","4.9","4.0","99.0","3.4"
"LVNENG NCE S 01","","Eléctricos puros","L3e","302","4.4","6.6","149.0","4.9"
"LVNENG NCE S 02","","Eléctricos puros","L3e","302","4.2","6.6","143.0","4.9"
"LVNENG NCES","","Eléctricos puros","L3e","255","4.4","6.0","100.0","4.8"
"LVNENG S6 01","","Eléctricos puros","L3e","261","5.7","4.0","99.0","1.9"
"Lvtong LVTONG BARCELONA CARRIER 60V 5kW AC SYSTEM. 4 PLAZAS MATR","","Eléctricos puros","L7e","998","9.0","4.0","55.0","9.0"
"Lvtong LVTONG V.E. BARCELONA CARGO 2+CAJA 60V LITIO 150aH","","Eléctricos puros","L7e","1204","10.8","5.0","77.0","9.0"
"LYNK & CO 01 GX6/ G4F/ 441EUAP00","","Híbridos de gasolina","M1","2230","","40.0","","1.8"
"LYNK & CO 01 GX6/ GFF/ 441EUAP00","","Híbridos enchufables","M1","2350","20.1","60.0","69.0","17.6"
"MacEV V6 R3","","Eléctricos puros","L3e","290","3.5","3.0","128.0","60.0"
"MAN eTGE 3.140 4x2F","","Eléctricos puros","N1","3500","21.5","100.0","173.0","35.8"
"MAN eTGE 3.140 4x2F  SB","","Eléctricos puros","N1","3500","21.5","100.0","174.0","35.8"
"MAN eTGE 3.140 4x2F 1.0","","Eléctricos puros","N1","3500","28.0","100.0","115.0","35.8"
"MAN eTGE 3.140 4x2F SB","","Eléctricos puros","N1","3500","28.0","100.0","115.0","35.8"
"MAN eTGE 3.140 4x2F SB 1.0","","Eléctricos puros","N1","3500","21.5","100.0","173.0","35.8"
"MAN HOC - Magnus E + A69 LE Gas Natural","","Gas natural","M3","19500","","","",""
"MAN LIONS City 12E FULL ELECTRIC","","Eléctricos puros","M3","19500","72.8","160.0","424.0","480.0"
"MAN LIONS City 12G 280 Gas Natural","","Gas natural","M3","19500","","","",""
"MAN LIONS City 12G 320 Gas Natural","","Gas natural","M3","19500","","","",""
"MAN LIONS City 18E FULL ELECTRIC","","Eléctricos puros","M3","30000","108.3","270.0","471.0","640.0"
"MAN LIONS City 18G Gas Natural","","Gas natural","M3","30000","","","",""
"MAN LIONS City 19G Gas Natural","","Gas natural","M3","30000","","","",""
"MAN Lions City Chassis - City versus MAN A22A Gas Natural","","Gas natural","M3","19500","","","",""
"MARSHELL DG-LSV2","","Eléctricos puros","L6e","772","126.0","4.0","48.0","180.0"
"MARSHELL DG-LSV4","","Eléctricos puros","L7e","1257","104.0","4.0","48.0","180.0"
"MARSHELL DU-G2","","Eléctricos puros","L6e","822","126.0","3.0","48.0","180.0"
"Maserati GHIBLI (5AP) M156 7F2 5AP","","Gasolina","M1","2450","","","",""
"Maserati GHIBLI (5AP1) M156 7F2 5AP1","","Gasolina","M1","2450","","","",""
"Maserati GHIBLI DIESEL (5HADG) M156 7D2 5HADG","","Gasóleo","M1","2540","","","",""
