"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Renault Espace SP5 (fase 2) Blue dCi 139 kW (190CV) EDC 7 plazas Dfull (semi: ZN AL AU S Opc. 2P3RAN)","","Gasóleo","M1","2568","","","",""
"Renault Espace SP5 (fase 2) Blue dCi 139 kW (190CV) EDC 7 plazas Dfull (semi: ZN AL AU S Opc. 2P3RAN+ Opc. RALU19 + 4ROUDI)","","Gasóleo","M1","2568","","","",""
"Renault Espace SP5 (fase 2) Blue dCi 139 kW (190CV) EDC 7 plzs 4RD Dfull (semi:IP AL AU S Op+2P3RAN,IP AL AU S Opc2P3RAN+RALU20)","","Gasóleo","M1","2568","","","",""
"Renault Espace SP5 (fase 2) Blue dCi 147 kW (200CV) EDC 5 plazas (semi: ZN AL A T Opc. RALU19 +4ROUDI)","","Gasóleo","M1","2554","","","",""
"Renault Espace SP5 (fase 2) Blue dCi 147 kW (200CV) EDC 5 plazas (semi: ZN AL A T)","","Gasóleo","M1","2554","","","",""
"Renault Espace SP5 (fase 2) Blue dCi 147 kW (200CV) EDC 5 plazas 4RD (semi: IP AL A T IP AL A T Opc. RALU20)","","Gasóleo","M1","2554","","","",""
"Renault Espace SP5 (fase 2) Blue dCi 147 kW (200CV) EDC 7 plazas 4RD (semi:IP AL A T Opc.2P3RAN,IP AL A T Opc RALU20+2P3RAN)","","Gasóleo","M1","2554","","","",""
"Renault Espace SP5 (fase 2) Blue dCi 147 kW (200CV) EDC 7 plzs(semi: ZN AL AT Opc2P3RAN,ZN AL AT Opc 2P3RAN+Opc RALU19+4ROUDI)","","Gasóleo","M1","2554","","","",""
"Renault Espace SP5 (fase 2) TCe 165 kW (225cv) EDC GPF 5 plazas 4RD (semi: IP M1 A T ZN M1 A T Opc. RALU19 +4ROUDI)","","Gasolina","M1","2410","","","",""
"Renault Espace SP5 (fase 2) TCe 165 kW (225cv) EDC GPF 7 plazas (semi: ZN M1 A T Opc. 2P3RAN)","","Gasolina","M1","2410","","","",""
"Renault Espace SP5 (fase 2) TCe 165 kW (225cv) EDC GPF 7 plazas 4RD (semi: ZN M1 A T Opc. 2P3RAN + Opc. RALU19 + 4ROUDI)","","Gasolina","M1","2410","","","",""
"Renault Espace SP5 (fase 2) TCe 165 kW (225cv) EDC GPF 7 plzs 4RD(semi:IP M1 AT Opc2P3RAN, IP M1 AT Opc2P3RAN+OpcRALU19+4ROUDI)","","Gasolina","M1","2410","","","",""
"Renault Espace SP5 (fase 2) Tce GPF 165 kW (225cv) EDC 5 plazas (semi: ZN M1 A T)","","Gasolina","M1","2410","","","",""
"Renault Espace SP5 Blue dCi 118 kW(160cv) EDC 5 plazas (Semi: 4RD SLD AM A7 OPC 4ROUDI)","","Gasóleo","M1","2532","","","",""
"Renault Espace SP5 Blue dCi 118 kW(160cv) EDC 5 plazas (Semi: LF AM A 8  SLD AM A7)","","Gasóleo","M1","2532","","","",""
"Renault Espace SP5 Blue dCi 118 kW(160cv) EDC 5 plazas 4RD (Semi: SLD AM A7 OPC 4ROUDI)","","Gasóleo","M1","2532","","","",""
"Renault Espace SP5 Blue dCi 118 kW(160cv) EDC 7 p. (Semi: 4RD SLD AM A7 OPC 4ROUDI)","","Gasóleo","M1","2532","","","",""
"Renault Espace SP5 Blue dCi 118 kW(160cv) EDC 7 plazas (4RD SLD AM A7 OPC 2P3RAN)","","Gasóleo","M1","2532","","","",""
"Renault Espace SP5 Blue dCi 118 kW(160cv) EDC 7 plazas (Semi: LF AM A 8 OPC 2P3RAN)","","Gasóleo","M1","2532","","","",""
"Renault Espace SP5 Blue dCi 118 kW(160cv) EDC 7 plazas (Semi:SLD AM A7 OPC 2P3RAN)","","Gasóleo","M1","2532","","","",""
"Renault Espace SP5 Blue dCi 147 kW (200CV) EDC 5 p. 4RD SLD AL A6 (OPC 4ROUDI) IP AL A8","","Gasóleo","M1","2542","","","",""
"Renault Espace SP5 Blue dCi 147 kW (200CV) EDC 5 plazas (semi: SLD AL A6)","","Gasóleo","M1","2542","","","",""
"Renault Espace SP5 Blue dCi 147 kW (200CV) EDC 7 p.4RD SLD AL A6 (OPC 4ROUDI + OPC 2P3RAN)","","Gasóleo","M1","2542","","","",""
"Renault Espace SP5 Blue dCi 147 kW (200CV) EDC 7 p.IP AL A8 (OPC 2P3RAN*+ OPC 2P3RAN)","","Gasóleo","M1","2542","","","",""
"Renault Espace SP5 Blue dCi 147 kW (200CV) EDC 7 plazas (Semi: SLD AL A6 OPC 2P3RAN)","","Gasóleo","M1","2542","","","",""
"Renault Espace SP5 Blue dCi 147 kW (200CV) EDC 7 plazas (Semi:IP AL A8 OPC 2P3RAN)","","Gasóleo","M1","2542","","","",""
"Renault Espace SP5 TCe 165 kW (225cv) EDC GPF 5 plazas 4RD (semi: SLD M1 A77 (OPC 4ROUDI)IP M1 A 8","","Gasolina","M1","2417","","","",""
"Renault Espace SP5 TCe 165 kW (225cv) EDC GPF 7 plazas (semi: SLD M1 A77 (OPC 2P3RAN)","","Gasolina","M1","2417","","","",""
"Renault Espace SP5 TCe 165 kW (225cv) EDC GPF 7 plazas 4RD (semi: SLD M1 A77 (OPC 2P3RAN)IP M1 A 8 (OPC 2P3RAN)","","Gasolina","M1","2417","","","",""
"Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas (semi: SLD M1 A77","","Gasolina","M1","2417","","","",""
"Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas (semi: SLD M1 A77 (OPC RALU17)","","Gasolina","M1","2417","","","",""
"Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas (Semi: SLD M1 A77 opc. llanta 17)","","Gasolina","M1","2417","","","",""
