"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Básico MY22","","Gasóleo","M1","2330","","","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Básico MY23","","Gasóleo","M1","2330","","","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Design MY21","","Híbridos de gasóleo","M1","2330","","1.3","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. MY21","","Híbridos de gasóleo","M1","2330","","1.3","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23","","Gasóleo","M1","2330","","","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Sport MY21","","Híbridos de gasóleo","M1","2330","","1.3","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Sport MY22","","Gasóleo","M1","2330","","","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic 7 vel. Sport MY23","","Gasóleo","M1","2330","","","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic MY 20","","Híbridos de gasóleo","M1","2330","","1.5","",""
"Audi A6 AVANT 40 TDI 150 kW (204 CV) S tronic MY19","","Gasóleo","M1","2330","","","",""
"Audi A6 AVANT 40 TDI quattro 150 kW (204 CV) S tronic MY 20","","Híbridos de gasóleo","M1","2425","","1.5","",""
"Audi A6 AVANT 40 TDI quattro 150 kW (204 CV) S tronic MY19","","Gasóleo","M1","2425","","","",""
"Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Design MY21","","Híbridos de gasóleo","M1","2425","","1.3","",""
"Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. MY21","","Híbridos de gasóleo","M1","2425","","1.3","",""
"Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23","","Gasóleo","M1","2425","","","",""
"Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Sport MY21","","Híbridos de gasóleo","M1","2425","","1.3","",""
"Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Sport MY22","","Gasóleo","M1","2425","","","",""
"Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Sport MY23","","Gasóleo","M1","2425","","","",""
"Audi A6 AVANT 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel.Básico MY23","","Gasóleo","M1","2425","","","",""
"Audi A6 AVANT 45 TDI quattro 170 kW (231 CV) tiptronic 8 vel. Design MY21","","Híbridos de gasóleo","M1","2565","","8.4","",""
"Audi A6 AVANT 45 TDI quattro 170 kW (231 CV) tiptronic 8 vel. Sport MY21","","Híbridos de gasóleo","M1","2565","","8.4","",""
"Audi A6 AVANT 45 TDI quattro 170 kW (231 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2565","","8.4","",""
"Audi A6 AVANT 45 TDI quattro 170 kW (231 CV) tiptronic MY19","","Gasóleo","M1","2565","","","",""
"Audi A6 AVANT 45 TDI quattro 180 kW (245 CV) S tronic 7 vel. S line/Black line MY23","","Gasóleo","M1","2570","","","",""
