"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Nissan JUKE N-DESIGN + PERSO INT CHIC + P. TECH - 1.6 Hybrid 105kW (145CV) E6D-F Auto","","Híbridos de gasolina","M1","1810","","36.0","","1.2"
"Nissan JUKE N-DESIGN + PERSO INT CHIC + P. TECH + NAVI + BOSE - 1.0 DIG-T 84kW (114CV) E6D-F 6MT","","Gasolina","M1","1700","","","",""
"Nissan JUKE N-DESIGN + PERSO INT CHIC + P. TECH + NAVI + BOSE - 1.0 DIG-T 84kW (114CV) E6D-F DCT","","Gasolina","M1","1725","","","",""
"Nissan JUKE N-DESIGN + PERSO INT CHIC + P. TECH + NAVI + BOSE - 1.6 Hybrid 105kW (145CV) E6D-F Auto","","Híbridos de gasolina","M1","1810","","36.0","","1.2"
"Nissan JUKE N-DESIGN + T. NEGRO - 1.0 DIG-T 84kW (114CV) E6D-F DCT","","Gasolina","M1","1725","","","",""
"Nissan JUKE N-DESIGN 1.0 DIG-T 84kW (114CV) E6D-Full DCT","","Gasolina","M1","1725","","","",""
"Nissan JUKE PREMIÈRE EDITION - 1.6 Hybrid 105kW (145CV) E6D-F Auto","","Híbridos de gasolina","M1","1810","","36.0","","1.2"
"Nissan JUKE TEKNA  1.0 DIG-T 84kW (114CV) E6D-Full 6MT","","Gasolina","M1","1700","","","",""
"Nissan JUKE TEKNA - 1.0 DIG-T 84kW (114CV) E6D-F 6MT","","Gasolina","M1","1700","","","",""
"Nissan JUKE TEKNA - 1.0 DIG-T 84kW (114CV) E6D-F DCT","","Gasolina","M1","1725","","","",""
"Nissan JUKE TEKNA - 1.6 Hybrid 105kW (145CV) E6D-F Auto","","Híbridos de gasolina","M1","1810","","36.0","","1.2"
"Nissan JUKE TEKNA + C. BITONO - 1.0 DIG-T 84kW (114CV) E6D-F 6MT","","Gasolina","M1","1700","","","",""
"Nissan JUKE TEKNA + C. BITONO - 1.0 DIG-T 84kW (114CV) E6D-F DCT","","Gasolina","M1","1725","","","",""
"Nissan JUKE TEKNA + C. BITONO - 1.6 Hybrid 105kW (145CV) E6D-F Auto","","Híbridos de gasolina","M1","1810","","36.0","","1.2"
"Nissan JUKE TEKNA 1.0 DIG-T 84kW (114CV) E6D-Full DCT","","Gasolina","M1","1725","","","",""
"Nissan JUKE VISIA 1.0 DIG-T 84kW (114CV) E6D-Full 6MT","","Gasolina","M1","1700","","","",""
"Nissan LEAF 40kWh 2.ZERO","","Eléctricos puros","M1","1995","20.6","110.0","270.0","40.0"
"Nissan LEAF 40kWh Access","","Eléctricos puros","M1","1995","20.6","110.0","270.0","40.0"
"Nissan LEAF 40kWh Acenta","","Eléctricos puros","M1","1995","20.6","110.0","270.0","40.0"
"Nissan LEAF 40kWh Comercial","","Eléctricos puros","N1","1995","20.6","110.0","270.0","40.0"
"Nissan LEAF 40kWh N-Connecta","","Eléctricos puros","M1","1995","20.6","110.0","270.0","40.0"
"Nissan LEAF 40kWh Tekna","","Eléctricos puros","M1","1995","20.6","110.0","270.0","40.0"
"Nissan LEAF 40kWh Visia","","Eléctricos puros","M1","1995","20.6","110.0","285.0","40.0"
"Nissan LEAF 62kWh e+ Acenta","","Eléctricos puros","M1","2140","18.5","160.0","385.0","62.0"
"Nissan LEAF 62kWh e+ N-Connecta","","Eléctricos puros","M1","2140","18.5","160.0","385.0","62.0"
"Nissan LEAF 62kWh e+ Tekna","","Eléctricos puros","M1","2140","18.5","160.0","385.0","62.0"
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta  + Crist privacidad + P Smart Comfort + P Navi","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta + Cristales privacidad traseros","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta + Cristales privacidad traseros + Pack Navegación","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta + Cristales privacidad traseros + Pack Seguridad Plus","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta + Cristales privacidad traseros + Pack Smart Comfort","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta + Pack Navegación","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta + Pack Seguridad Plus","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta + Pack Smart Comfort","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Acenta + Pack Smart Comfort + Pack Navegación","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta + Cristales privacidad traseros","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta + Cristales privacidad traseros + Pack Navegación","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta + Cristales privacidad traseros + Pack Seguridad Plus","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta + Cristales privacidad traseros + Pack Smart Comfort","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta + Pack Navegación","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta + Pack Seguridad Plus","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta + Pack Smart Comfort","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Acenta + Pack Smart Comfort + Pack Navegación","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Kiiro","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT N-Design","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT N-Design + Pack Navegación","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT N-Design + Pack Navegación + Pack Seguridad plus","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT N-Design + Pack Seguridad Plus","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Tekna","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT Tekna + Pack Navegador","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Kiiro","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full N-Design","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full N-Design + Pack Navegación","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full N-Design + Pack Navegación + Pack Seguridad plus","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full N-Design + Pack Seguridad Plus","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Tekna","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-Full Tekna + Pack Navegador","","Gasolina","M1","1530","","","",""
"Nissan Micra 1.0 IG-T 68kW (92 CV) S&S E6D-FullCVT  Acenta  + Crist privacidad + P Smart Comfort + P Navi","","Gasolina","M1","1545","","","",""
"Nissan Micra 1.0G 52 kW (70 CV) Acenta","","Gasolina","M1","1490","","","",""
"Nissan Micra 1.0G 52 kW (70 CV) Visia+","","Gasolina","M1","1490","","","",""
"Nissan Micra 1.0G 52kW (70cv) E6C Visia+","","Gasolina","M1","1490","","","",""
"Nissan Micra 1.5dCi 66 kW (90 CV) S&S Acenta","","Gasóleo","M1","1560","","","",""
"Nissan Micra 1.5dCi 66 kW (90 CV) S&S N-Connecta","","Gasóleo","M1","1560","","","",""
"Nissan Micra 1.5dCi 66 kW (90 CV) S&S Tekna","","Gasóleo","M1","1560","","","",""
"Nissan Micra 1.5dCi 66 kW (90 CV) S&S Visia+","","Gasóleo","M1","1560","","","",""
"Nissan Micra Acenta 1.0 IG-T 68kW (92 CV) S&S E6D-Full 5MT","","Gasolina","M1","1550","","","",""
"Nissan Micra Acenta 1.0 IG-T 68kW (92 CV) S&S E6D-Full CVT","","Gasolina","M1","1555","","","",""
"Nissan Micra DIG-T 86 kW (117 CV) E6D S&S Energy Touch","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117 CV) E6D S&S Lifestyle","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117 CV) E6D S&S N-TEC","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117 CV) E6D S&S Orange Vibes","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117 CV) E6D S&S Red Soul","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 KW (117 CV) N-Style","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117CV) Acenta","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117CV) E6D S&S Moonlight","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117CV) N-Connecta","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117CV) N-Sport","","Gasolina","M1","1550","","","",""
"Nissan Micra DIG-T 86 kW (117CV) Tekna","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 66kW (90CV) S&S ACENTA","","Gasolina","M1","1530","","","",""
"Nissan Micra IG-T 66kW (90CV) S&S N-CONNECTA","","Gasolina","M1","1530","","","",""
"Nissan Micra IG-T 66kW (90CV) S&S TEKNA","","Gasolina","M1","1530","","","",""
"Nissan Micra IG-T 66kW (90CV) S&S VISIA+","","Gasolina","M1","1530","","","",""
"Nissan Micra IG-T 74 kW (100 CV) CVT N-Style","","Gasolina","M1","1555","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S CVT Energy Touch","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S CVT Lifestyle","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S CVT Moonlight","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S CVT N-TEC","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S CVT Orange Vibes","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S CVT Red Soul","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S Energy Touch","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S Lifestyle","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S Moonlight","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S N-TEC","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S Orange Vibes","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) E6D S&S Red Soul","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) N-Style","","Gasolina","M1","1550","","","",""
"Nissan Micra IG-T 74 kW (100 CV) S&S CVT Acenta","","Gasolina","M1","1550","","","",""
