"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Audi A5 COUPÉ 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. S line/Black Line MY21","","Gasóleo","M1","2210","","","",""
"Audi A5 COUPÉ 50 TDI quattro 210 kW (286 CV) tiptronic MY 20","","Gasóleo","M1","2210","","","",""
"Audi A5 COUPÉ 50 TDI quattro 210 kW (286CV) tiptronic MY19","","Gasóleo","M1","2165","","","",""
"Audi A5 COUPÉ RS 5 Competition Plus 331 kW (450 CV) Triptonic RS MY23","","Gasolina","M1","2210","","","",""
"Audi A5 COUPÉ RS 5 TFSI quattro 331 kW (450 CV) Triptonic 8 vel. RS MY23","","Gasolina","M1","2210","","","",""
"Audi A5 COUPÉ S5 TDI quattro 251 kW (341 CV) Triptonic 8 vel. S MY23","","Gasóleo","M1","2270","","","",""
"Audi A5 COUPÉ S5 TDI quattro 255 kW (347 CV) tiptronic 8 vel. S MY21","","Híbridos de gasóleo","M1","2270","","8.4","",""
"Audi A5 SPORTBACK 35 TDI 110 kW (150CV) S tronic MY19","","Gasóleo","M1","2110","","","",""
"Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY21","","Híbridos de gasóleo","M1","2120","","1.3","",""
"Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY22","","Gasóleo","M1","2120","","","",""
"Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23","","Gasóleo","M1","2010","","","",""
"Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. MY21","","Híbridos de gasóleo","M1","2120","","1.3","",""
"Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black Line MY21","","Híbridos de gasóleo","M1","2120","","1.3","",""
"Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line MY22","","Gasóleo","M1","2120","","","",""
"Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line/ Black limited MY23","","Gasóleo","M1","2010","","","",""
