"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Mazda 3 (2020) 2.0GE (180) ORIGIN-X Y EVOLUTION-X 5P Man.","","Híbridos de gasolina","M1","1929","","","",""
"Mazda 3 (2020) 2.0GE (180) ZENITH-X 4P Aut.","","Híbridos de gasolina","M1","1948","","","",""
"Mazda 3 (2020) 2.0GE (180) ZENITH-X 4P Man.","","Híbridos de gasolina","M1","1927","","","",""
"Mazda 3 (2020) 2.0GE (180) ZENITH-X 5P Aut.","","Híbridos de gasolina","M1","1952","","","",""
"Mazda 3 (2020) 2.0GE (180) ZENITH-X 5P Man.","","Híbridos de gasolina","M1","1929","","","",""
"Mazda 3 2.0GE (122) EVOLUTION 4P Aut.","","Híbridos de gasolina","M1","1902","","","",""
"Mazda 3 2.0GE (122) ORIGIN 5P Man.","","Híbridos de gasolina","M1","1875","","","",""
"Mazda 3 2.0GE (122) RESTO DE VERSIONES 4P Aut.","","Híbridos de gasolina","M1","1902","","","",""
"Mazda 3 2.0GE (122) RESTO DE VERSIONES 5P Man.","","Híbridos de gasolina","M1","1875","","","",""
"Mazda 3 2.0GE (122) VERSIONES 4P Man.","","Híbridos de gasolina","M1","1869","","","",""
"Mazda 3 2.0GE (122) VERSIONES 5P Aut.","","Híbridos de gasolina","M1","1907","","","",""
"Mazda 3 2.0GE (186) 4WD VERSIONES ZENITH-X 5P Man.","","Híbridos de gasolina","M1","1992","","","",""
"Mazda 3 2.0GE (186) EVOLUTION-X 5P Aut.","","Híbridos de gasolina","M1","1963","","","",""
"Mazda 3 2.0GE (186) ORIGIN-X 5P Man.","","Híbridos de gasolina","M1","1941","","","",""
"Mazda 3 2.0GE (186) RESTO DE VERSIONES -X 5P Aut.","","Híbridos de gasolina","M1","1963","","","",""
"Mazda 3 2.0GE (186) RESTO DE VERSIONES -X 5P Man.","","Híbridos de gasolina","M1","1941","","","",""
"Mazda 3 2.0GE (186) VERSIONES -X 4P Aut.","","Híbridos de gasolina","M1","1959","","","",""
"Mazda 3 2.0GE (186) VERSIONES -X 4P Man.","","Híbridos de gasolina","M1","1938","","","",""
"Mazda CX-3 2.0GE (121) 2WD","","Gasolina","M1","1692","","","",""
"Mazda CX-3 2.0GE (121) 2WD AUT.","","Gasolina","M1","1727","","","",""
"Mazda CX-30 (2020) 1.8DE (115) 2WD","","Gasóleo","M1","1949","","","",""
"Mazda CX-30 (2020) 1.8DE (115) 2WD AUT.","","Gasóleo","M1","1969","","","",""
"Mazda CX-30 (2020) 2.0GE (122) 2WD","","Híbridos de gasolina","M1","1927","","","",""
"Mazda CX-30 (2020) 2.0GE (122) 2WD AUT.","","Híbridos de gasolina","M1","1957","","","",""
"Mazda CX-30 (2020) 2.0GE (122) AWD","","Híbridos de gasolina","M1","1995","","","",""
"Mazda CX-30 (2020) 2.0GE (122) AWD AUT.","","Híbridos de gasolina","M1","2021","","","",""
"Mazda CX-30 (2020) 2.0GE (180) 2WD -X","","Híbridos de gasolina","M1","1965","","","",""
"Mazda CX-30 (2020) 2.0GE (180) 2WD -X AUT.","","Híbridos de gasolina","M1","1965","","","",""
"Mazda CX-30 (2020) 2.0GE (180) AWD ZENITH-X","","Híbridos de gasolina","M1","2042","","","",""
"Mazda CX-30 (2020) 2.0GE (180) AWD ZENITH-X AUT.","","Híbridos de gasolina","M1","2070","","","",""
"Mazda CX-30 2.0GE (122) 2WD ORIGIN MAN.","","Híbridos de gasolina","M1","1927","","","",""
"Mazda CX-30 2.0GE (122) 2WD RESTO VERSIONES MAN.","","Híbridos de gasolina","M1","1927","","","",""
"Mazda CX-30 2.0GE (122) 2WD TODAS LAS VERSIONES AUT.","","Híbridos de gasolina","M1","1957","","","",""
"Mazda CX-30 2.0GE (186) 2WD EVOLUTION-X MAN.","","Híbridos de gasolina","M1","1965","","","",""
"Mazda CX-30 2.0GE (186) 2WD TODAS LAS VERSIONES-X AUT.","","Híbridos de gasolina","M1","1965","","","",""
"Mazda CX-30 2.0GE (186) 2WD ZENITH-X MAN.","","Híbridos de gasolina","M1","1965","","","",""
"Mazda CX-30 2.0GE (186) AWD ZENITH-X AUT.","","Híbridos de gasolina","M1","2070","","","",""
"Mazda CX-30 2.0GE (186) AWD ZENITH-X MAN.","","Híbridos de gasolina","M1","2042","","","",""
