"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Hyundai i30 FB TGDI 1.0 120CV 48V KLASS LR","","Híbridos de gasolina","M1","1830","","12.2","",""
"Hyundai i30 FB TGDI 1.0 120CV 48V TECNO","","Híbridos de gasolina","M1","1830","","12.0","",""
"Hyundai i30 FB TGDI 1.0 120CV ESSENCE","","Gasolina","M1","1820","","","",""
"Hyundai i30 FB TGDI 1.0 120CV ESSENCE LRR","","Gasolina","M1","1820","","","",""
"Hyundai i30 FB TGDI 1.0 120CV KLASS","","Gasolina","M1","1820","","","",""
"Hyundai i30 FB TGDI 1.0 120CV KLASS LR","","Gasolina","M1","1820","","","",""
"Hyundai i30 FB TGDI 1.0 120CV N LINE 30A","","Gasolina","M1","1830","","","",""
"Hyundai i30 FB TGDI 1.5 160CV 48V DT N LINE X","","Híbridos de gasolina","M1","1880","","12.2","",""
"Hyundai i30 FB TGDI 1.5 160CV 48V N LINE","","Híbridos de gasolina","M1","1850","","12.2","",""
"Hyundai i30 FB TGDI 2.0 280CV DT DRIVE N LE","","Gasolina","M1","1980","","","",""
"Hyundai i30 FB TGDI 2.0 280CVDT N PERFORMANCE SKY","","Gasolina","M1","1980","","","",""
"Hyundai IONIQ 5 125kW 58kWh RWD LIGHT","","Eléctricos puros","M1","2370","16.7","125.0","384.0","58.0"
"Hyundai IONIQ 5 160kW 73kWh RWD ENERGY","","Eléctricos puros","M1","2430","17.9","160.0","451.0","73.0"
"Hyundai IONIQ 5 160kW 73kWh RWD LIGHT","","Eléctricos puros","M1","2430","16.8","160.0","481.0","73.0"
"Hyundai IONIQ 5 160kW 73kWh RWD STAR","","Eléctricos puros","M1","2430","16.8","160.0","481.0","73.0"
"Hyundai IONIQ 5 168kW 77kWh RWD ENERGY","","Eléctricos puros","M1","2450","18.0","168.0","476.0","77.0"
"Hyundai IONIQ 5 168kW 77kWh RWD LIGHT","","Eléctricos puros","M1","2450","17.0","168.0","507.0","77.0"
"Hyundai IONIQ 5 168kW 77kWh RWD STAR","","Eléctricos puros","M1","2450","17.0","168.0","507.0","77.0"
"Hyundai IONIQ 5 225kW 73kWh AWD ENERGY","","Eléctricos puros","M1","2540","19.0","225.0","430.0","73.0"
"Hyundai IONIQ 5 239kW 77kWh AWD ENERGY","","Eléctricos puros","M1","2560","19.1","239.0","454.0","77.0"
"Hyundai IONIQ 6 111KW 53kWh RWD LIGHT","","Eléctricos puros","M1","2280","13.9","111.0","429.0","53.0"
"Hyundai IONIQ 6 168KW 77kWh RWD STAR","","Eléctricos puros","M1","2410","14.3","168.0","614.0","77.0"
"Hyundai IONIQ 6 239kW 77kWh AWD ENERGY","","Eléctricos puros","M1","2520","16.9","239.0","519.0","77.0"
"Hyundai IONIQ FL EV 5P 100kW KLASS","","Eléctricos puros","M1","1970","13.8","100.0","311.0","38.0"
"Hyundai IONIQ FL EV 5P 100kW KLASS TAXI FLEET","","Eléctricos puros","M1","1970","13.8","100.0","311.0","38.0"
"Hyundai IONIQ FL EV 5P 100kW STYLE","","Eléctricos puros","M1","1970","13.8","100.0","311.0","38.0"
"Hyundai IONIQ FL EV 5P 100kW TECNO","","Eléctricos puros","M1","1970","13.8","100.0","311.0","38.0"
"Hyundai IONIQ FL HEV 5P GDI 1.6 141CV DT KLASS","","Híbridos de gasolina","M1","1870","","32.0","","1.5"
"Hyundai IONIQ FL HEV 5P GDI 1.6 141CV DT STYLE","","Híbridos de gasolina","M1","1870","","32.0","","1.5"
"Hyundai IONIQ FL HEV 5P GDI 1.6 141CV DT TECNO","","Híbridos de gasolina","M1","1870","","32.0","","1.5"
"Hyundai IONIQ FL HEV 5P GDI 1.6 141CV DT TECNO FLEET","","Híbridos de gasolina","M1","1870","","32.0","","1.5"
"Hyundai IONIQ FL PHEV 5P GDI 1.6 141CV DT KLASS","","Híbridos enchufables","M1","1970","11.7","44.5","52.0","8.9"
"Hyundai IONIQ FL PHEV 5P GDI 1.6 141CV DT STYLE","","Híbridos enchufables","M1","1970","11.7","44.5","52.0","8.9"
"Hyundai IONIQ FL PHEV 5P GDI 1.6 141CV DT TECNO","","Híbridos enchufables","M1","1970","11.7","44.5","52.0","8.9"
"Hyundai IONIQ FL PHEV 5P GDI 1.6 141CV DT TECNO FLEET","","Híbridos enchufables","M1","1970","11.7","44.5","52.0","8.9"
"Hyundai KONA EV 115kW 48kWh FLEXX","","Eléctricos puros","M1","2110","","114.0","377.0","48.0"
"Hyundai KONA EV 115kW 48kWh TECNO 2C","","Eléctricos puros","M1","2110","","114.0","377.0","48.0"
"Hyundai KONA EV 160kW 65kWh FLEXX","","Eléctricos puros","M1","2220","","160.0","512.0","65.0"
"Hyundai KONA EV 160kW 65kWh STYLE 2C","","Eléctricos puros","M1","2220","","160.0","468.0","65.0"
"Hyundai KONA EV 160kW 65kWh TECNO 2C","","Eléctricos puros","M1","2220","","160.0","511.0","65.0"
"Hyundai KONA EV FL 100KW MAXX","","Eléctricos puros","M1","2020","14.3","100.0","305.0","39.0"
"Hyundai KONA EV FL 100KW TECNO 2C","","Eléctricos puros","M1","2020","14.3","100.0","305.0","39.0"
"Hyundai KONA EV FL 150KW MAXX","","Eléctricos puros","M1","2170","14.7","150.0","484.0","64.0"
"Hyundai KONA EV FL 150KW STYLE SKY","","Eléctricos puros","M1","2170","14.7","150.0","484.0","64.0"
"Hyundai KONA EV FL 150KW TECNO 2C","","Eléctricos puros","M1","2170","14.7","150.0","484.0","64.0"
"Hyundai KONA FL CRDI 1.6 136CV 48V 4X2 MAXX","","Híbridos de gasóleo","M1","1875","","12.2","",""
"Hyundai KONA FL CRDI 1.6 136CV 48V 4X2 TECNO","","Híbridos de gasóleo","M1","1875","","12.2","",""
"Hyundai KONA FL CRDI 1.6 136CV 48V 4X4 DT TECNO","","Híbridos de gasóleo","M1","1965","","12.2","",""
"Hyundai KONA FL CRDI 1.6 136CV 48V 4X4 DT TRAIN","","Híbridos de gasóleo","M1","1965","","12.2","",""
"Hyundai KONA FL TGDI 1.0 120CV 48V 4X2 KLASS","","Híbridos de gasolina","M1","1795","","12.2","",""
"Hyundai KONA FL TGDI 1.0 120CV 48V 4X2 MAXX","","Híbridos de gasolina","M1","1795","","12.2","",""
"Hyundai KONA FL TGDI 1.0 120CV 48V 4X2 N LINE","","Híbridos de gasolina","M1","1795","","12.2","",""
"Hyundai KONA FL TGDI 1.0 120CV 48V 4X2 STYLE","","Híbridos de gasolina","M1","1795","","12.0","",""
"Hyundai KONA FL TGDI 1.0 120CV 48V 4X2 TECNO","","Híbridos de gasolina","M1","1795","","12.2","",""
"Hyundai KONA FL TGDI 1.0 120CV 4X2 DT MAXX","","Gasolina","M1","1716","","","",""
"Hyundai KONA FL TGDI 1.0 120CV 4X2 KLASS","","Gasolina","M1","1770","","","",""
"Hyundai KONA FL TGDI 1.0 120CV 4X2 MAXX","","Gasolina","M1","1770","","","",""
"Hyundai KONA FL TGDI 1.0 120CV 4X2 TECNO","","Gasolina","M1","1770","","","",""
"Hyundai KONA FL TGDI 1.0 120CV NLINE 30A","","Gasolina","M1","1770","","","",""
"Hyundai KONA FL TGDI 1.6 198CV 4X4 DT N LINE X","","Gasolina","M1","1915","","","",""
"Hyundai KONA FL TGDI 1.6 198CV 4X4 DT STYLE","","Gasolina","M1","1915","","","",""
"Hyundai KONA FL TGDI 1.6 198CV 4X4 DT TECNO","","Gasolina","M1","1915","","","",""
"Hyundai KONA HEV FL GDI 1.6 141CV DT MAXX","","Híbridos de gasolina","M1","1880","","32.0","","1.5"
"Hyundai KONA HEV FL GDI 1.6 141CV DT STYLE SKY","","Híbridos de gasolina","M1","1880","","32.0","","1.5"
"Hyundai KONA HEV FL GDI 1.6 141CV DT TECNO 2C","","Híbridos de gasolina","M1","1880","","32.0","","1.5"
"Hyundai KONA HEV GDI 1.6 141CV DT FLEXX","","Híbridos de gasolina","M1","1950","","32.0","","1.5"
"Hyundai KONA HEV GDI 1.6 141CV DT MAXX","","Híbridos de gasolina","M1","1950","","32.0","","1.5"
"Hyundai KONA HEV GDI 1.6 141CV DT NLINE","","Híbridos de gasolina","M1","1950","","32.0","","1.5"
"Hyundai KONA HEV GDI 1.6 141CV DT NLINE STYLE","","Híbridos de gasolina","M1","1950","","32.0","","1.5"
"Hyundai KONA HEV GDI 1.6 141CV DT TECNO","","Híbridos de gasolina","M1","1950","","32.0","","1.5"
"Hyundai KONA TGDI 1.0 120CV 48V FLEXX","","Híbridos de gasolina","M1","1875","","12.0","",""
"Hyundai KONA TGDI 1.0 120CV 48V MAXX","","Híbridos de gasolina","M1","1875","","12.0","",""
"Hyundai KONA TGDI 1.0 120CV 48V NLINE","","Híbridos de gasolina","M1","1875","","12.0","",""
"Hyundai KONA TGDI 1.0 120CV 48V TECNO","","Híbridos de gasolina","M1","1875","","12.0","",""
"Hyundai KONA TGDI 1.0 120CV DT FLEXX","","Gasolina","M1","1855","","","",""
"Hyundai KONA TGDI 1.0 120CV DT MAXX","","Gasolina","M1","1855","","","",""
"Hyundai KONA TGDI 1.0 120CV FLEXX","","Gasolina","M1","1860","","","",""
"Hyundai KONA TGDI 1.0 120CV MAXX","","Gasolina","M1","1860","","","",""
"Hyundai KONA TGDI 1.0 120CV NLINE","","Gasolina","M1","1860","","","",""
"Hyundai KONA TGDI 1.0 120CV TECNO","","Gasolina","M1","1860","","","",""
"Hyundai KONA TGDI 1.6 198CV 4X4 DT NLINE","","Gasolina","M1","2000","","","",""
"Hyundai KONA TGDI 1.6 198CV 4X4 DT NLINE STYLE","","Gasolina","M1","2000","","","",""
"Hyundai KONA TGDI 1.6 198CV DT NLINE","","Gasolina","M1","1915","","","",""
"Hyundai KONA TGDI 2.0 280CV DCT N PRESS","","Gasolina","M1","2010","","","",""
"Hyundai KONA TGDI 2.0 280CV DCT N SKY","","Gasolina","M1","2010","","","",""
"Hyundai New i20 5P 1.6T 204CV N","","Gasolina","M1","1650","","","",""
"Hyundai New i20 5P MPI 1.2 85CV ESSENCE","","Gasolina","M1","1550","","","",""
"Hyundai New i20 5P MPI 1.2 85CV KLASS","","Gasolina","M1","1550","","","",""
"Hyundai New i20 5P MPI 1.2 85CV SLE","","Gasolina","M1","1560","","","",""
"Hyundai New i20 5P MPI 1.2 85CV SLX","","Gasolina","M1","1560","","","",""
"Hyundai New i20 5P TGDI 1.0 100CV 48V DT KLASS","","Híbridos de gasolina","M1","1650","","12.2","",""
"Hyundai New i20 5P TGDI 1.0 100CV 48V DT TECNO2C","","Híbridos de gasolina","M1","1650","","12.2","",""
"Hyundai New i20 5P TGDI 1.0 100CV 48V ESSENCE","","Híbridos de gasolina","M1","1620","","12.2","",""
"Hyundai New i20 5P TGDI 1.0 100CV 48V KLASS","","Híbridos de gasolina","M1","1620","","12.2","",""
"Hyundai New i20 5P TGDI 1.0 100CV 48V N LINE","","Híbridos de gasolina","M1","1640","","12.2","",""
"Hyundai New i20 5P TGDI 1.0 100CV 48V SLX","","Híbridos de gasolina","M1","1640","","12.2","",""
"Hyundai New i20 5P TGDI 1.0 100CV 48V TECNO 2C","","Híbridos de gasolina","M1","1620","","12.2","",""
"Hyundai New i20 5P TGDI 1.0 100CV DT SLX","","Gasolina","M1","1640","","","",""
"Hyundai New i20 5P TGDI 1.0 100CV KLASS","","Gasolina","M1","1600","","","",""
"Hyundai New i20 5P TGDI 1.0 100CV SLX","","Gasolina","M1","1610","","","",""
