"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"BMW Serie 5 M550d xDrive Touring Auto.11/2019","","Gasóleo","M1","2620","","","",""
"BMW Serie 5 M550i xDrive (11BK)Auto.01/2021","","Gasolina","M1","2560","","","","90.0"
"BMW Serie 5 M550i xDrive Berlina (11BK) Auto.07/2020","","Gasolina","M1","2560","","","",""
"BMW Serie 5 M550i xDrive Berlina Auto.11/2019","","Gasolina","M1","2480","","","",""
"BMW Serie 6 620d Gran Tu (JY81)Auto.01/2021","","Gasóleo","M1","2490","","8.0","","90.0"
"BMW Serie 6 620d Gran Turismo (JY81) Auto.07/2020","","Gasóleo","M1","2490","","","",""
"BMW Serie 6 620d Gran Turismo Auto.11/2019","","Gasóleo","M1","2440","","","",""
"BMW Serie 6 620d xDrive (JY01)Auto.01/2021","","Gasóleo","M1","2550","","8.0","","90.0"
"BMW Serie 6 620d xDrive Gran Turismo (JY01) Auto.07/2020","","Gasóleo","M1","2550","","","",""
"BMW Serie 6 620d xDrive Gran Turismo Auto.11/2019","","Gasóleo","M1","2500","","","",""
"BMW Serie 6 630d Gran Tu (JY21)Auto.01/2021","","Gasóleo","M1","2575","","8.0","","90.0"
"BMW Serie 6 630d Gran Turismo (JY21) Auto.07/2020","","Gasóleo","M1","2575","","","",""
"BMW Serie 6 630d Gran Turismo Auto.11/2019","","Gasóleo","M1","2510","","","",""
"BMW Serie 6 630d xDrive (JY41)Auto.01/2021","","Gasóleo","M1","2640","","8.0","","90.0"
"BMW Serie 6 630d xDrive Gran Turismo (JY41) Auto.07/2020","","Gasóleo","M1","2640","","","",""
"BMW Serie 6 630d xDrive Gran Turismo Auto.11/2019","","Gasóleo","M1","2580","","","",""
"BMW Serie 6 630i Gran Tu (21BP)Auto.01/2021","","Gasolina","M1","2450","","8.0","","90.0"
"BMW Serie 6 630i Gran Turismo (21BP) Auto.07/2020","","Gasolina","M1","2450","","","",""
"BMW Serie 6 630i Gran Turismo Auto.11/2019","","Gasolina","M1","2380","","","",""
"BMW Serie 6 640d xDrive (JY61)Auto.01/2021","","Gasóleo","M1","2685","","8.0","","90.0"
"BMW Serie 6 640d xDrive Gran Turismo (JY61) Auto.07/2020","","Gasóleo","M1","2685","","","",""
"BMW Serie 6 640d xDrive Gran Turismo Auto.11/2019","","Gasóleo","M1","2615","","","",""
"BMW Serie 6 640i (41BP)Auto.01/2021","","Gasolina","M1","2510","","8.0","","90.0"
"BMW Serie 6 640i Gran Turismo (41BP) Auto.07/2020","","Gasolina","M1","2510","","","",""
"BMW Serie 6 640i Gran Turismo Auto.11/2019","","Gasolina","M1","2460","","","",""
"BMW Serie 6 640i xDrive (61BP)Auto.01/2021","","Gasolina","M1","2575","","8.0","","90.0"
"BMW Serie 6 640i xDrive Gran Turismo (61BP) Auto.07/2020","","Gasolina","M1","2575","","","",""
"BMW Serie 6 640i xDrive Gran Turismo Auto.11/2019","","Gasolina","M1","2515","","","",""
"BMW Serie 7 730d (7A61) Auto.07/2020","","Gasóleo","M1","2560","","","",""
"BMW Serie 7 730d Auto.11/2019","","Gasóleo","M1","2510","","","",""
"BMW Serie 7 730d Berlina (7A61)Auto.01/2021","","Gasóleo","M1","2560","","8.0","","90.0"
"BMW Serie 7 730d xDrive (7B81) Auto.07/2020","","Gasóleo","M1","2600","","","",""
"BMW Serie 7 730d xDrive (7B81)Auto.01/2021","","Gasóleo","M1","2600","","8.0","","90.0"
"BMW Serie 7 730d xDrive Auto.11/2019","","Gasóleo","M1","2560","","","",""
"BMW Serie 7 730Ld (7H81) Auto.07/2020","","Gasóleo","M1","2585","","","",""
"BMW Serie 7 730Ld (7H81)Auto.01/2021","","Gasóleo","M1","2585","","8.0","","90.0"
"BMW Serie 7 730Ld Auto.11/2019","","Gasóleo","M1","2560","","","",""
"BMW Serie 7 730Ld xDrive (7J41) Auto.07/2020","","Gasóleo","M1","2670","","","",""
"BMW Serie 7 730Ld xDrive (7J41)Auto.01/2021","","Gasóleo","M1","2670","","8.0","","90.0"
"BMW Serie 7 730Ld xDrive Auto.11/2019","","Gasóleo","M1","2625","","","",""
"BMW Serie 7 740d xDrive (7D21) Auto.07/2020","","Gasóleo","M1","2640","","","",""
"BMW Serie 7 740d xDrive (7D21)Auto.01/2021","","Gasóleo","M1","2640","","8.0","","90.0"
"BMW Serie 7 740d xDrive Auto.11/2019","","Gasóleo","M1","2605","","","",""
"BMW Serie 7 740i Auto.11/2019","","Gasolina","M1","2445","","","",""
"BMW Serie 7 740i Berlina (7R21)Auto.01/2021","","Gasolina","M1","2435","","","","90.0"
"BMW Serie 7 740Ld xDrive (7U81) Auto.07/2020","","Gasóleo","M1","2670","","","",""
"BMW Serie 7 740Ld xDrive (7U81)Auto.01/2021","","Gasóleo","M1","2670","","8.0","","90.0"
"BMW Serie 7 740Ld xDrive Auto.11/2019","","Gasóleo","M1","2645","","","",""
"BMW Serie 7 740Li xDrive (7T41) Auto.07/2020","","Gasolina","M1","2545","","","",""
"BMW Serie 7 740Li xDrive Auto.11/2019","","Gasolina","M1","2555","","","",""
