"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Mercedes-Benz CITAN Citan 113 Tourer Largo Automático","","Gasolina","M1","2118","","","",""
"Mercedes-Benz CITAN Citan 113 Tourer Largo Manual","","Gasolina","M1","2095","","","",""
"Mercedes-Benz CLA Coupé (C118) 180 aut.","","Híbridos de gasolina","M1","1995","","10.0","",""
"Mercedes-Benz CLA Coupé (C118) 180 man.","","Gasolina","M1","1930","","","",""
"Mercedes-Benz CLA Coupé (C118) 200 aut.","","Híbridos de gasolina","M1","1995","","10.0","",""
"Mercedes-Benz CLA Coupé (C118) 200 d 4MATIC aut.","","Gasóleo","M1","2115","","","",""
"Mercedes-Benz CLA Coupé (C118) 200 d aut.","","Gasóleo","M1","2085","","","",""
"Mercedes-Benz CLA Coupé (C118) 200 man.","","Gasolina","M1","1935","","","",""
"Mercedes-Benz CLA Coupé (C118) 220 d aut.","","Gasóleo","M1","2100","","","",""
"Mercedes-Benz CLA Coupé (C118) 250 4MATIC aut.","","Híbridos de gasolina","M1","2120","","10.0","",""
"Mercedes-Benz CLA Coupé (C118) 250 e","","Híbridos enchufables","M1","2215","20.2","80.0","71.0","15.6"
"Mercedes-Benz CLA Coupé (C118) 35 4MATIC","","Híbridos de gasolina","M1","2155","","10.0","",""
"Mercedes-Benz CLA Coupé (C118) 45 S 4MATIC+","","Gasolina","M1","2175","","","",""
"Mercedes-Benz CLA Shooting Brake (X118) 180 aut.","","Híbridos de gasolina","M1","2050","","10.0","",""
"Mercedes-Benz CLA Shooting Brake (X118) 180 man.","","Gasolina","M1","2000","","","",""
"Mercedes-Benz CLA Shooting Brake (X118) 200 aut.","","Híbridos de gasolina","M1","2050","","10.0","",""
"Mercedes-Benz CLA Shooting Brake (X118) 200 d 4MATIC aut.","","Gasóleo","M1","2185","","","",""
"Mercedes-Benz CLA Shooting Brake (X118) 200 d aut.","","Gasóleo","M1","2140","","","",""
"Mercedes-Benz CLA Shooting Brake (X118) 200 man.","","Gasolina","M1","2010","","","",""
"Mercedes-Benz CLA Shooting Brake (X118) 220 d aut.","","Gasóleo","M1","2155","","","",""
"Mercedes-Benz CLA Shooting Brake (X118) 250 4MATIC aut.","","Híbridos de gasolina","M1","2175","","10.0","",""
"Mercedes-Benz CLA Shooting Brake (X118) 250 e","","Híbridos enchufables","M1","2270","20.9","80.0","68.0","15.6"
"Mercedes-Benz CLA Shooting Brake (X118) 35 4MATIC","","Híbridos de gasolina","M1","2195","","10.0","",""
"Mercedes-Benz CLA Shooting Brake (X118) 45 S 4MATIC+","","Gasolina","M1","2205","","","",""
"Mercedes-Benz Clase A Berlina (V177) 180 aut.","","Híbridos de gasolina","M1","1940","","10.0","",""
