"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Blue dCi 100 kW (135 CV) (semi:TCB 1 223 8M Op PARMA1 PARLOM Op 0P3RAN )","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Blue dCi 100 kW (135 CV) (semi:TCB 1 223 8M Op PARMA1 PARLOM)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Blue dCi 107 kW (145 CV) (semi: TCB 1 223 CM Op PARMA1 PARLOM)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Blue dCi 107 kW (145 CV) (semi: TCB 1 223 CM)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Blue dCi 120 kW (165 CV) (semi: TCB 1 223 EM Op PARMA1 PARLOM)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Blue dCi 120 kW (165 CV) (semi: TCB 1 223 EM)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Energy Blue dCi 107 kW (145 CV) (EU-VId) (semi: TCB 1 223 1M )","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Energy Blue dCi 107 kW (145 CV) (EU-VId) (semi: TCB 1 223 1M Op PARMA1 PARLOM)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Energy Blue dCi 110 kW (150 CV)  (semi: TCB 1 223 3M, TCB 1 223 3M Op PARMA1)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Energy Blue dCi 110 kW (150 CV) (semi:TCB 1 223 3M Op PARMA1 PARLOM)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Energy Blue dCi 110 kW (150 CV) (semi:TTCB 1 223 3M Op PARMA1 PARLOM Op 0P3RAN)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Energy Blue dCi 120 kW (165 CV) (EU-VId) (semi: TCB 1 223 2M Op PARMA1 PARLOM)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Master Combi R3P Combi 9 L2H2 3500 Energy Blue dCi 120 kW (165 CV) (EU-VId) (semi: TCB 1 223 2M)","","Gasóleo","M1","3500","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) (SEMI: 2EA1 A6M6TS RTOL16,2EA2 A6M6TS RTOL16,2EA2 A6M6TS opc PKFB0L)","","Gasóleo","M1","1883","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) (Semi: 2RSL A6M6TS RALU17, 2RSL A6M6TS opc RALU18)","","Gasóleo","M1","1883","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) (SEMI:2EA1 A6M6TS RTOL16,2EA2 A6M6TS RTOL16,2EA2 A6M6TS opc PKFB0L)","","Gasóleo","M1","1883","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) DFULL (SEMI: 22EA1 A6M6US 2EA2 A6M6US 2BU2 A6M6US)","","Gasóleo","M1","1889","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) DFULL (SEMI: 2EA3 A6M6US 2EA3 A6M6US opc RALU17 2RSL A6M6US)","","Gasóleo","M1","1889","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) DFULL (SEMI: 2RSL A6M6US opc RALU18)","","Gasóleo","M1","1883","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) DFULL EDC (SEMI: 2EA3 A6A6US,2RSL A6A6US)","","Gasóleo","M1","1916","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) DFULL EDC (SEMI: 2RSL A6A6US opc RALU18)","","Gasóleo","M1","1916","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) EDC (Semi: 2EA3 A6A6TS ,2RSL A6A6TS opc RALU18)","","Gasóleo","M1","1910","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV) EDC (Semi: 2EA3 A6A6TS (RALU16),2EA3 A6A6TS opc RALU17,2RSL A6A6TS)","","Gasóleo","M1","1910","","","",""
"Renault Nuevo Megane MB4 (Fase 2) Blue dCi 85 kW (115CV)(2BU2 A6M6TS RTOL16,2EA3 A6M6TS RALU16,2EA3 A6M6TS opc RALU17)","","Gasóleo","M1","1883","","","",""
"Renault Nuevo Megane MB4 (Fase 2) R.S. TCe 221 kW (300CV) EDC GPF (SEMI:2RS1 M8A6TS opc RALU19)","","Gasolina","M1","1921","","","",""
"Renault Nuevo Megane MB4 (Fase 2) R.S. TCe 221 kW (300CV) EDC GPF (SEMI:2RS1 M8A6TS)","","Gasolina","M1","1921","","","",""
"Renault Nuevo Megane MB4 (Fase 2) R.S. TCe 221 kW (300CV) GPF (SEMI: 2RS1 M8M6TS)","","Gasolina","M1","1905","","","",""
"Renault Nuevo Megane MB4 (Fase 2) R.S. TCe 221 kW (300CV) GPF (SEMI:2RS1 M8M6TS opc RALU19)","","Gasolina","M1","1905","","","",""
"Renault Nuevo Megane MB4 (Fase 2) R.S. Trophy TCe 221 kW (300CV) EDC GPF (SEMI:2TPY M8A6TS)","","Gasolina","M1","1913","","","",""
"Renault Nuevo Megane MB4 (Fase 2) R.S. Trophy TCe 221 kW (300CV) GPF (SEMI:2TPY M8M6TS)","","Gasolina","M1","1897","","","",""
"Renault Nuevo Megane MB4 (Fase 2) TCe 103 kW (140 cv) EDC GPF (SEMI: 2EA3 NBA6TS RALU16 ,2EA3 NBA6TS opc RALU17)","","Gasolina","M1","1823","","","",""
"Renault Nuevo Megane MB4 (Fase 2) TCe 103 kW (140 cv) EDC GPF DFULL (SEMI: 2EA3 NBA6US opc RALU17)","","Gasolina","M1","1810","","","",""
