"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Renault Trafic Furgón TRU Furgón 29 L2H1 Energy BluedCi 125 kW (170 CV) EDC (semi: FGPE1 212 MA)","","Gasóleo","N1","3050","","","",""
"Renault Trafic Furgón TRU Furgón 29 L2H1 Energy BluedCi 125 kW (170 CV) EDC FGPE1 212 MA opc. PARHAC","","Gasóleo","N1","3050","","","",""
"Renault Trafic Furgón TRU Furgón 29 L2H1 Energy BluedCi 88 kW (120 CV) (semi: FGPE1 212SN6 opc. PARHAC)","","Gasóleo","N1","3040","","","",""
"Renault Trafic Furgón TRU Furgón 29 L2H1 Energy BluedCi 88 kW (120 CV) (semi: FGPE1 212SN6)","","Gasóleo","N1","3050","","","",""
"Renault Trafic Furgón TRU Furgón 29 L2H2 Energy BluedCi 125 kW (170 CV) (semi: FGPE1 222 M6 opc. PARHAC)","","Gasóleo","N1","3060","","","",""
"Renault Trafic Furgón TRU Furgón 29 L2H2 Energy BluedCi 125 kW (170 CV) (semi: FGPE1 222 M6)","","Gasóleo","N1","3070","","","",""
"Renault Trafic Passenger TRP Energy dCi 88 kW (120 CV) Euro 6c (5 plazas)","","Gasóleo","M1","2475","","","",""
"Renault Trafic Passenger TRP Energy dCi 88 kW (120 CV) Euro 6c (6 plazas)","","Gasóleo","M1","2550","","","",""
"Renault Trafic Passenger TRP Energy dCi 88 kW (120 CV) Euro 6c (8 plazas)","","Gasóleo","M1","2750","","","",""
"Renault Trafic Passenger TRP Energy dCi 88 kW (120 CV) Euro 6c (9 plazas)","","Gasóleo","M1","2830","","","",""
"Renault Trafic Passenger TRP Largo Energy dCi 88 kW (120 CV) Euro 6c (5 plazas)","","Gasóleo","M1","2510","","","",""
"Renault Trafic Passenger TRP Largo Energy dCi 88 kW (120 CV) Euro 6c (6 plazas)","","Gasóleo","M1","2590","","","",""
"Renault Trafic Passenger TRP Largo Energy dCi 88 kW (120 CV) Euro 6c (8 plazas)","","Gasóleo","M1","2795","","","",""
"Renault Trafic Passenger TRP Largo Energy dCi 88 kW (120 CV) Euro 6c (9 plazas)","","Gasóleo","M1","2875","","","",""
"Renault Trucks C E-TECH R4x2 2 ENG","","Eléctricos puros","N3","19500","108.0","330.0","500.0","540.0"
"Renault Trucks C E-TECH R4x2 3 ENG","","Eléctricos puros","N3","19500","108.0","490.0","500.0","540.0"
"Renault Trucks C E-TECH R6x2 2 ENG","","Eléctricos puros","N3","27000","108.0","330.0","500.0","540.0"
"Renault Trucks C E-TECH R6x2 3 ENG","","Eléctricos puros","N3","27000","108.0","490.0","500.0","540.0"
"Renault Trucks C E-TECH T4x2","","Eléctricos puros","N3","40000","135.0","490.0","400.0","540.0"
"Renault Trucks D 16 Z.E.","","Eléctricos puros","N3","16700","101.0","200.0","400.0","395.0"
"Renault Trucks D 18 WIDE P4X2 CNG","","Gas natural","N3","20500","","","","24.0"
"Renault Trucks D 18 WIDE R4X2 MUNICIPIOS GNC MUNICIPIOS","","Gas natural","N3","20500","","","","24.0"
