"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volvo V90 Recharge Plug-in Hybrid, Ultimate, AWD,T6 MY23","","Híbridos enchufables","M1","2590","17.4","107.0","88.0","18.8"
"Volvo V90 Recharge Plug-in Hybrid, Ultimate, AWD,T8 MY23","","Híbridos enchufables","M1","2590","17.1","107.0","90.0","18.8"
"Volvo V90 Recharge, AWD, Inscription, Inscription Expression, R-Design T6 MY22","","Híbridos enchufables","M1","2610","14.5","65.0","61.0","6.0"
"Volvo V90 Recharge, AWD, Inscription, Inscription Expression, R-Design T8 MY22","","Híbridos enchufables","M1","2620","14.5","65.0","61.0","6.0"
"Volvo XC40 (EF) Recharge Eléctrico Puro, Core, Plus, Ultimate, FWD, MY23","","Eléctricos puros","M1","2480","18.7","170.0","423.0","69.0"
"Volvo XC40 Core, Auto. T2 MY23","","Gasolina","M1","2120","","","",""
"Volvo XC40 Core, Man. T2 MY23","","Gasolina","M1","2080","","","",""
"Volvo XC40 Essential, Auto. T2 MY23","","Gasolina","M1","2120","","","",""
"Volvo XC40 Essential, Man. T2 MY23","","Gasolina","M1","2080","","","",""
"Volvo XC40 Gasolina, Core B3 MY23","","Híbridos de gasolina","M1","2220","","","",""
"Volvo XC40 Gasolina, Core B4, AWD, MY23","","Híbridos de gasolina","M1","2270","","","",""
"Volvo XC40 Gasolina, Core, Plus, Ultimate B3 MY24","","Híbridos de gasolina","M1","2220","","","",""
"Volvo XC40 Gasolina, Core, Plus, Ultimate B4 Aut. MY24","","Híbridos de gasolina","M1","2220","","","",""
"Volvo XC40 Gasolina, Essential, Core, Plus, Auto. T2 MY24","","Gasolina","M1","2120","","","",""
"Volvo XC40 Gasolina, Plus B3 MY23","","Híbridos de gasolina","M1","2220","","","",""
"Volvo XC40 Gasolina, Plus B4, AWD, MY23","","Híbridos de gasolina","M1","2270","","","",""
"Volvo XC40 Híbrido Enchufable, Core, Plus, Ultimate T4 MY24","","Híbridos enchufables","M1","2290","15.9","60.0","42.0","4.4"
"Volvo XC40 Híbrido Enchufable, Plus. Ultimate T5 MY24","","Híbridos enchufables","M1","2290","15.9","60.0","42.0","4.4"
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, B3, MY22","","Híbridos de gasolina","M1","2120","","","",""
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T2, Manual, MY22","","Gasolina","M1","2080","","","",""
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T2, MY22","","Gasolina","M1","2120","","","",""
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T3, Manual, MY22","","Gasolina","M1","2060","","","",""
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T3, MY22","","Gasolina","M1","2120","","","",""
"Volvo XC40 Momentum Pro, Inscription, R-design, B4, MY22","","Híbridos de gasolina","M1","2230","","","",""
"Volvo XC40 Recharge , Inscription, Inscription Expresion, R-design, T4 MY22","","Híbridos enchufables","M1","2290","15.0","60.0","46.0","4.4"
"Volvo XC40 Recharge Eléctrico Puro Twin, Plus, Ultimate, AWD, MY23","","Eléctricos puros","M1","2480","23.8","300.0","418.0","69.0"
"Volvo XC40 Recharge Eléctrico Puro, Pro, Plus, Base, FWD, MY22 P6","","Eléctricos puros","M1","2480","18.1","170.0","435.0","69.0"
"Volvo XC40 Recharge Híbrido Enchufable, Core T4 MY23","","Híbridos enchufables","M1","2290","15.2","60.0","45.0","4.4"
"Volvo XC40 Recharge Híbrido Enchufable, Essential T4 MY23","","Híbridos enchufables","M1","2290","15.2","60.0","45.0","4.4"
"Volvo XC40 Recharge Híbrido Enchufable, Plus T4 MY23","","Híbridos enchufables","M1","2290","15.2","60.0","45.0","4.4"
"Volvo XC40 Recharge Híbrido Enchufable, Plus T5 MY23","","Híbridos enchufables","M1","2290","15.2","60.0","45.0","3.9"
"Volvo XC40 Recharge Twin Eléctrico Puro, Pro, Plus,AWD, MY22","","Eléctricos puros","M1","2650","23.8","300.0","418.0","78.0"
"Volvo XC40 Recharge, Inscription, Inscription Expresion, R-design, T5 MY22","","Híbridos enchufables","M1","2290","15.0","60.0","46.0","3.9"
"Volvo XC40 Single Motor Extended Range RWD, Core, Plus, Ultimate, MY24","","Eléctricos puros","M1","2520","16.1","185.0","520.0","82.0"
"Volvo XC40 Single Motor RWD, Core, Plus, MY24","","Eléctricos puros","M1","2470","16.1","175.0","435.0","69.0"
"Volvo XC40 Twin Motor eAWD, Plus, Ultimate, MY24","","Eléctricos puros","M1","2650","17.0","300.0","485.0","82.0"
"Volvo XC60 Gasóleo AWD, Core, Plus, Ultimate, B4 MY24","","Híbridos de gasóleo","M1","2540","","","",""
"Volvo XC60 Gasóleo, Core, AWD, B4 MY23","","Híbridos de gasóleo","M1","2460","","","",""
"Volvo XC60 Gasóleo, Essential, B4 MY23","","Híbridos de gasóleo","M1","2460","","","",""
"Volvo XC60 Gasóleo, Essential, Core, Plus B4 MY24","","Híbridos de gasóleo","M1","2460","","","",""
"Volvo XC60 Gasóleo, Plus, AWD, B4 MY23","","Híbridos de gasóleo","M1","2540","","","",""
"Volvo XC60 Gasóleo, Ultimate, AWD, B4 MY23","","Híbridos de gasóleo","M1","2540","","","",""
"Volvo XC60 Gasolina, Core, B4 MY23","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Gasolina, Essential, B4 MY23","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Gasolina, Essential, Core, Plus, Ultimate, B4 MY24","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Gasolina, Plus, B4 MY23","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Gasolina, Ultimate, B4 MY23","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Híbrido Enchufable eAWD, Core, Plus, Ultimate, T6 MY24","","Híbridos enchufables","M1","2660","21.2","107.0","68.0","18.8"
"Volvo XC60 Momentum, Momentum Pro, Inscription, R-design, B4, AWD MY22","","Híbridos de gasóleo","M1","2540","","","",""
"Volvo XC60 Momentum, Momentum Pro, Inscription, R-design, B4, Gasóleo MY22","","Híbridos de gasóleo","M1","2460","","","",""
"Volvo XC60 Momentum, Momentum Pro, Inscription, R-design, B4, MY22","","Híbridos de gasolina","M1","2400","","","",""
"Volvo XC60 Recharge Híbrido Enchufable, Core, AWD, T6 MY23","","Híbridos enchufables","M1","2660","19.0","107.0","78.0","18.8"
