"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Mercedes-Benz Clase V Clase V 250d Compacto 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 250d Exclusive Largo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 250d Exclusive Largo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 250d Extralargo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 250d Extralargo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 250d Largo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 250d Largo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 300d Avantgarde Compacto 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 300d Avantgarde Compacto 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 300d Avantgarde Extralargo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 300d Avantgarde Extralargo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 300d Avantgarde Largo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 300d Avantgarde Largo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 300d Compacto 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 300d Compacto 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 300d Exclusive Largo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 300d Exclusive Largo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 300d Extralargo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 300d Extralargo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz Clase V Clase V 300d Largo 3100","","Gasóleo","M1","3100","","","",""
"Mercedes-Benz Clase V Clase V 300d Largo 3200","","Gasóleo","M1","3200","","","",""
"Mercedes-Benz CLS (C257) 220 d","","Gasóleo","M1","2410","","","",""
"Mercedes-Benz CLS (C257) 300 d 4MATIC","","Híbridos de gasóleo","M1","2550","","15.0","",""
"Mercedes-Benz CLS (C257) 350","","Híbridos de gasolina","M1","2410","","10.0","",""
"Mercedes-Benz CLS (C257) 400 d 4MATIC","","Gasóleo","M1","2545","","","",""
"Mercedes-Benz CLS (C257) 450 4MATIC","","Híbridos de gasolina","M1","2560","","16.0","",""
"Mercedes-Benz CLS (C257) 53 4MATIC+","","Híbridos de gasolina","M1","2550","","16.0","",""
"Mercedes-Benz eCitan eCitan Furgón PRO Extralargo","","Eléctricos puros","N1","2490","18.9","90.0","283.0","45.0"
"Mercedes-Benz eCitan eCitan Furgón PRO Largo","","Eléctricos puros","N1","2230","19.0","90.0","283.0","45.0"
"Mercedes-Benz eCitan eCitan Tourer PRO Largo","","Eléctricos puros","M1","2390","19.2","90.0","280.0","45.0"
"Mercedes-Benz EQA (H243) 250","","Eléctricos puros","M1","2470","16.9","140.0","457.0","66.5"
"Mercedes-Benz EQA (H243) 250+","","Eléctricos puros","M1","2470","16.7","140.0","490.0","70.5"
"Mercedes-Benz EQA (H243) 300 4MATIC","","Eléctricos puros","M1","2535","18.7","168.0","411.0","66.5"
"Mercedes-Benz EQA (H243) 350 4MATIC","","Eléctricos puros","M1","2535","18.7","215.0","411.0","66.5"
"Mercedes-Benz EQB (X243) 250","","Eléctricos puros","M1","2520","18.3","140.0","422.0","66.5"
"Mercedes-Benz EQB (X243) 250+","","Eléctricos puros","M1","2520","18.1","140.0","452.0","70.5"
"Mercedes-Benz EQB (X243) 300 4MATIC","","Eléctricos puros","M1","2580","19.7","168.0","387.0","66.5"
"Mercedes-Benz EQB (X243) 350 4MATIC","","Eléctricos puros","M1","2580","19.7","215.0","387.0","66.5"
"Mercedes-Benz EQC (N293) 400 4MATIC","","Eléctricos puros","M1","2940","25.0","300.0","373.0","80.0"
"Mercedes-Benz EQE (V295) 300","","Eléctricos puros","M1","2895","19.5","180.0","532.0","89.0"
"Mercedes-Benz EQE (V295) 350","","Eléctricos puros","M1","2895","19.5","215.0","532.0","89.0"
"Mercedes-Benz EQE (V295) 43","","Eléctricos puros","M1","3095","23.7","350.0","438.0","90.5"
"Mercedes-Benz EQE (V295) 53","","Eléctricos puros","M1","3095","22.9","460.0","442.0","90.5"
"Mercedes-Benz EQE SUV (X294) 350 4MATIC","","Eléctricos puros","M1","3095","22.6","215.0","458.0","89.0"
"Mercedes-Benz EQE SUV (X294) 350+","","Eléctricos puros","M1","2975","21.8","215.0","482.0","90.5"
"Mercedes-Benz EQE SUV (X294) 43 MATIC","","Eléctricos puros","M1","3195","25.6","350.0","423.0","90.5"
"Mercedes-Benz EQE SUV (X294) 500 4MATIC","","Eléctricos puros","M1","3095","22.6","300.0","462.0","90.5"
"Mercedes-Benz EQE SUV (X294) 53 MATIC+","","Eléctricos puros","M1","3195","25.5","460.0","408.0","90.5"
"Mercedes-Benz EQS (V297) 450+","","Eléctricos puros","M1","2945","19.9","265.0","627.0","108.0"
"Mercedes-Benz EQS (V297) 53 4MATIC+","","Eléctricos puros","M1","3225","24.0","484.0","505.0","108.0"
"Mercedes-Benz EQS (V297) 580 4MATIC","","Eléctricos puros","M1","3060","21.2","400.0","589.0","108.0"
"Mercedes-Benz EQS SUV (X296) 450 4MATIC","","Eléctricos puros","M1","3375","24.2","265.0","513.0","108.0"
"Mercedes-Benz EQS SUV (X296) 580 4MATIC","","Eléctricos puros","M1","3375","24.2","400.0","513.0","108.0"
"Mercedes-Benz EQT EQT","","Eléctricos puros","M1","2390","19.4","90.0","278.0","45.0"
"Mercedes-Benz EQV EQV 250 Extralargo e66","","Eléctricos puros","M1","3500","28.3","150.0","230.0","66.0"
"Mercedes-Benz EQV EQV 250 Largo e66","","Eléctricos puros","M1","3500","28.1","150.0","231.0","66.0"
"Mercedes-Benz EQV EQV 300 Extralarga","","Eléctricos puros","M1","3500","28.3","70.0","353.0","100.0"
"Mercedes-Benz EQV EQV 300 Larga","","Eléctricos puros","M1","3500","28.2","70.0","355.0","100.0"
"Mercedes-Benz eSprinter eSprinter 312 Furgón Medio T.E.","","Eléctricos puros","N1","3500","35.2","85.0","156.0","55.0"
"Mercedes-Benz eVITO eVito 126 Tourer Pro Extralarga e66","","Eléctricos puros","M1","3500","27.8","150.0","233.0","60.0"
"Mercedes-Benz eVITO eVito 126 Tourer Pro Larga e66","","Eléctricos puros","M1","3500","27.7","150.0","234.0","60.0"
