"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Toyota AYGO X CROSS CVT Play (MY22)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS CVT Play (MY23)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS CVT Play (MY24)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS CVT Play (NG22)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS CVT Trendy edition/Limited edition (MY22)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS CVT Undercover (MY23)","","Gasolina","M1","1360","","","",""
"Toyota BZ4X 4x2 Eco/Advance/Style/Style plus (MY22)","","Eléctricos puros","M1","2465","14.0","150.0","516.0","71.4"
"Toyota BZ4X 4x4 Eco/Advance/Style/Style plus/Luxury (MY22)","","Eléctricos puros","M1","2550","16.0","160.0","470.0","71.4"
"Toyota C-HR 1,8 Active/Active connect/Advance/Advance connect/Advance plus/Advance plus connect (MY23)","","Híbridos de gasolina","M1","1860","","","",""
"Toyota C-HR 1.8 Active /Lounge Advance/ Lounge Advance Plus Llanta 18p ó 17p (MY21)","","Híbridos de gasolina","M1","1860","","","",""
"Toyota C-HR 1.8 Advance/Advance connect/Advance plus/Advance plus connect/Active/Active connect (MY22)","","Híbridos de gasolina","M1","1860","","","",""
"Toyota C-HR 1.8 Llanta 17p (MY19)","","Híbridos de gasolina","M1","1860","","","",""
"Toyota C-HR 1.8 Llanta 17p (MY20)","","Híbridos de gasolina","M1","1860","","","",""
"Toyota C-HR 1.8 Llanta 18p (MY19)","","Híbridos de gasolina","M1","1860","","","",""
"Toyota C-HR 1.8 Llanta 18p (MY20)","","Híbridos de gasolina","M1","1860","","","",""
"Toyota C-HR 2,0 Advance/Advance connect/Advance luxury/Advance luxury connect (MY23)","","Híbridos de gasolina","M1","1930","","","",""
"Toyota C-HR 2,0 GR-Sport/GR-Sport connect/GR-Sport black edition (MY23)","","Híbridos de gasolina","M1","1930","","","",""
"Toyota C-HR 2.0 Advance/Advance connect/Advance luxury/Advance luxury connect (MY22)","","Híbridos de gasolina","M1","1930","","","",""
"Toyota C-HR 2.0 GR Sport Llanta 19p (MY21)","","Híbridos de gasolina","M1","1930","","","",""
"Toyota C-HR 2.0 GR-Sport/GR-Sport black edition/GR-Sport connect (MY22)","","Híbridos de gasolina","M1","1930","","","",""
"Toyota C-HR 2.0 Llanta 18p (MY20)","","Híbridos de gasolina","M1","1930","","","",""
"Toyota C-HR 2.0 Lounge Advance/ Lounge Advance Luxury Llanta 18p (MY21)","","Híbridos de gasolina","M1","1930","","","",""
"Toyota C-HR 2WD 1.8 Active/Advance/Advance Plus (NG24)","","Híbridos de gasolina","M1","1930","","","",""
