"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Toyota PROACE CITY VERSO Family 1.5D L2 Advance (MY22)","","Gasóleo","M1","2310","","","",""
"Toyota PROACE CITY VERSO Family 1.5D L2 ADVANCE 7p (MY21)","","Gasóleo","M1","2310","","","",""
"Toyota PROACE CITY VERSO Family Active 7 plazas L2 1.5D 130CV 6MT (MY22)","","Gasóleo","M1","2310","","","",""
"Toyota PROACE CITY VERSO Family Active 7 plazas L2 1.5D 130CV 6MT (RC22)","","Gasóleo","M1","2310","","","",""
"Toyota PROACE CITY VERSO Family Active 7 plazas L2 1.5D 130CV 8AT (MY22)","","Gasóleo","M1","2300","","","",""
"Toyota PROACE CITY VERSO Family Active 7 plazas L2 1.5D 130CV 8AT (RC22)","","Gasóleo","M1","2300","","","",""
"Toyota PROACE CITY VERSO Family Active L1 1.2P 110CV 6MT","","Gasolina","M1","2050","","","",""
"Toyota PROACE CITY VERSO Family Active L1 1.2P 110CV 6MT (RC22)","","Gasolina","M1","2050","","","",""
"Toyota PROACE CITY VERSO Family Active/Advance L1 1.5D 130CV 6MT (MY22)","","Gasóleo","M1","2130","","","",""
"Toyota PROACE CITY VERSO Family Active/Advance L1 1.5D 130CV 6MT (RC22)","","Gasóleo","M1","2130","","","",""
"Toyota PROACE CITY VERSO Family Active/Advance L1 1.5D 130CV 8AT (MY22)","","Gasóleo","M1","2100","","","",""
"Toyota PROACE CITY VERSO Family Active/Advance L1 1.5D 130CV 8AT (RC22)","","Gasóleo","M1","2100","","","",""
"Toyota PROACE Crew Cab Largo 2.0D (MY20)","","Gasóleo","N1","2940","","","",""
"Toyota PROACE Crew cab largo 2.0D GX (MY21)","","Gasóleo","N1","2960","","","",""
"Toyota PROACE Crew Cab Medio 1.5D (MY20)","","Gasóleo","N1","2680","","","",""
"Toyota PROACE Crew cab medio 1.5D GX (MY21)","","Gasóleo","N1","2680","","","",""
