"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Super Soco CPX PRO 2","","Eléctricos puros","L3e","107","5.3","7.0","100.0","2.7"
"Super Soco F01 2","","Eléctricos puros","L3e","92","3.5","3.5","70.0","2.7"
"Super Soco TC MAX","","Eléctricos puros","L3e","254","3.3","3.9","92.0","3.2"
"Super Soco TC PRO","","Eléctricos puros","L3e","254","3.3","3.9","110.0","3.1"
"Suzuki ACROSS 2.5L GLX 4WD PHEV","","Híbridos enchufables","M1","2510","16.6","174.0","75.0","18.1"
"Suzuki IGNIS MC 1.2L GLE 4WD MILD HYBRID MY 21","","Híbridos de gasolina","M1","1330","","1.9","","0.0"
"Suzuki IGNIS MC 1.2L GLE MILD HYBRID MY21","","Híbridos de gasolina","M1","1330","","1.9","","0.0"
"Suzuki IGNIS MC 1.2L GLX 4WD MILD HYBRID MY21","","Híbridos de gasolina","M1","1330","","1.9","","0.0"
"Suzuki IGNIS MC 1.2L GLX AUT. MILD HYBRID MY21","","Híbridos de gasolina","M1","1330","","1.9","","0.0"
"Suzuki IGNIS MC 1.2L GLX MILD HYBRID MY21","","Híbridos de gasolina","M1","1330","","1.9","","0.0"
"Suzuki Jimny 1.5L PRO","","Gasolina","N1","1435","","","",""
"Suzuki S-CROSS 1.4T S1 MILD HYBRID","","Híbridos de gasolina","M1","1685","","10.0","","0.4"
"Suzuki S-CROSS 1.4T S2 4WD MILD HYBRID","","Híbridos de gasolina","M1","1755","","10.0","","0.4"
"Suzuki S-CROSS 1.4T S2 MILD HYBRID","","Híbridos de gasolina","M1","1685","","10.0","","0.4"
"Suzuki S-CROSS 1.4T S3 4WD MILD HYBRID","","Híbridos de gasolina","M1","1755","","10.0","","0.4"
"Suzuki S-CROSS 1.4T S3 MILD HYBRID","","Híbridos de gasolina","M1","1685","","10.0","","0.4"
"Suzuki S-CROSS 1.5L S2 4WD STRONG HYBRID","","Híbridos de gasolina","M1","1810","","24.6","","0.8"
"Suzuki S-CROSS 1.5L S2 STRONG HYBRID","","Híbridos de gasolina","M1","1740","","24.6","","0.8"
"Suzuki S-CROSS 1.5L S3 4WD STRONG HYBRID","","Híbridos de gasolina","M1","1810","","24.6","","0.8"
"Suzuki S-CROSS 1.5L S3 STRONG HYBRID","","Híbridos de gasolina","M1","1740","","24.6","","0.8"
"Suzuki SWACE 1.8L GLE HYBRID","","Híbridos de gasolina","M1","1835","","53.0","","0.8"
"Suzuki SWACE 1.8L GLX HYBRID","","Híbridos de gasolina","M1","1835","","53.0","","0.8"
"Suzuki SWACE MC 1.8L GLE HYBRID","","Híbridos de gasolina","M1","1885","","70.0","","0.9"
"Suzuki SWACE MC 1.8L GLX HYBRID","","Híbridos de gasolina","M1","1885","","70.0","","0.9"
"Suzuki SWIFT MC 1.2L GLE 4WD MILD HYBRID MY21","","Híbridos de gasolina","M1","1420","","1.9","","0.0"
"Suzuki SWIFT MC 1.2L GLE AUT. MILD HYBRID MY21","","Híbridos de gasolina","M1","1375","","1.9","","0.0"
"Suzuki SWIFT MC 1.2L GLE MILD HYBRID MY21","","Híbridos de gasolina","M1","1365","","1.9","","0.0"
"Suzuki SWIFT MC 1.2L GLX AUT. MILD HYBRID MY21","","Híbridos de gasolina","M1","1375","","1.9","","0.0"
"Suzuki SWIFT MC 1.2L GLX MILD HYBRID MY21","","Híbridos de gasolina","M1","1365","","1.9","","0.0"
"Suzuki SWIFT SPORT 1.4T SPORT MILD HYBRID MY21","","Híbridos de gasolina","M1","1445","","10.0","","0.4"
"Suzuki VITARA 1.4T GLE 4WD MILD HYBRID CO2","","Híbridos de gasolina","M1","1720","","10.0","","0.4"
"Suzuki VITARA 1.4T GLE 4WD MILD HYBRID MY21","","Híbridos de gasolina","M1","1770","","10.0","","0.4"
"Suzuki VITARA 1.4T GLE MILD HYBRID CO2","","Híbridos de gasolina","M1","1650","","10.0","","0.4"
"Suzuki VITARA 1.4T GLE MILD HYBRID MY21","","Híbridos de gasolina","M1","1770","","10.0","","0.4"
"Suzuki VITARA 1.4T GLX 4WD MILD HYBRID CO2","","Híbridos de gasolina","M1","1720","","10.0","","0.4"
"Suzuki VITARA 1.4T GLX 4WD MILD HYBRID MY21","","Híbridos de gasolina","M1","1770","","10.0","","0.4"
"Suzuki VITARA 1.4T GLX MILD HYBRID CO2","","Híbridos de gasolina","M1","1650","","10.0","","0.4"
"Suzuki VITARA 1.4T GLX MILD HYBRID MY21","","Híbridos de gasolina","M1","1770","","10.0","","0.4"
"Suzuki VITARA 1.5L GLE 4WD STRONG HYBRID CO2","","Híbridos de gasolina","M1","1780","","24.6","","0.9"
"Suzuki VITARA 1.5L GLE STRONG HYBRID CO2","","Híbridos de gasolina","M1","1725","","24.6","","0.9"
"Suzuki VITARA 1.5L GLX 4WD STRONG HYBRID CO2","","Híbridos de gasolina","M1","1780","","24.6","","0.9"
"Suzuki VITARA 1.5L GLX STRONG HYBRID CO2","","Híbridos de gasolina","M1","1725","","24.6","","0.9"
"TESLA Model 3 Autonomía estándar plus","","Eléctricos puros","M1","2139","14.2","239.0","448.0","50.0"
"TESLA Model 3 Gran autonomía - 580km","","Eléctricos puros","M1","2232","14.8","366.0","580.0","74.0"
"TESLA Model 3 Gran autonomía - 602km","","Eléctricos puros","M1","2232","14.7","366.0","602.0","74.0"
"TESLA Model 3 Gran autonomía - 614km","","Eléctricos puros","M1","2232","14.7","366.0","614.0","74.0"
"TESLA Model 3 Highland Gran Autonomía","","Eléctricos puros","M1","2263","14.0","366.0","629.0","77.0"
"TESLA Model 3 Highland Tracción Trasera","","Eléctricos puros","M1","2200","13.2","208.0","513.0","60.0"
"TESLA Model 3 Performance","","Eléctricos puros","M1","2232","16.5","377.0","567.0","74.0"
"TESLA Model 3 Performance - 559km","","Eléctricos puros","M1","2232","16.5","377.0","559.0","74.0"
"TESLA Model 3 Tracción trasera","","Eléctricos puros","M1","2139","14.4","239.0","491.0","50.0"
"TESLA Model 3 Tracción Trasera - Gran Autonomía","","Eléctricos puros","M1","2139","13.8","208.0","638.0","74.0"
"TESLA Model S Gran autonomía","","Eléctricos puros","M1","2574","18.5","421.0","652.0","100.0"
"TESLA Model S Performance","","Eléctricos puros","M1","2626","19.0","599.0","639.0","100.0"
"TESLA Model X Gran autonomía","","Eléctricos puros","M1","3040","21.5","421.0","561.0","100.0"
"TESLA Model X Gran autonomía","","Eléctricos puros","M1","3040","21.5","421.0","561.0","100.0"
"TESLA Model X Gran autonomía","","Eléctricos puros","M1","3040","21.5","421.0","561.0","100.0"
"TESLA Model X Performance","","Eléctricos puros","M1","3087","22.1","599.0","548.0","100.0"
"TESLA Model X Performance","","Eléctricos puros","M1","3087","22.1","599.0","548.0","100.0"
"TESLA Model X Performance","","Eléctricos puros","M1","3087","22.1","599.0","548.0","100.0"
"TESLA Model Y Gran autonomía","","Eléctricos puros","M1","2371","16.9","378.0","542.0","74.0"
"TESLA Model Y Performance","","Eléctricos puros","M1","2371","17.3","393.0","514.0","74.0"
"TESLA Model Y Tracción trasera","","Eléctricos puros","M1","2549","15.7","220.0","455.0","50.0"
"Teycars TEYCARS TT202 V.E. TEYCARS TT 202. 72V/5KW RWD. 2 PLAZAS + CAJA","","Eléctricos puros","L7e","999","1.8","5.7","74.0","10.8"
"Teycars TEYCARS TT204 V.E. TEYCARS TT204 72V/5kW 4WD. MATRICULABLE","","Eléctricos puros","L7e","999","1.8","8.7","72.0","10.8"
"TilGreen TilFire TilFire","","Eléctricos puros","L3e","278","6.3","11.0","180.0","7.2"
"TilGreen Tilmax Tilmax","","Eléctricos puros","L3e","297","7.1","6.0","80.0","4.3"
"TilGreen Tilmax Tilmax R","","Eléctricos puros","L3e","297","7.1","6.0","130.0","5.8"
"TilGreen Tilmax Tilmax RS","","Eléctricos puros","L3e","297","7.1","6.0","170.0","7.2"
"TilGreen TilScoot TilScoot RS","","Eléctricos puros","L3e","251","3.6","5.0","100.0","3.3"
"TINBOT ES1-S 0","","Eléctricos puros","L3e","268","4.5","10.0","130.0","63.0"
"TINBOT ES1-S 1","","Eléctricos puros","L3e","268","4.5","10.0","130.0","63.0"
"TINBOT ES1-X 0","","Eléctricos puros","L3e","281","4.5","10.0","130.0","63.0"
"TINBOT ES1-X 1","","Eléctricos puros","L3e","281","4.5","10.0","130.0","63.0"
"TINBOT RS1 0","","Eléctricos puros","L3e","334","8.6","12.0","119.0","120.0"
"Torrot MUVI 01","","Eléctricos puros","L3e","275","5.2","3.0","85.0","3.3"
"Toyota AURIS HYBRID HB Advance Llanta 17p (MY19)","","Híbridos de gasolina","M1","1840","","","",""
"Toyota AURIS HYBRID HB Feel! Llanta 17p (MY19)","","Híbridos de gasolina","M1","1815","","","",""
"Toyota AURIS HYBRID HB Llanta 15p (MY19)","","Híbridos de gasolina","M1","1815","","","",""
"Toyota AURIS HYBRID HB Llanta 16p (MY19)","","Híbridos de gasolina","M1","1815","","","",""
"Toyota AURIS HYBRID TS Llanta 15p (MY19)","","Híbridos de gasolina","M1","1815","","","",""
"Toyota AURIS HYBRID TS Llanta 16p (MY19)","","Híbridos de gasolina","M1","1815","","","",""
"Toyota AURIS HYBRID TS Llanta 17p (MY19)","","Híbridos de gasolina","M1","1865","","","",""
"Toyota AYGO 1.0 x-play/ x-cité/ x-clusiv/ x-style Automático (MY20)","","Gasolina","M1","1240","","","",""
"Toyota AYGO 1.0 x-play/ x-cité/ x-clusiv/ x-style Manual (MY20)","","Gasolina","M1","1240","","","",""
"Toyota AYGO 1.0 X-play/X-sport automático (MY21)","","Gasolina","M1","1240","","","",""
"Toyota AYGO 1.0 X-play/X-sport manual (MY21)","","Gasolina","M1","1240","","","",""
"Toyota AYGO 70 Automático (MY18)","","Gasolina","M1","1240","","","",""
"Toyota AYGO 70 Manual (MY18)","","Gasolina","M1","1240","","","",""
"Toyota AYGO X CROSS 5MT Like/Chic (MY23)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS 5MT Like/Chic (MY24)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS 5MT Like/Chic (NG22)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS 5MT Play (MY22)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS 5MT Play (MY23)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS 5MT Play (MY24)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS 5MT Play (NG22)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS 5MT Trendy edition/Limited edition (MY22)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS CVT Like/Chic (MY23)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS CVT Like/Chic (NG22)","","Gasolina","M1","1360","","","",""
"Toyota AYGO X CROSS CVT Like/Chic/JBL Limited Edition (MY24)","","Gasolina","M1","1360","","","",""
