"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Iveco Chasis Cab Doble 42C14E D IVECO Chasis Cab Doble 42C14E D 2 baterias Paso: 4100","","Eléctricos puros","N2","4250","40.0","140.0","185.0","74.0"
"Iveco Chasis Cab Doble 42C14E D IVECO Chasis Cab Doble 42C14E D 3 baterias Paso: 4100","","Eléctricos puros","N2","4250","42.7","140.0","260.0","111.0"
"Iveco Chasis Cab Doble 42C14E D/P IVECO Chasis Cab Doble 42C14E D/P 2 baterias Paso: 3450","","Eléctricos puros","N2","4250","40.0","140.0","185.0","74.0"
"Iveco Chasis Cab Doble 42C14E D/P IVECO Chasis Cab Doble 42C14E D/P 2 baterias Paso: 3750","","Eléctricos puros","N2","4250","40.0","140.0","185.0","74.0"
"Iveco Chasis Cab Doble 42C14E D/P IVECO Chasis Cab Doble 42C14E D/P 2 baterias Paso: 4100","","Eléctricos puros","N2","4250","40.0","140.0","185.0","74.0"
"Iveco Chasis Cab Doble 42C14E D/P IVECO Chasis Cab Doble 42C14E D/P 3 baterias Paso: 4100","","Eléctricos puros","N2","4250","42.7","140.0","260.0","111.0"
"Iveco Chasis Cab Doble 42S10E D IVECO Chasis Cab Doble 42S10E D 1 bateria Paso: 3450","","Eléctricos puros","N2","4250","33.6","100.0","110.0","37.0"
"Iveco Chasis Cab Doble 42S10E D IVECO Chasis Cab Doble 42S10E D 1 bateria Paso: 3750","","Eléctricos puros","N2","4250","33.6","100.0","110.0","37.0"
"Iveco Chasis Cab Doble 42S10E D IVECO Chasis Cab Doble 42S10E D 1 bateria Paso: 4100","","Eléctricos puros","N2","4250","33.6","100.0","110.0","37.0"
"Iveco Chasis Cab Doble 42S14E D IVECO Chasis Cab Doble 42S14E D 2 baterias Paso: 3450","","Eléctricos puros","N2","4250","37.0","140.0","200.0","74.0"
"Iveco Chasis Cab Doble 42S14E D IVECO Chasis Cab Doble 42S14E D 2 baterias Paso: 3750","","Eléctricos puros","N2","4250","37.0","140.0","200.0","74.0"
"Iveco Chasis Cab Doble 42S14E D IVECO Chasis Cab Doble 42S14E D 2 baterias Paso: 4100","","Eléctricos puros","N2","4250","37.0","140.0","200.0","74.0"
"Iveco Chasis Cab Doble 42S14E D IVECO Chasis Cab Doble 42S14E D 3 baterias Paso: 4100","","Eléctricos puros","N2","4250","37.0","140.0","300.0","111.0"
"Iveco Chasis Cab Doble 45C14E D IVECO Chasis Cab Doble 45C14E D 2 baterias Paso: 3450","","Eléctricos puros","N2","4600","40.0","140.0","185.0","74.0"
"Iveco Chasis Cab Doble 45C14E D IVECO Chasis Cab Doble 45C14E D 2 baterias Paso: 3750","","Eléctricos puros","N2","4600","40.0","140.0","185.0","74.0"
"Iveco Chasis Cab Doble 45C14E D IVECO Chasis Cab Doble 45C14E D 2 baterias Paso: 4100","","Eléctricos puros","N2","4600","40.0","140.0","185.0","74.0"
