"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Porsche 911 Carrera 4S Coupé, auto.","","Gasolina","M1","2010","","","",""
"Porsche 911 Carrera 4S Coupé, man.","","Gasolina","M1","1980","","","",""
"Porsche 911 Carrera GTS Cabrio, automático","","Gasolina","M1","2040","","","",""
"Porsche 911 Carrera GTS Cabrio, manual","","Gasolina","M1","2010","","","",""
"Porsche 911 Carrera GTS Coupé, automático","","Gasolina","M1","1985","","","",""
"Porsche 911 Carrera GTS Coupé, manual","","Gasolina","M1","1955","","","",""
"Porsche 911 Carrera S Cabrio, auto.","","Gasolina","M1","2040","","","",""
"Porsche 911 Carrera S Cabrio, man.","","Gasolina","M1","2010","","","",""
"Porsche 911 Carrera S Coupé, auto.","","Gasolina","M1","1985","","","",""
"Porsche 911 Carrera S Coupé, man.","","Gasolina","M1","1955","","","",""
"Porsche 911 Carrera T Automático","","Gasolina","M1","1880","","","",""
"Porsche 911 Carrera T Automático","","Gasolina","M1","1960","","","",""
"Porsche 911 Carrera T Manual","","Gasolina","M1","1850","","","",""
"Porsche 911 Carrera T Manual","","Gasolina","M1","1930","","","",""
"Porsche 911 Dakar Coupé (2 plazas)","","Gasolina","M1","1960","","","",""
"Porsche 911 GT3 Automático","","Gasolina","M1","1782","","","",""
"Porsche 911 GT3 Manual","","Gasolina","M1","1765","","","",""
"Porsche 911 GT3 RS (AM2024.5) Coupé, 2 plazas","","Gasolina","M1","1795","","","",""
"Porsche 911 GT3 RS Coupé (2 plazas)","","Gasolina","M1","1795","","","",""
"Porsche 911 S/T Coupé, 2 plazas","","Gasolina","M1","1695","","","",""
"Porsche 911 Sport Classic Coupé (2 plazas)","","Gasolina","M1","1955","","","",""
"Porsche 911 Sport Classic Coupé (4 plazas)","","Gasolina","M1","1955","","","",""
"Porsche 911 Targa 4 Cabrio","","Gasolina","M1","2060","","","",""
"Porsche 911 Targa 4 GTS Cabrio, automático","","Gasolina","M1","2085","","","",""
"Porsche 911 Targa 4 GTS Cabrio, manual","","Gasolina","M1","2055","","","",""
"Porsche 911 Targa 4S Cabrio, automático","","Gasolina","M1","2085","","","",""
"Porsche 911 Targa 4S Cabrio, manual","","Gasolina","M1","2055","","","",""
"Porsche 911 Turbo Cabrio","","Gasolina","M1","2100","","","",""
"Porsche 911 Turbo Coupé","","Gasolina","M1","2040","","","",""
"Porsche 911 Turbo S Cabrio","","Gasolina","M1","2080","","","",""
"Porsche 911 Turbo S Coupé","","Gasolina","M1","2020","","","",""
"Porsche Cayenne Coupé, 4 plazas","","Gasolina","M1","2820","","","",""
"Porsche Cayenne Coupé, 4 plzs.","","Gasolina","M1","2820","","","",""
"Porsche Cayenne Coupé, 5 plazas","","Gasolina","M1","2820","","","",""
"Porsche Cayenne Coupé, 5 plzs.","","Gasolina","M1","2820","","","",""
"Porsche Cayenne E-Hybrid Coupé, 4 plzs.","","Híbridos de gasolina","M1","3055","27.7","130.0","79.0","25.9"
"Porsche Cayenne E-Hybrid Coupé, 5 plzs.","","Híbridos de gasolina","M1","3055","27.7","130.0","79.0","25.9"
"Porsche Cayenne E-Hybrid SUV","","Híbridos de gasolina","M1","3030","27.7","130.0","79.0","25.9"
"Porsche Cayenne S Coupé, 4 plzs.","","Gasolina","M1","2910","","","",""
"Porsche Cayenne S Coupé, 5 plzs.","","Gasolina","M1","2910","","","",""
"Porsche Cayenne S E-Hybrid (Autonom.+), 4 plazas Coupé","","Híbridos de gasolina","M1","3135","30.0","130.0","82.0","25.9"
"Porsche Cayenne S E-Hybrid (Autonom.+), 5 plazas Coupé","","Híbridos de gasolina","M1","3135","30.0","130.0","82.0","25.9"
"Porsche Cayenne S E-Hybrid 4 plazas Coupé","","Híbridos de gasolina","M1","3135","31.7","130.0","75.0","25.9"
"Porsche Cayenne S E-Hybrid SUV","","Híbridos de gasolina","M1","3135","31.7","130.0","75.0","25.9"
"Porsche Cayenne S E-Hybrid, (Autonom.+) SUV","","Híbridos de gasolina","M1","3135","30.0","130.0","82.0","25.9"
"Porsche Cayenne S E-Hybrid, 5 plazas Coupé","","Híbridos de gasolina","M1","3135","31.7","130.0","75.0","25.9"
"Porsche Cayenne S SUV","","Gasolina","M1","2930","","","",""
"Porsche Cayenne SUV","","Gasolina","M1","2830","","","",""
"Porsche Cayenne SUV (AM24) IP00","","Gasolina","M1","2835","","","",""
"Porsche Cayenne SUV (AM24) IP01","","Gasolina","M1","2835","","","",""
"Porsche Cayenne Turbo E-Hybrid (Autonom.+) SUV","","Híbridos de gasolina","M1","3215","29.1","130.0","76.0","25.9"
"Porsche Cayenne Turbo E-Hybrid SUV","","Híbridos de gasolina","M1","3215","30.4","130.0","71.0","25.9"
"Porsche Cayenne Turbo E-Hybrid, 4 plazas Coupé","","Híbridos de gasolina","M1","3195","30.4","130.0","71.0","25.9"
"Porsche Cayenne Turbo E-Hybrid, 5 plazas Coupé","","Híbridos de gasolina","M1","3195","29.1","130.0","76.0","25.9"
"Porsche Macan Automático","","Gasolina","M1","2510","","","",""
"Porsche Macan GTS Automático","","Gasolina","M1","2580","","","",""
"Porsche Macan S Automático","","Gasolina","M1","2580","","","",""
"Porsche Macan T Automático","","Gasolina","M1","2510","","","",""
"Porsche Panamera 4 Berlina","","Gasolina","M1","2460","","","",""
"Porsche Panamera 4 E-Hybrid Berlina","","Híbridos de gasolina","M1","2785","23.5","100.0","52.0",""
"Porsche Panamera 4 E-Hybrid Executive","","Híbridos de gasolina","M1","2775","23.5","100.0","52.0",""
"Porsche Panamera 4 E-Hybrid Sport Turismo","","Híbridos de gasolina","M1","2810","23.5","100.0","52.0",""
"Porsche Panamera 4 Executive","","Gasolina","M1","2505","","","",""
"Porsche Panamera 4 Sport Turismo","","Gasolina","M1","2585","","","",""
"Porsche Panamera 4, 4 plazas Berlina, AWD","","Gasolina","M1","2540","","","",""
"Porsche Panamera 4, 5 plazas Berlina, AWD","","Gasolina","M1","2540","","","",""
"Porsche Panamera 4S Berlina","","Gasolina","M1","2505","","","",""
"Porsche Panamera 4S E-Hybrid Berlina","","Híbridos de gasolina","M1","2825","23.7","100.0","45.0",""
"Porsche Panamera 4S E-Hybrid Executive","","Híbridos de gasolina","M1","2810","23.7","100.0","45.0",""
"Porsche Panamera 4S E-Hybrid Sport Turismo","","Híbridos de gasolina","M1","2760","23.7","100.0","45.0",""
"Porsche Panamera 4S Executive","","Gasolina","M1","2590","","","",""
"Porsche Panamera 4S Sport Turismo","","Gasolina","M1","2615","","","",""
"Porsche Panamera Berlina","","Gasolina","M1","2515","","","",""
"Porsche Panamera GTS Berlina","","Gasolina","M1","2665","","","",""
"Porsche Panamera GTS Sport Turismo","","Gasolina","M1","2700","","","",""
"Porsche Panamera Turbo E-Hybrid, 4 plazas  Berlina, AWD","","Híbridos de gasolina","M1","2830","27.9","140.0","81.0","25.9"
