"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER COMPACTO Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER COMPACTO Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER LARGO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER LARGO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER MEDIO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 315 CDI tT OM654 TOURER MEDIO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 FURGON EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER COMPACTO Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER COMPACTO Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER LARGO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER LARGO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER MEDIO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 317 CDI tT OM654 TOURER MEDIO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 FURGON EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 TOURER LARGO T.E.","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 TOURER MEDIO T.E. Automático","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 319 CDI tT OM654 TOURER MEDIO T.E. Manual","","Gasóleo","M1","3500","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 411 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 CHASIS CABINA LARGO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 FURGON EXTRALARGO T.E","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 FURGON MEDIO T.E.","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 MIXTO COMPACTO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 MIXTO EXTRALARGO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 MIXTO LARGO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 415 CDI tT OM654 MIXTO MEDIO T.E.","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI OM654 Bus Furgón Medio (con agujeros)","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 CHASIS CABINA LARGO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 CHASIS CABINA MEDIO","","Gasóleo","N2","4100","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 FURGON COMPACTO","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 FURGON EXTRALARGO T.E","","Gasóleo","N2","3880","","","",""
"Mercedes-Benz Sprinter Sprinter 417 CDI tT OM654 FURGON LARGO T.E.","","Gasóleo","N2","3880","","","",""
