"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volkswagen Canarias Polo Edition 1.0 TSI 70 kW (95CV) BMT SG5","","Gasolina","M1","1184","","","",""
"Volkswagen Canarias Polo Edition 1.0 TSI 85 kW (115CV) BMT DSG7","","Gasolina","M1","1220","","","",""
"Volkswagen Canarias Polo Edition 1.0 TSI 85 kW (115CV) BMT SG6","","Gasolina","M1","1195","","","",""
"Volkswagen Canarias Polo GTI 2.0 TSI 147 kW (200CV) BMT DSG6","","Gasolina","M1","1367","","","",""
"Volkswagen Canarias Polo R-Line 1.0 TSI 70 kW (95CV) BMT DSG7","","Gasolina","M1","1234","","","",""
"Volkswagen Canarias Polo R-Line 1.0 TSI 70 kW (95CV) BMT SG5","","Gasolina","M1","1202","","","",""
"Volkswagen Canarias Polo R-Line 1.0 TSI 85 kW (115CV) BMT DSG7","","Gasolina","M1","1271","","","",""
"Volkswagen Canarias Polo R-Line 1.0 TSI 85 kW (115CV) BMT SG6","","Gasolina","M1","1214","","","",""
"Volkswagen Canarias Polo Sportline 1.0 TSI 70 kW (95CV) BMT DSG7","","Gasolina","M1","1231","","","",""
"Volkswagen Canarias Polo Sportline 1.0 TSI 70 kW (95CV) BMT SG5","","Gasolina","M1","1199","","","",""
"Volkswagen Canarias Polo Sportline 1.0 TSI 85 kW (115CV) BMT DSG7","","Gasolina","M1","1233","","","",""
"Volkswagen Canarias Polo Sportline 1.0 TSI 85 kW (115CV) BMT SG6","","Gasolina","M1","1210","","","",""
"Volkswagen Canarias T-Cross Connect 1.0 TSI 70kW (95CV) 5G","","Gasolina","M1","1288","","","",""
"Volkswagen Canarias T-Cross Connect 1.0 TSI 85kW (115CV) 6G","","Gasolina","M1","1294","","","",""
"Volkswagen Canarias T-Cross Connect 1.0 TSI 85kW (115CV) DSG7","","Gasolina","M1","1316","","","",""
"Volkswagen Canarias T-Cross Connect 1.6 TDI 70kW (95CV) 5G","","Gasóleo","M1","1416","","","",""
"Volkswagen Canarias T-Cross Design 1.0 TSI 70kW (95CV) 5G","","Gasolina","M1","1301","","","",""
"Volkswagen Canarias T-Cross Design 1.0 TSI 85kW (115CV) 6G","","Gasolina","M1","1307","","","",""
"Volkswagen Canarias T-Cross Design 1.0 TSI 85kW (115CV) DSG7","","Gasolina","M1","1328","","","",""
"Volkswagen Canarias T-Cross Edition 1.0 TSI 70kW (95CV) 5G","","Gasolina","M1","1271","","","",""
"Volkswagen Canarias T-Cross Edition 1.0 TSI 85kW (115CV) 6G","","Gasolina","M1","1277","","","",""
"Volkswagen Canarias T-Cross R-Line 1.0 TSI 85kW (115CV) 6G","","Gasolina","M1","1308","","","",""
"Volkswagen Canarias T-Cross R-Line 1.0 TSI 85kW (115CV) DSG7","","Gasolina","M1","1334","","","",""
"Volkswagen Canarias T-Roc Cabrio Connect 1.5 TSI 110 kW (150CV) DSG7","","Gasolina","M1","1554","","","",""
"Volkswagen Canarias T-Roc Cabrio Edition 1.0 TSI 85 kW (115CV) 6G","","Gasolina","M1","1498","","","",""
"Volkswagen Canarias T-Roc Cabrio Edition 1.5 TSI 110 kW (150CV) 6G","","Gasolina","M1","1535","","","",""
"Volkswagen Canarias T-Roc Cabrio Edition 1.5 TSI 110 kW (150CV) DSG7","","Gasolina","M1","1551","","","",""
"Volkswagen Canarias T-Roc Cabrio R-Line 1.5 TSI 110 kW (150CV) 6G","","Gasolina","M1","1550","","","",""
"Volkswagen Canarias T-Roc Cabrio R-Line 1.5 TSI 110 kW (150CV) DSG7","","Gasolina","M1","1566","","","",""
"Volkswagen Canarias T-Roc Connect","","Gasolina","M1","1790","","","",""
"Volkswagen Canarias T-Roc Connect 1.0 TSI 85 kW (115CV) 6G","","Gasolina","M1","1338","","","",""
"Volkswagen Canarias T-Roc Connect 1.5 TSI 110 kW (150CV) 6G","","Gasolina","M1","1373","","","",""
"Volkswagen Canarias T-Roc Connect 1.5 TSI 110 kW (150CV) EVO DSG7","","Gasolina","M1","1381","","","",""
"Volkswagen Canarias T-Roc Connect 1.5 TSI 110 kW (150CV) EVO SG6","","Gasolina","M1","1365","","","",""
"Volkswagen Canarias T-Roc Design 1.0 TSI 85 kW (115CV) SG6","","Gasolina","M1","1332","","","",""
"Volkswagen Canarias T-Roc Design 1.5 TSI 110 kW (150CV) EVO 6SG","","Gasolina","M1","1368","","","",""
"Volkswagen Canarias T-Roc Design 1.5 TSI 110 kW (150CV) EVO DSG7","","Gasolina","M1","1384","","","",""
"Volkswagen Canarias T-Roc Edition 1.0 TSI 85 kW (115CV) SG6","","Gasolina","M1","1309","","","",""
"Volkswagen Canarias T-Roc IQ Drive 1.0 TSI 85 kW (115CV) SG6","","Gasolina","M1","1334","","","",""
"Volkswagen Canarias T-Roc IQ Drive 1.5 TSI 110 kW (150CV) EVO 6SG","","Gasolina","M1","1372","","","",""
"Volkswagen Canarias T-Roc IQ Drive 1.5 TSI 110 kW (150CV) EVO DSG7","","Gasolina","M1","1388","","","",""
"Volkswagen Canarias T-Roc IQ Drive 2.0 TDI 110 kW (150CV) DSG7","","Gasóleo","M1","1478","","","",""
"Volkswagen Canarias T-Roc IQ Drive 2.0 TDI 110 kW (150CV) SG6","","Gasóleo","M1","1448","","","",""
"Volkswagen Canarias T-Roc R 2.0 TSI 221 kW (300CV) DSG7 4M","","Gasolina","M1","1602","","","",""
"Volkswagen Canarias T-Roc R-Line 1.5 TSI 110 kW (150CV) EVO DSG7","","Gasolina","M1","1399","","","",""
"Volkswagen Canarias T-Roc R-Line 1.5 TSI 110 kW (150CV) EVO SG6","","Gasolina","M1","1379","","","",""
"Volkswagen Canarias T-Roc R-Line 2.0 TSI 140 kW (190CV) DSG7 4M","","Gasolina","M1","1538","","","",""
"Volkswagen Canarias T-Roc T-Roc Connect 1.0 TSI 85 kW (115CV) SG6","","Gasolina","M1","1330","","","",""
"Volkswagen Canarias Tiguan Allspace Connect 1.5 TSI 110 kW (150CV) DSG7","","Gasolina","M1","1698","","","",""
"Volkswagen Canarias Tiguan Allspace Connect 1.5 TSI 110 kW (150CV) SG6","","Gasolina","M1","1663","","","",""
"Volkswagen Canarias Tiguan Allspace Connect 2.0 TDI 110 kW (150CV) BMT DSG7","","Gasóleo","M1","1800","","","",""
"Volkswagen Canarias Tiguan Allspace Connect 2.0 TDI 110 kW (150CV) BMT SG6","","Gasóleo","M1","1793","","","",""
"Volkswagen Canarias Tiguan Allspace Connect 2.0 TSI 140 kW (190CV) DSG7","","Gasolina","M1","1836","","","",""
"Volkswagen Canarias Tiguan Allspace Edition 1.5 TSI 110 kW (150CV) DSG7","","Gasolina","M1","1676","","","",""
"Volkswagen Canarias Tiguan Allspace Edition 1.5 TSI 110 kW (150CV) SG6","","Gasolina","M1","1662","","","",""
"Volkswagen Canarias Tiguan Allspace Edition 2.0 TDI 110 kW (150CV) BMT DSG7","","Gasóleo","M1","1777","","","",""
