"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"SKODA OCTAVIA COMBI MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)","","Híbridos enchufables","M1","2058","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)","","Híbridos enchufables","M1","2090","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)","","Híbridos enchufables","M1","2119","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 ACTIVE 1.0 TSI 81 kW (110 CV) Manual 6 vel.","","Gasolina","M1","3130","","","",""
"SKODA OCTAVIA COMBI MY22 ACTIVE 2.0 TDI 85 kW (115 CV) Manual","","Gasóleo","M1","3440","","","",""
"SKODA OCTAVIA COMBI MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)","","Híbridos enchufables","M1","2058","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)","","Híbridos enchufables","M1","2090","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)","","Híbridos enchufables","M1","2119","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 AMBITION 1.0 TSI 81 kW (110 CV) DSG - mHEV","","Híbridos de gasolina","M1","3160","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 1.0 TSI 81 kW (110 CV) Manual","","Gasolina","M1","3130","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 1.5 TSI 110 kW (150 CV) DSG m-HEV","","Híbridos de gasolina","M1","3420","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 1.5 TSI 110 kW (150 CV) Manual","","Gasolina","M1","3369","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 1.5 TSI 96 kW (130 CV) DSG - G-TEC","","Gas natural","M1","3289","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 1.5 TSI 96 kW (130 CV) Manual - G-TEC","","Gas natural","M1","3265","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 2.0 TDI 110 kW (150 CV) DSG","","Gasóleo","M1","3590","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 2.0 TDI 110 kW (150 CV) Manual","","Gasóleo","M1","3560","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 2.0 TDI 85 kW (115 CV) DSG","","Gasóleo","M1","3470","","","",""
"SKODA OCTAVIA COMBI MY22 AMBITION 2.0 TDI 85 kW (115 CV) Manual","","Gasóleo","M1","3440","","","",""
"SKODA OCTAVIA COMBI MY22 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2141)","","Híbridos enchufables","M1","2141","15.1","85.0","68.0","13.0"
"SKODA OCTAVIA COMBI MY22 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2152)","","Híbridos enchufables","M1","2152","15.1","85.0","68.0","13.0"
"SKODA OCTAVIA COMBI MY22 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2163)","","Híbridos enchufables","M1","2163","15.1","85.0","68.0","13.0"
"SKODA OCTAVIA COMBI MY22 RS 2.0 TDI 147kW (200 CV) DSG","","Gasóleo","M1","3670","","","",""
"SKODA OCTAVIA COMBI MY22 RS 2.0 TSI 180 kW (245 CV) DSG","","Gasolina","M1","3640","","","",""
"SKODA OCTAVIA COMBI MY22 SCOUT 1,5 TSI 110 kW (150 CV) DSG m-HEV","","Híbridos de gasolina","M1","3451","","","",""
"SKODA OCTAVIA COMBI MY22 SCOUT 1.5 TSI 110 kW (150 CV) Manual","","Gasolina","M1","3424","","","",""
"SKODA OCTAVIA COMBI MY22 SCOUT 2.0 TDI 110kW (150 CV) DSG 4x4","","Gasóleo","M1","4197","","","",""
"SKODA OCTAVIA COMBI MY22 SCOUT 2.0 TDI 147kW (200 CV) DSG 4x4","","Gasóleo","M1","4195","","","",""
"SKODA OCTAVIA COMBI MY22 SCOUT 2.0 TSI 140kW (190 CV) DSG 4x4","","Gasolina","M1","3910","","","",""
"SKODA OCTAVIA COMBI MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)","","Híbridos enchufables","M1","2058","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)","","Híbridos enchufables","M1","2090","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)","","Híbridos enchufables","M1","2119","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 SPORT 1.5 TSI 110 kW (150 CV) DSG m-HEV","","Híbridos de gasolina","M1","3420","","","",""
"SKODA OCTAVIA COMBI MY22 SPORT 2.0 TDI 110 kW (150 CV) DSG","","Gasóleo","M1","3590","","","",""
"SKODA OCTAVIA COMBI MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)","","Híbridos enchufables","M1","2058","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)","","Híbridos enchufables","M1","2090","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)","","Híbridos enchufables","M1","2119","14.7","85.0","64.0","13.0"
"SKODA OCTAVIA COMBI MY22 STYLE 1.5 TSI 110 kW (150 CV) DSG m-HEV","","Híbridos de gasolina","M1","3420","","","",""
"SKODA OCTAVIA COMBI MY22 STYLE 1.5 TSI 110 kW (150 CV) Manual","","Gasolina","M1","3400","","","",""
"SKODA OCTAVIA COMBI MY22 STYLE 2.0 TDI 110 kW (150 CV) DSG","","Gasóleo","M1","3590","","","",""
"SKODA OCTAVIA COMBI MY22 STYLE 2.0 TDI 110 kW (150 CV) Manual","","Gasóleo","M1","3560","","","",""
"SKODA OCTAVIA COMBI MY23 AMBITION 1.0 TSI 81 kW (110 CV) DSG - Mhev (MTMA 1850)","","Gasolina","M1","1850","","","",""
"SKODA OCTAVIA COMBI MY23 AMBITION 1.0 TSI 81 kW (110 CV) DSG - mHEV (MTMA 1890)","","Gasolina","M1","1890","","","",""
"SKODA OCTAVIA COMBI MY23 AMBITION 1.0 TSI 81 kW (110 CV) Manual (MTMA 1810)","","Gasolina","M1","1810","","","",""
"SKODA OCTAVIA COMBI MY23 AMBITION 1.0 TSI 81 kW (110 CV) Manual (MTMA 1850)","","Gasolina","M1","1850","","","",""
