"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Audi Canarias Q4 Sportback e-tron 50 S line 220 kW (299 CV) quattro","","Eléctricos puros","M1","2720","18.2","220.0","481.0","82.0"
"Audi Canarias Q5 Edition 50 TFSIe 220 kW (299 CV) S tronic quattro-ultra","","Híbridos enchufables","M1","2660","20.2","105.0","62.0","17.9"
"Audi Canarias Q5 Sport 50 TFSIe 220 kW (299 CV) S tronic quattro-ultra","","Híbridos enchufables","M1","2660","20.2","105.0","62.0","17.9"
"Audi e-tron 50 quattro 230 kW Advanced MY21","","Eléctricos puros","M1","3040","224.0","230.0","314.0","71.0"
"Audi e-tron 50 quattro 230 kW MY21","","Eléctricos puros","M1","3040","224.0","230.0","339.0","71.0"
"Audi e-tron 50 quattro 230 kW S line/Black line MY21","","Eléctricos puros","M1","3040","224.0","230.0","313.0","71.0"
"Audi e-tron 55 quattro 300 kW Advanced MY21","","Eléctricos puros","M1","3170","244.0","300.0","404.0","95.0"
"Audi e-tron 55 quattro 300 kW Advanced MY22","","Eléctricos puros","M1","3140","24.2","300.0","403.0","85.0"
"Audi e-tron 55 quattro 300 kW MY21","","Eléctricos puros","M1","3170","228.0","300.0","437.0","95.0"
"Audi e-tron 55 quattro 300 kW S line MY22","","Eléctricos puros","M1","3140","24.6","300.0","394.0","85.0"
"Audi e-tron 55 quattro 300 kW S line/Black line MY21","","Eléctricos puros","M1","3170","244.0","300.0","403.0","95.0"
"Audi e-tron e-tron S quattro 370 kW S MY22","","Eléctricos puros","M1","3280","27.2","370.0","360.0","85.0"
"Audi e-tron GT 60 quattro 350 kW (476 CV) e-tron GT MY23","","Eléctricos puros","M1","2840","20.1","350.0","492.0","86.0"
"Audi e-tron GT 60 quattro 350 kW (476 CV) e-tron GT MY24","","Eléctricos puros","M1","2840","20.1","350.0","492.0","86.0"
"Audi e-tron GT 60 quattro 350 kW e-tron GT MY22","","Eléctricos puros","M1","2840","20.2","350.0","482.0","85.0"
"Audi e-tron sportback 50 quattro 230 kW Advanced MY21","","Eléctricos puros","M1","3040","216.0","230.0","321.0","71.0"
