"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Toyota COROLLA Touring Sports 1.8 Business/ Active/ Active Tech Llanta 15p y 16p (MY20)","","Híbridos de gasolina","M1","1835","","","",""
"Toyota COROLLA Touring Sports 2.0 Feel/ Advance/ Advance Luxury Llanta 18p (MY20)","","Híbridos de gasolina","M1","1955","","","",""
"Toyota COROLLA Touring Sports Feel 1.8 Llanta 17p (MY20)","","Híbridos de gasolina","M1","1835","","","",""
"Toyota GR SUPRA (MY19)","","Gasolina","M1","1815","","","",""
"Toyota GR SUPRA Jarama edition (MY21)","","Gasolina","M1","1815","","","",""
"Toyota GR SUPRA Performance (MY21)","","Gasolina","M1","1815","","","",""
"Toyota GR SUPRA Performance A/T (MY22)","","Gasolina","M1","1815","","","",""
"Toyota GR SUPRA Performance/Limited edition (MY23)","","Gasolina","M1","1795","","","",""
"Toyota GR SUPRA Performance/Performance special edition(MY22)","","Gasolina","M1","1795","","","",""
"Toyota GR SUPRA Pure (MY21)","","Gasolina","M1","1710","","","",""
"Toyota GR SUPRA Pure (MY22)","","Gasolina","M1","1710","","","",""
"Toyota GR SUPRA Pure (MY23)","","Gasolina","M1","1710","","","",""
"Toyota GR-YARIS 1.6 3P (NG20)","","Gasolina","M1","1645","","","",""
"Toyota GR86 Sport (MY22)","","Gasolina","M1","1670","","","",""
"Toyota GR86 Sport (NG22)","","Gasolina","M1","1670","","","",""
"Toyota GT86 Automático (MY19)","","Gasolina","M1","1670","","","",""
"Toyota GT86 Automático (MY20)","","Gasolina","M1","1700","","","",""
"Toyota GT86 Manual (MY19)","","Gasolina","M1","1670","","","",""
"Toyota GT86 Manual (MY20)","","Gasolina","M1","1670","","","",""
"Toyota HIGHLANDER Advance (MY23)","","Híbridos de gasolina","M1","2720","","","",""
"Toyota HIGHLANDER Advance/Luxury (MY21)","","Híbridos de gasolina","M1","2720","","","",""
"Toyota HIGHLANDER Advance/Luxury (MY22)","","Híbridos de gasolina","M1","2720","","","",""
"Toyota HIGHLANDER Advance/Luxury (MY24)","","Híbridos de gasolina","M1","2720","","","",""
"Toyota HIGHLANDER Luxury (MY23)","","Híbridos de gasolina","M1","2720","","","",""
"Toyota HILUX CD Automático Llanta 17p (MY20)","","Gasóleo","N1","3210","","","",""
"Toyota HILUX CD Automático Llanta 18p (MY20)","","Gasóleo","N1","3210","","","",""
"Toyota HILUX CD Legend Automático Llanta 18p (MY20)","","Gasóleo","N1","3210","","","",""
"Toyota HILUX CD Manual Llanta 17p (MY20)","","Gasóleo","N1","3210","","","",""
"Toyota HILUX CD Manual Llanta 18p (MY20)","","Gasóleo","N1","3210","","","",""
"Toyota HILUX CE Gx chasis manual (MY23)","","Gasóleo","N1","3150","","","",""
"Toyota HILUX CE GX Chasis manual Llanta 17p (MY21)","","Gasóleo","N1","3150","","","",""
"Toyota HILUX CE GX Chasis manual Llanta 17p (RC21)","","Gasóleo","N1","3150","","","",""
"Toyota HILUX CE Gx manual (MY23)","","Gasóleo","N1","3150","","","",""
"Toyota HILUX CE GX Manual Llanta 17p (MY21)","","Gasóleo","N1","3150","","","",""
"Toyota HILUX CE GX Manual Llanta 17p (RC21)","","Gasóleo","N1","3150","","","",""
"Toyota HILUX CE Manual Llanta 17p (MY20)","","Gasóleo","N1","3150","","","",""
