"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Kia CEED (MY23) 1.5 MHEV Tech DCT","","Híbridos de gasolina","M1","1860","","","",""
"Kia CEED (MY23) 1.6 MHEV GT-LINE DCT 136 cv","","Híbridos de gasóleo","M1","1920","","","",""
"Kia CEED (MY23) 1.6 MHEV GT-LINE DCT 136 cv (Pack Premium)","","Híbridos de gasóleo","M1","1920","","","",""
"Kia CEED (MY23) 1.6 MHEV IMT Concept 136 cv","","Híbridos de gasóleo","M1","1890","","","",""
"Kia CEED (MY23) 1.6 MHEV IMT Drive 136 cv","","Híbridos de gasóleo","M1","1890","","","",""
"Kia CEED (MY23) 1.6 MHEV IMT GT-LINE 136 cv","","Híbridos de gasóleo","M1","1890","","","",""
"Kia CEED (MY23) 1.6 MHEV IMT GT-LINE 136 cv (Pack Premium)","","Híbridos de gasóleo","M1","1890","","","",""
"Kia CEED (MY23) 1.6 MHEV IMT Stile Edition 136 cv","","Híbridos de gasóleo","M1","1890","","","",""
"Kia CEED (MY23) 1.6 MHEV IMT Tech 136 cv","","Híbridos de gasóleo","M1","1890","","","",""
"Kia CEED (MY23) 1.6 MHEV Stile Edition DCT 136 cv","","Híbridos de gasóleo","M1","1920","","","",""
"Kia CEED (MY23) 1.6 MHEV Tech DCT 136 cv","","Híbridos de gasóleo","M1","1920","","","",""
"Kia CEED (MY23) 1.6 T-GDI GT DCT","","Gasolina","M1","1870","","","",""
"Kia CEED (MY23) 1.6 T-GDI GT DCT (Pack Premium GT)","","Gasolina","M1","1870","","","",""
"Kia CEED 1.0 T-GDi 100CV Concept Eco-Dynamics","","Gasolina","M1","1800","","","",""
"Kia CEED 1.0 T-GDi 100CV Drive Eco-Dynamics","","Gasolina","M1","1800","","","",""
"Kia CEED 1.0 T-GDi 100CV Tech Eco-Dynamics","","Gasolina","M1","1800","","","",""
"Kia CEED 1.0 T-GDi 120CV Concept Eco-Dynamics","","Gasolina","M1","1800","","","",""
"Kia CEED 1.0 T-GDi 120CV Drive Eco-Dynamics","","Gasolina","M1","1800","","","",""
"Kia CEED 1.0 T-GDi 120CV GT Line Eco-Dynamics","","Gasolina","M1","1800","","","",""
"Kia CEED 1.0 T-GDi 120CV Tech Eco-Dynamics","","Gasolina","M1","1800","","","",""
"Kia CEED 1.0 T-GDi Business 120CV - Navegador Eco-Dynamics","","Gasolina","M1","1800","","","",""
"Kia CEED 1.4 T-GDi 140CV Drive Eco-Dynamics","","Gasolina","M1","1820","","","",""
"Kia CEED 1.4 T-GDi 140CV GT Line DCT Eco-Dynamics","","Gasolina","M1","1850","","","",""
"Kia CEED 1.4 T-GDi 140CV GT Line Eco-Dynamics","","Gasolina","M1","1820","","","",""
"Kia CEED 1.4 T-GDi 140CV Tech DCT Eco-Dynamics","","Gasolina","M1","1850","","","",""
"Kia CEED 1.4 T-GDi 140CV Tech Eco-Dynamics","","Gasolina","M1","1820","","","",""
