"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"BMW Serie 4 430i Gran Coupé (61AV) Auto. 07/2021","","Gasolina","M1","1720","","","",""
"BMW Serie 4 430i Gran Coupé Auto.11/2019","","Gasolina","M1","2115","","","",""
"BMW Serie 4 430i xDrive cabrio (41AT) Auto. 11/2021","","Gasolina","M1","1840","","","",""
"BMW Serie 4 430i xDrive Cabrio Auto.11/2019","","Gasolina","M1","2255","","","",""
"BMW Serie 4 430i xDrive Coupé (71AP) Auto. 07/2021","","Gasolina","M1","1680","","","",""
"BMW Serie 4 430i xDrive Coupé Auto.11/2019","","Gasolina","M1","2095","","","",""
"BMW Serie 4 430i xDrive Gran Coupé Auto.11/2019","","Gasolina","M1","2175","","","",""
"BMW Serie 4 435d xDrive Cabrio Auto.11/2019","","Gasóleo","M1","2350","","","",""
"BMW Serie 4 435d xDrive Coupé Auto.11/2019","","Gasóleo","M1","2190","","","",""
"BMW Serie 4 435d xDrive Gran Coupé Auto.11/2019","","Gasóleo","M1","2275","","","",""
"BMW Serie 4 440i Cabrio Auto.11/2019","","Gasolina","M1","2230","","","",""
"BMW Serie 4 440i Coupé Auto.11/2019","","Gasolina","M1","2075","","","",""
"BMW Serie 4 440i Gran Coupé Auto.11/2019","","Gasolina","M1","2175","","","",""
"BMW Serie 4 440i xDrive Cabrio Auto.11/2019","","Gasolina","M1","2300","","","",""
"BMW Serie 4 440i xDrive Coupé Auto.11/2019","","Gasolina","M1","2145","","","",""
"BMW Serie 4 440i xDrive Gran Coupé Auto.11/2019","","Gasolina","M1","2245","","","",""
"BMW Serie 4 Gran Coupe 420i Gran Coupé (4H31)Auto.01/2021","","Gasolina","M1","2100","","","","90.0"
"BMW Serie 4 Gran Coupe 420i Gran Coupé (4H31)Man.01/2021","","Gasolina","M1","2080","","","","90.0"
"BMW Serie 4 Gran Coupe 430i Gran Coupé (4H71)Auto.01/2021","","Gasolina","M1","2115","","","","90.0"
"BMW Serie 4 Gran Coupe 430i xDrive Gran Coupé (4H91)Auto.01/2021","","Gasolina","M1","2175","","","","90.0"
"BMW Serie 4 Gran Coupe 440i Gran Coupé (4J51)Auto.01/2021","","Gasolina","M1","2175","","","","90.0"
"BMW Serie 4 Gran Coupe 440i xDrive Gran Coupé (4J71)Auto.01/2021","","Gasolina","M1","2245","","","","90.0"
"BMW Serie 4 M440d xDrive (51AS) Auto. 03/2021","","Gasóleo","M1","1905","","","",""
"BMW Serie 4 M440d xDrive cabrio (31AU) Auto. 11/2021","","Híbridos de gasóleo","M1","2055","","","",""
"BMW Serie 4 M440i cabrio (51AT) Auto. 11/2021","","Híbridos de gasolina","M1","1925","","","",""
"BMW Serie 4 M440I Coupé (81AP) Auto.07/2021","","Gasolina","M1","1770","","8.0","",""
"BMW Serie 4 M440i xDrive (11AR)Auto.01/2021","","Gasolina","M1","2245","","8.0","","80.0"
"BMW Serie 4 M440i xDrive (61AT)Auto.01/2021","","Gasolina","M1","2390","","8.0","","80.0"
"BMW Serie 4 M440i xDrive Coupé (11AR) Auto.07/2020","","Gasolina","M1","2245","","","",""
"BMW Serie 4 M440i xDrive Gran Coupé (11AW) Auto. 07/2021","","Gasolina","M1","1900","","8.0","",""
"BMW Serie 5 520d Berlina (31BL) Auto.07/2020","","Gasóleo","M1","2345","","","",""
"BMW Serie 5 520d Berlina (31BL)Auto.01/2021","","Gasóleo","M1","2345","","8.0","","90.0"
"BMW Serie 5 520d Berlina Auto.11/2019","","Gasóleo","M1","2270","","","",""
"BMW Serie 5 520d Touring (31BN) Auto.07/2020","","Gasóleo","M1","2405","","","",""
"BMW Serie 5 520d Touring (31BN)Auto.01/2021","","Gasóleo","M1","2470","","8.0","","90.0"
"BMW Serie 5 520d Touring Auto.11/2019","","Gasóleo","M1","2405","","","",""
