"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Audi Q7 45 TDI quattro 170 kW (231 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","3015","","8.4","",""
"Audi Q7 45 TDI quattro 170 kW (231 CV) tiptronic MY19","","Gasóleo","M1","2815","","","",""
"Audi Q7 50 TDI quattro 210 kW (286 CV) Tiptonic 8 vel. Básico MY23","","Gasóleo","M1","2830","","","",""
"Audi Q7 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. MY21","","Híbridos de gasóleo","M1","3000","","8.4","",""
"Audi Q7 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. S Line/Black Line MY21","","Híbridos de gasóleo","M1","3000","","8.4","",""
"Audi Q7 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. S Line/Black Line MY21","","Híbridos de gasóleo","M1","3015","","8.4","",""
"Audi Q7 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. S line+Plus/Blackline+Plus MY22","","Gasóleo","M1","3015","","","",""
"Audi Q7 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. S line+Plus/Blackline+Plus MY23","","Gasóleo","M1","2830","","","",""
"Audi Q7 50 TDI quattro 210 kW (286 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","3015","","8.4","",""
"Audi Q7 50 TDI quattro 210 kW (286 CV) tiptronic MY19","","Gasóleo","M1","2815","","","",""
"Audi Q7 55 TFSI e quattro 280 kW (381 CV) tiptronic 8 vel. MY21","","Híbridos enchufables","M1","3025","236.0","100.0","47.0","17.3"
"Audi Q7 55 TFSI e quattro 280 kW (381 CV) tiptronic 8 vel. S line/Black line MY21","","Híbridos enchufables","M1","3035","239.0","100.0","46.0","17.3"
"Audi Q7 55 TFSIe quattro 280 kW (381 CV)* tiptronic 8 vel. Básico MY22","","Híbridos enchufables","M1","3025","23.5","100.0","47.0","14.3"
"Audi Q7 55 TFSIe quattro 280 kW (381 CV)* tiptronic 8 vel. Básico MY23","","Híbridos enchufables","M1","3025","23.6","105.0","54.0","17.9"
"Audi Q7 55 TFSIe quattro 280 kW (381 CV)* tiptronic 8 vel. S line+ plus/Black line + Plus MY23","","Híbridos enchufables","M1","3035","23.6","105.0","54.0","17.9"
"Audi Q7 55 TFSIe quattro 280 kW (381 CV)* tiptronic 8 vel. Sline+plus/Blackline+Plus MY22","","Híbridos enchufables","M1","3035","23.6","100.0","47.0","14.3"
"Audi Q7 60 TFSI e quattro 335 kW (456 CV) tiptronic 8 vel. Competition MY21","","Híbridos enchufables","M1","3145","244.0","94.0","42.0","17.3"
"Audi Q7 60 TFSI e quattro 335 kW (456 CV) tiptronic MY 20","","Híbridos enchufables","M1","3145","243.0","94.0","42.0",""
"Audi Q7 60 TFSI e quattro 340 kW (462 CV) tiptronic 8 vel. S line MY21","","Híbridos enchufables","M1","3035","239.0","100.0","46.0","17.3"
"Audi Q7 60 TFSIe quattro 340 kW (462 CV) Tiptonic 8 vel. S line + Plus/ Black line Plus MY23","","Híbridos enchufables","M1","3035","23.4","105.0","55.0","17.9"
"Audi Q7 SQ7 TDI quattro 257 kW (349 CV) tiptronic 8 vel. S MY21","","Gasóleo","M1","3155","","","",""
"Audi Q7 SQ7 TFSI quattro 373 kW (507 CV) Tiptonic 8 vel. SQ7/SQ7 Plus MY23","","Gasolina","M1","2925","","","",""
"Audi Q7 SQ7 TFSI quattro 373 kW 507 CV) tiptronic 8 vel. S MY21","","Gasolina","M1","2925","","","",""
"Audi Q8 45 TDI quattro 170 kW (231 CV) tiptronic 8 vel. Básico/Sline+Plus/Blackline+plus MY22","","Gasóleo","M1","2900","","","",""
"Audi Q8 45 TDI quattro 170 kW (231 CV) tiptronic 8 vel. Básico/Sline+Plus/Blackline+plus MY23","","Gasóleo","M1","2890","","","",""
"Audi Q8 45 TDI quattro 170 kW (231 CV) tiptronic 8 vel. MY21","","Híbridos de gasóleo","M1","2900","","8.4","",""
"Audi Q8 45 TDI quattro 170 kW (231 CV) tiptronic 8 vel. MY21","","Híbridos de gasóleo","M1","2890","","8.4","",""
"Audi Q8 45 TDI quattro 170 kW (231 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2900","","8.4","",""
"Audi Q8 45 TDI quattro 170 kW (231 CV) tiptronic MY19","","Gasóleo","M1","2890","","","",""
"Audi Q8 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. Básico/Sline+Plus/Blackline+Plus MY22","","Gasóleo","M1","2900","","","",""
"Audi Q8 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. Básico/Sline+Plus/Blackline+Plus MY23","","Gasóleo","M1","2890","","","",""
"Audi Q8 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. MY21","","Híbridos de gasóleo","M1","2900","","8.4","",""
"Audi Q8 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. MY21","","Híbridos de gasóleo","M1","2900","","8.4","",""
"Audi Q8 50 TDI quattro 210 kW (286 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2900","","8.4","",""
"Audi Q8 50 TDI quattro 210 kW (286 CV) tiptronic MY19","","Gasóleo","M1","2890","","","",""
"Audi Q8 55 TFSI quattro 250 kW (340 CV) tiptronic 8 vel. Básico/Sline+Plus/Blackline+Plus MY23","","Gasolina","M1","2820","","","",""
"Audi Q8 55 TFSI quattro 250 kW (340 CV) tiptronic 8 vel. MY21","","Híbridos de gasolina","M1","2830","","8.4","",""
"Audi Q8 55 TFSI quattro 250 kW (340 CV) tiptronic MY 20","","Híbridos de gasolina","M1","2830","","8.4","",""
"Audi Q8 55 TFSI quattro 250 kW (340 CV) tiptronic MY19","","Gasolina","M1","2820","","","",""
"Audi Q8 55 TFSIe quattro 280 kW (381 CV) tiptronic 8 vel. Básico+ S line plus/Black line Plus MY23","","Híbridos enchufables","M1","3045","24.0","105.0","52.0","17.9"
"Audi Q8 55 TFSIe quattro 280 kW (381 CV)* tiptronic 8 vel. Básico/Sline+Plus/Blackline+Plus MY22","","Híbridos enchufables","M1","3055","24.0","100.0","45.0","14.4"
"Audi Q8 60 TFSIe quattro 340 kW (462 CV) tiptronic 8 vel. S line Plus/Black line Plus MY23","","Híbridos enchufables","M1","3055","24.0","105.0","52.0","17.9"
"Audi Q8 60 TFSIe quattro 340 kW (462 CV)* tiptronic 8 vel. Sline+Plus/BlacklinePlus MY22","","Híbridos enchufables","M1","3055","24.5","100.0","45.0","14.4"
"Audi Q8 e-tron 50 quattro 250 kW Advanced/ S line MY23","","Eléctricos puros","M1","3170","20.5","250.0","483.0","89.0"
"Audi Q8 e-tron 50 quattro 250 kW Advanced/ S line MY24","","Eléctricos puros","M1","3170","20.5","250.0","487.0","89.0"
"Audi Q8 e-tron 55 quattro 300 kW Advanced/ S line MY23","","Eléctricos puros","M1","3180","21.0","300.0","571.0","106.0"
"Audi Q8 e-tron 55 quattro 300 kW Advanced/ S line MY24","","Eléctricos puros","M1","3180","21.0","300.0","576.0","106.0"
"Audi Q8 e-tron Sportback 50 quattro 250 kW Advanced/ S line MY23","","Eléctricos puros","M1","3180","19.9","250.0","497.0","89.0"
"Audi Q8 e-tron Sportback 50 quattro 250 kW Advanced/ S line MY24","","Eléctricos puros","M1","3180","19.9","250.0","497.0","89.0"
"Audi Q8 e-tron Sportback 55 quattro 300 kW Advanced/ S line MY23","","Eléctricos puros","M1","3180","20.3","300.0","591.0","106.0"
"Audi Q8 e-tron Sportback 55 quattro 300 kW Advanced/ S line MY24","","Eléctricos puros","M1","3180","20.3","300.0","591.0","106.0"
"Audi Q8 RS Q8 TFSI quattro 441 kW (600 CV) tiptronic 8 vel. RS MY21","","Híbridos de gasolina","M1","3015","","8.4","",""
"Audi Q8 RS Q8 TFSI quattro 441 kW (600 CV) tiptronic 8 vel. RS MY22","","Gasolina","M1","3015","","","",""
"Audi Q8 RS Q8 TFSI quattro 441 kW (600 CV) tiptronic 8 vel. RS MY23","","Gasolina","M1","3015","","","",""
"Audi Q8 SQ8 TDI quattro 320 kW (435 CV) tiptronic 8 vel. S MY21","","Híbridos de gasóleo","M1","3100","","8.4","",""
"Audi Q8 SQ8 TFSI quattro 373 kW (507 CV) tiptronic 8 vel. S MY23","","Gasolina","M1","2960","","","",""
"Audi R8 COUPÉ V10 FSI performance quattro 456 kW (620 CV) S tronic 7 vel. RS MY21","","Gasolina","M1","1915","","","",""
"Audi R8 COUPÉ V10 FSI RWD 397 kW (540 CV) S tronic 7 vel. RS MY21","","Gasolina","M1","1895","","","",""
"Audi R8 COUPÉ V10 performance quattro 456 kW (620 CV) S tronic MY 20","","Gasolina","M1","1915","","","",""
"Audi R8 COUPÉ V10 performance quattro 456 kW (620CV) S tronic MY19","","Gasolina","M1","1915","","","",""
"Audi R8 SPYDER V10 performance quattro 456 kW (620 CV) S tronic MY 20","","Gasolina","M1","2015","","","",""
"Audi R8 SPYDER V10 performance quattro 456 kW (620CV) S tronic MY19","","Gasolina","M1","2015","","","",""
"Audi RS 3 Limousine 294 kW (400CV) S tronic MY 20","","Gasolina","M1","2060","","","",""
"Audi RS 3 SPORTBACK 294 kW (400CV) S tronic MY 20","","Gasolina","M1","2065","","","",""
"Audi RS 4 AVANT 331 kW (450 CV) tiptronic MY 20","","Gasolina","M1","2350","","","",""
"Audi RS 5 COUPÉ 331 kW (450 CV) tiptronic MY 20","","Gasolina","M1","2210","","","",""
"Audi RS 5 Sportback 331 kW (450 CV) tiptronic MY 20","","Gasolina","M1","2320","","","",""
"Audi RS 6 AVANT 441 kW (600 CV) tiptronic MY 20","","Híbridos de gasolina","M1","2740","","8.4","",""
"Audi RS 7 SPORTBACK 441 kW (600 CV) tiptronic MY 20","","Híbridos de gasolina","M1","2735","","8.4","",""
"Audi RS e-tron GT RS e-tron GT 440 kW (598 CV) RS MY23","","Eléctricos puros","M1","2860","20.3","440.0","486.0","86.0"
"Audi RS e-tron GT RS e-tron GT 440 kW (598 CV) RS MY24","","Eléctricos puros","M1","2860","20.3","440.0","495.0","86.0"
"Audi RS e-tron GT RS e-tron GT 440 KW RS e-tron GT MY22","","Eléctricos puros","M1","2860","20.8","440.0","468.0","85.0"
"Audi RS Q3 294 kW (400 CV) S tronic MY 20","","Gasolina","M1","2250","","","",""
"Audi RS Q3 Sportback 294 kW (400 CV) S tronic MY 20","","Gasolina","M1","2250","","","",""
"Audi RS Q8 441 kW (600 CV) tiptronic MY 20","","Híbridos de gasolina","M1","3015","","8.4","",""
"Audi RS3 Sedan 294 kW (400CV) S tronic MY19","","Gasolina","M1","2005","","","",""
"Audi RS3 Sportback 294 kW (400CV) S tronic MY19","","Gasolina","M1","2010","","","",""
"Audi RS5 Coupe 331 kW (450CV) tiptronic MY19","","Gasolina","M1","2155","","","",""
"Audi RS5 Sportback 331 kW (450CV) tiptronic MY19","","Gasolina","M1","2320","","","",""
"Audi S3 Cabrio TFSI 221 kW (300 CV) S tronic MY 20","","Gasolina","M1","2110","","","",""
"Audi S3 LIMOUSINE TFSI 221 kW (300CV) Stronic MY 20","","Gasolina","M1","2045","","","",""
"Audi S3 Sedan TFSI 221 kW (300CV) Stronic MY19","","Gasolina","M1","2045","","","",""
"Audi S3 SPORTBACK TFSI 221 kW (300CV) Stronic MY 20","","Gasolina","M1","2045","","","",""
"Audi S3 SPORTBACK TFSI 221 kW (300CV) Stronic MY19","","Gasolina","M1","2045","","","",""
"Audi S4 AVANT TDI 255 kW (347 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2375","","8.4","",""
"Audi S5 COUPÉ TDI 255 kW (347 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2270","","8.4","",""
"Audi S5 SPORTBACK TDI 255 kW (347 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2380","","8.4","",""
"Audi S6 AVANT TDI quattro 257 kW (349 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2655","","8.4","",""
"Audi S6 LIMOUSINE TDI quattro 257 kW (349 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2590","","8.4","",""
"Audi S7 SPORTBACK TDI 257 kW (349 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2635","","8.4","",""
"Audi S8 TFSI quattro 420 kW (571 CV) tiptronic MY 20","","Híbridos de gasolina","M1","2835","","8.4","",""
"Audi SQ2 TFSI 221 kW (300 CV) S tronic MY 20","","Gasolina","M1","2065","","","",""
"Audi SQ2 TFSI 221 kW (300 CV) S tronic MY19","","Gasolina","M1","2065","","","",""
"Audi SQ5 TDI 255 kW (347 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","2625","","8.4","",""
"Audi SQ7 TDI 320 kW (435 CV) tiptronic MY 20","","Gasóleo","M1","3155","","","",""
"Audi SQ8 TDI 320 kW (435 CV) tiptronic MY 20","","Híbridos de gasóleo","M1","3100","","8.4","",""
"Audi TT COUPÉ 40 TFSI 145 kW (197 CV) S tronic 7 vel MY21","","Gasolina","M1","1705","","","",""
"Audi TT COUPÉ 40 TFSI 145 kW (197 CV) S tronic 7 vel. Tourist Trophy MY23","","Gasolina","M1","1705","","","",""
