"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volkswagen Canarias Touran Connect 1.5 TSI 110 kW (150CV) BMT EVO 6SG","","Gasolina","M1","1592","","","",""
"Volkswagen Canarias Touran Connect 1.5 TSI 110 kW (150CV) BMT EVO DSG7","","Gasolina","M1","1606","","","",""
"Volkswagen Canarias Touran Connect 1.6 TDI 85 kW (115CV) BMT 6SG","","Gasóleo","M1","1676","","","",""
"Volkswagen Canarias Touran Connect 2.0 TDI 110kW (150CV) BMT 6SG","","Gasóleo","M1","1678","","","",""
"Volkswagen Canarias Touran Connect 2.0 TDI 110kW (150CV) BMT DSG7","","Gasóleo","M1","1733","","","",""
"Volkswagen Canarias Touran Connect 2.0 TDI 85kW (115CV) BMT 6SG","","Gasóleo","M1","1668","","85.0","",""
"Volkswagen Canarias Touran Connect 2.0 TDI 85kW (115CV) BMT DSG7","","Gasóleo","M1","1705","","","",""
"Volkswagen Canarias Touran Highline 1.5 TSI 110 kW (150CV) BMT EVO 6SG","","Gasolina","M1","1609","","","",""
"Volkswagen Canarias Touran Highline 1.5 TSI 110 kW (150CV) BMT EVO DSG7","","Gasolina","M1","1622","","","",""
"Volkswagen Canarias Touran Highline 2.0 TDI 110 kW (150CV) BMT 6SG","","Gasóleo","M1","1702","","","",""
"Volkswagen Canarias Touran Highline 2.0 TDI 110 kW (150CV) BMT DSG7","","Gasóleo","M1","1749","","","",""
"Volkswagen Turismos Arteon MY22 Arteon 1.5 TSI 110 kW (150 CV)  6 vel.","","Gasolina","M1","2160","","","",""
"Volkswagen Turismos Arteon MY22 Arteon 2.0 TDI 110 kW (150 CV)  6 vel.","","Gasóleo","M1","2160","","","",""
"Volkswagen Turismos Arteon MY22 Arteon eHybrid Elegance 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.","","Híbridos enchufables","M1","2160","14.6","85.0","57.0","13.0"
"Volkswagen Turismos Arteon MY22 Arteon eHybrid R-Line 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.","","Híbridos enchufables","M1","2160","14.6","85.0","57.0","13.0"
"Volkswagen Turismos Arteon MY22 Arteon Elegance 1.5 TSI 110 kW (150 CV)  6 vel.","","Gasolina","M1","2160","","","",""
"Volkswagen Turismos Arteon MY22 Arteon Elegance 2.0 TDI 110 kW (150 CV)  6 vel.","","Gasóleo","M1","2160","","","",""
"Volkswagen Turismos Arteon MY22 Arteon Elegance 2.0 TDI 110 kW (150 CV)  Automatico DSG 7 vel.","","Gasóleo","M1","2160","","","",""
"Volkswagen Turismos Arteon MY22 Arteon Elegance 2.0 TDI 147 kW (200 CV)  Automatico DSG 7 vel.","","Gasóleo","M1","2160","","","",""
