"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Audi Q3 Sportback 40 TFSI quattro 140 kW (190 CV) S tronic 7 vel. S line/Black line MY22","","Gasolina","M1","2190","","","",""
"Audi Q3 Sportback 40 TFSI quattro 140 kW (190 CV) S tronic 7 vel. S line/Black line MY23","","Gasolina","M1","2190","","","",""
"Audi Q3 Sportback 45 TFSI e 180 kW (245 CV) S tronic 6 vel. Advanced MY23","","Híbridos enchufables","M1","2320","17.0","86.0","48.0","10.4"
"Audi Q3 Sportback 45 TFSI e 180 kW (245 CV) S tronic 6 vel. Advanced MY24","","Híbridos enchufables","M1","2320","16.9","85.0","50.0","13.0"
"Audi Q3 Sportback 45 TFSI e 180 kW (245 CV) S tronic 6 vel. Básico/ Advanced MY22","","Híbridos enchufables","M1","2320","16.3","86.0","50.0","10.4"
"Audi Q3 Sportback 45 TFSI e 180 kW (245 CV) S tronic 6 vel. S line/Black line MY22","","Híbridos enchufables","M1","2320","17.1","86.0","46.0","10.4"
"Audi Q3 Sportback 45 TFSI e 180 kW (245 CV) S tronic 6 vel. S line/Black line MY23","","Híbridos enchufables","M1","2320","17.0","86.0","46.0","10.4"
"Audi Q3 Sportback 45 TFSI e 180 kW (245 CV) S tronic 6 vel. S line/Black line MY24","","Híbridos enchufables","M1","2320","17.5","85.0","46.0","13.0"
"Audi Q3 Sportback 45 TFSI e 180KW (245CV) S tronic S line/Launch edition MY21","","Híbridos enchufables","M1","2320","172.0","86.0","46.0","13.0"
"Audi Q3 Sportback 45 TFSI quattro 169 kW (230 CV) S tronic 7 vel. Advanced MY21","","Gasolina","M1","2200","","","",""
"Audi Q3 Sportback 45 TFSI quattro 169 kW (230 CV) S tronic 7 vel. S Line/Black Line MY21","","Gasolina","M1","2200","","","",""
"Audi Q3 Sportback 45 TFSI quattro 169 kW (230 CV) S tronic MY 20","","Gasolina","M1","2210","","","",""
"Audi Q3 Sportback 45 TFSI quattro 180 kW (245 CV) S tronic 7 vel. S line/Black line MY23","","Gasolina","M1","2195","","","",""
"Audi Q3 Sportback RS Q3 2.5 TFSI quattro 295 kW (400 CV) S tronic 7 vel. RS MY22","","Gasolina","M1","2250","","","",""
"Audi Q3 Sportback RS Q3 2.5 TFSI quattro 295 kW (400 CV) S tronic 7 vel. RS MY23","","Gasolina","M1","2250","","","",""
"Audi Q3 Sportback RS Q3 TFSI quattro294 kW (400 CV) S tronic 7 vel. RS MY21","","Gasolina","M1","2250","","","",""
"Audi Q4 35 e-tron MY22 Básico/Advanced/S Line/Black Line","","Eléctricos puros","M1","2475","17.4","125.0","335.0","51.5"
"Audi Q4 40 e-tron MY22 Básico/Advanced/S Line/Black Line","","Eléctricos puros","M1","2640","17.9","150.0","503.0","76.6"
"Audi Q4 50 e-tron MY22 Advanced/S Line/Black Line","","Eléctricos puros","M1","2720","19.3","220.0","456.0","76.6"
"Audi Q4 e-tron 35 125 KW Advanced/ S line/Black line MY22","","Eléctricos puros","M1","2475","17.4","125.0","335.0","51.5"
"Audi Q4 e-tron 40 150 KW (204 CV) Advanced/ S line/Black line MY24","","Eléctricos puros","M1","2640","17.0","150.0","525.0","76.6"
"Audi Q4 e-tron 40 150 KW Advanced/ S line/Black line MY22","","Eléctricos puros","M1","2640","17.7","150.0","510.0","76.6"
"Audi Q4 e-tron 40 150 KW Advanced/ S line/Black line MY23","","Eléctricos puros","M1","2640","17.7","150.0","519.0","76.6"
"Audi Q4 e-tron 45 210 KW (282CV) Advanced MY24","","Eléctricos puros","M1","2660","16.6","210.0","533.0","77.0"
