"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Renault Megane Sport Tourer MK4 Tce GPF 74kW (100CV) (semi: EA1 N8M6T RTOL15)","","Gasolina","M1","1881","","","",""
"Renault Megane Sport Tourer MK4 Tce GPF 85 kW (115 cv) - 18 (Semi: EA1 N9M6T con llanta 15)","","Gasolina","M1","1881","","","",""
"Renault Megane Sport Tourer MK4 Tce GPF 85 kW (115 cv) - 18 (Semi: LT2 N9M6T con llanta 16 y Semi: BX2 N9M6T con llanta 16)","","Gasolina","M1","1881","","","",""
"Renault Megane Sport Tourer MK4 Tce GPF 85 kW (115 cv)(semi: EA1L N9M6T RTOL15)","","Gasolina","M1","1881","","","",""
"Renault Nuevo Arkana (JL1 2) E-TECH full hybrid 105 kW (145CV) (semi: N2 MUH6W HY5, N3 MUH6W HY5, NL MUH6W HY5)","","Híbridos de gasolina","M1","1876","","","","10.0"
"Renault Nuevo Arkana (JL1 2) TCe 103 kW (140CV) EDC mild hybrid (semi: N2 N0A6W HS, N3 N0A6W HS)","","Híbridos de gasolina","M1","1876","","","",""
"Renault Nuevo Arkana (JL1 2) TCe 116 kW (160CV) EDC mild hybrid (semi: NL N1A6W HS)","","Híbridos de gasolina","M1","1876","","3.6","",""
"Renault Nuevo Arkana (JL1) TCe 103 kW (140CV) EDC Micro Híbrido (semi: E2 N0A6U HS, E3 N0A6UH S, ESL N0A6U HS)","","Híbridos de gasolina","M1","1876","","","",""
"Renault Nuevo Captur CP1 dCi 70 kW (95CV) (SemiI: ITAAFH6 6TH RALU18)","","Gasóleo","M1","1843","","","",""
"Renault Nuevo Captur CP1 dCi 70 kW (95CV) (SemiI: ZEAAFH6 6TH, ITAAFH6 6TH)","","Gasóleo","M1","1843","","","",""
"Renault Nuevo Captur CP1 dCi 85 kW (115CV) (Semi: ITAADH6 6TH RALU18)","","Gasóleo","M1","1850","","","",""
"Renault Nuevo Captur CP1 dCi 85 kW (115CV) (Semi: ZEAADH6 6TH, ITAADH6 6TH)","","Gasóleo","M1","1850","","","",""
"Renault Nuevo Captur CP1 dCi 85 kW (115CV) EDC (Semi: ITAADHA 6TH","","Gasóleo","M1","1877","","","",""
"Renault Nuevo Captur CP1 dCi 85 kW (115CV) EDC (Semi: ITAADHA 6TH RALU18","","Gasóleo","M1","1877","","","",""
"Renault Nuevo Captur CP1 E-TECH full hybrid 105 kW (145CV) (semi: E2MMUHH 6UYB E3MMUHH 6UYB RLMMUHH 6UYB IPMMUHH 6UYB)","","Híbridos de gasolina","M1","1896","","36.0","",""
"Renault Nuevo Captur CP1 E-TECH full hybrid 105 kW (145CV) (semi: VVMMUHH 6UYB)","","Híbridos de gasolina","M1","1896","","36.0","",""
"Renault Nuevo Captur CP1 E-TECH full hybrid 105 kW (145CV)(semi: BLWMUHH 6UYB, E3WMUHH 6UYB, ETWMUHH 6UYB, V3WMUHH 6UYB)","","Híbridos de gasolina","M1","1896","","36.0","",""
