"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Opel Grandland PHEV (MY23.0) Gse 1.6 Turbo AT8 4x4 300 cv","","Híbridos enchufables","M1","2370","17.7","67.0","64.0","13.0"
"Opel Grandland X (MY19.0) DESIGN LINE 120 ANIVERSARIO 1,2 Turbo S/S MT6 130 cv (MY19.0)","","Gasolina","M1","1910","","","",""
"Opel Grandland X (MY19.0) DESIGN LINE 120 ANIVERSARIO 1,5 CDTi S/S MT6 130 cv (MY19.0)","","Gasóleo","M1","2000","","","",""
"Opel Grandland X (MY19.0) DESIGN LINE 120 ANIVERSARIO 1.2 Turbo S/S AT8 130 cv (MY19.0)","","Gasolina","M1","2000","","","",""
"Opel Grandland X (MY19.0) DESIGN LINE 120 ANIVERSARIO 1.5 CDTi S/S AT8 130 cv (MY19.0)","","Gasóleo","M1","2000","","","",""
"Opel Grandland X (MY19.0) SELECTIVE 1,2 Turbo S/S MT6 130 cv (MY19.0)","","Gasolina","M1","1910","","","",""
"Opel Grandland X (MY19.0) SELECTIVE 1,5 CDTi S/S MT6 130 cv (MY19.0)","","Gasóleo","M1","2000","","","",""
"Opel Grandland X (MY19.0) SELECTIVE PRO 1,5 CDTi S/S MT6 130 cv (MY19.0)","","Gasóleo","M1","2000","","","",""
"Opel Grandland X (MY19.0) ULTIMATE 1,2 Turbo S/S MT6 130 cv (MY19.0)","","Gasolina","M1","1910","","","",""
"Opel Grandland X (MY19.0) ULTIMATE 1,6 Turbo S/S AT8 180 cv (MY19.0)","","Gasolina","M1","2000","","","",""
"Opel Grandland X (MY19.0) ULTIMATE 1.2 Turbo S/S AT8 130 cv (MY19.0)","","Gasolina","M1","2000","","","",""
"Opel Grandland X (MY19.0) ULTIMATE 1.5CDTi S/S AT8 130 cv (MY19.0)","","Gasóleo","M1","2000","","","",""
"Opel Grandland X (MY19.0) ULTIMATE 2,0 CDTi S/S AT8 180 cv (MY19.0)","","Gasóleo","M1","2090","","","",""
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1,2 Turbo S/S MT6 130 cv MY 19,5","","Gasolina","M1","1900","","","",""
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1,2 Turbo S/S MT6 130 cv MY19,5","","Gasolina","M1","1900","","","",""
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1,5 CDTi S/S MT6 130 cv MY 19,5","","Gasóleo","M1","2000","","","",""
"Opel Grandland X (MY19.5) 120 ANIVERSARIO 1,5 CDTi S/S MT6 130 cv MY19,5","","Gasóleo","M1","2000","","","",""
