"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volkswagen Turismos Golf 8 MY21 Golf Style 1.5 TSI 110 kW (150 CV) 6 vel.","","Gasolina","M1","1387","","","",""
"Volkswagen Turismos Golf 8 MY21 Golf Style 1.5 TSI 96 kW (130 CV) 6 vel.","","Gasolina","M1","1387","","","",""
"Volkswagen Turismos Golf 8 MY21 Golf Style 2.0 TDI 110 kW (150 CV) Automatico DSG 7 vel.","","Gasóleo","M1","1387","","","",""
"Volkswagen Turismos Golf 8 MY21Golf 1.0 TSI 81 kW (110 CV) 6 vel","","Gasolina","M1","1387","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf 1.0 eTSI 81 kW (110 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf 1.0 TSI 81 kW (110 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf 2.0 TDI 85 kW (115 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf 2.0 TDI 85 kW (115 CV)  Automatico DSG 7 vel.","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf eHybrid 1.4 TSI Combinado: 150 kW (204 CV)  Automatico DSG 6 vel.","","Híbridos enchufables","M1","1880","10.4","80.0","71.0","8.7"
"Volkswagen Turismos Golf 8 MY22 Golf First ed. Sport 1.5 TSI 110 kW (150 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf GTE 1.4 TSI Combinado: 180 kW (245 CV)  Automatico DSG 6 vel.","","Híbridos enchufables","M1","1880","10.4","80.0","64.0","8.7"
"Volkswagen Turismos Golf 8 MY22 Golf GTI 2.0 TSI 180 kW (245 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf GTI 2.0 TSI 180 kW (245 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf GTI Clubsport 2.0 TSI 221 kW (300 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 1.0 eTSI 81 kW (110 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 1.0 TSI 81 kW (110 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 1.5 eTSI 110 kW (150 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 1.5 eTSI 96 kW (130 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 1.5 TSI 110 kW (150 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 1.5 TSI 96 kW (130 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 2.0 TDI 110 kW (150 CV)  6 vel.","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 2.0 TDI 110 kW (150 CV)  Automatico DSG 7 vel.","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 2.0 TDI 85 kW (115 CV)  6 vel.","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Life 2.0 TDI 85 kW (115 CV)  Automatico DSG 7 vel.","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf R 2.0 TSI 235 kW (320 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf R-Line 1.5 eTSI 96 kW (130 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf R-Line 1.5 TSI 110 kW (150 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf R-Line 1.5 TSI 110 kW (150 CV)  Automatico DSG 7 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf R-Line 1.5 TSI 96 kW (130 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf R-Line 2.0 TDI 110 kW (150 CV)  Automatico DSG 7 vel.","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Style 1.5 TSI 110 kW (150 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Style 1.5 TSI 96 kW (130 CV)  6 vel.","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY22 Golf Style 2.0 TDI 110 kW (150 CV)  Automatico DSG 7 vel.","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 1.0 eTSI 81 kW (110CV) DSG","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 1.0 TSI 81 kW (110 CV)","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 2.0 GTI 180 kW (245CV)","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 2.0 GTI 180 kW (245CV) DSG","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 2.0 TDI 85kW (115CV)","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 2.0 TDI 85kW (115CV) DSG","","Gasóleo","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 eHybrid 1.4 150kW (204 CV) PHEV DSG","","Híbridos enchufables","M1","1880","13.7","80.0","65.0","10.4"
"Volkswagen Turismos Golf 8 MY23 Golf 8 GTE 1.4 180kW (245 CV) PHEV DSG","","Híbridos enchufables","M1","1880","14.5","80.0","72.0","10.4"
"Volkswagen Turismos Golf 8 MY23 Golf 8 GTI CLUBSPORT 2.0 221 kW (300CV) DSG","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 Life 1.0 eTSI 81kW (110CV) DSG","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 Life 1.0 TSI 81 kW (110 CV)","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 Life 1.5 eTSI 110 kW (150CV) DSG","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 Life 1.5 eTSI 96kW (130CV) DSG","","Gasolina","M1","1880","","","",""
"Volkswagen Turismos Golf 8 MY23 Golf 8 Life 1.5 TSI 96kW (110CV)","","Gasolina","M1","1880","","","",""
