"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Porsche Taycan GTS Sport Turismo (5 plazas)","","Eléctricos puros","M1","2875","19.3","380.0","526.0","84.0"
"Porsche Taycan SPORT LIMOUSINE (4 plazas)","","Eléctricos puros","M1","2795","18.7","280.0","541.0","71.0"
"Porsche Taycan SPORT LIMOUSINE (5 plazas)","","Eléctricos puros","M1","2795","18.7","280.0","541.0","71.0"
"Porsche Taycan Sport Turismo (4 plazas)","","Eléctricos puros","M1","2770","18.5","240.0","464.0","71.0"
"Porsche Taycan Sport Turismo (5 plazas)","","Eléctricos puros","M1","2770","18.5","240.0","464.0","71.0"
"Porsche Taycan Turbo CROSS TURISMO (4 plazas)","","Eléctricos puros","M1","2880","19.4","460.0","","84.0"
"Porsche Taycan Turbo CROSS TURISMO (5 plazas)","","Eléctricos puros","M1","2880","19.4","460.0","","84.0"
"Porsche Taycan Turbo S CROSS TURISMO (4 plazas)","","Eléctricos puros","M1","2880","20.6","460.0","","84.0"
"Porsche Taycan Turbo S CROSS TURISMO (5 plazas)","","Eléctricos puros","M1","2880","20.6","460.0","","84.0"
"Porsche Taycan Turbo S Sport Turismo (4 plazas)","","Eléctricos puros","M1","2870","20.6","460.0","493.0","84.0"
"Porsche Taycan Turbo S Sport Turismo (5 plazas)","","Eléctricos puros","M1","2870","20.6","460.0","493.0","84.0"
"Porsche Taycan Turbo S SPORTLIMOUSINE (4 plazas)","","Eléctricos puros","M1","2870","20.6","460.0","493.0","84.0"
"Porsche Taycan Turbo S SPORTLIMOUSINE (5 plazas)","","Eléctricos puros","M1","2870","20.6","460.0","493.0","84.0"
"Porsche Taycan Turbo Sport Turismo (4 plazas)","","Eléctricos puros","M1","2880","19.4","460.0","523.0","84.0"
"Porsche Taycan Turbo Sport Turismo (5 plazas)","","Eléctricos puros","M1","2880","19.4","460.0","523.0","84.0"
"Porsche Taycan Turbo SPORTLIMOUSINE (4 plazas)","","Eléctricos puros","M1","2880","19.4","460.0","523.0","84.0"
"Porsche Taycan Turbo SPORTLIMOUSINE (5 plazas)","","Eléctricos puros","M1","2880","19.4","460.0","523.0","84.0"
"PURSANG E-TRACK EAK1 / 1 / 1","","Eléctricos puros","L3e","315","7.0","9.8","107.0","7.2"
"QUADRO VEHICLES OXYGEN MU/0/0","","Eléctricos puros","L3e","275","6.2","3.0","80.0","3.0"
"QUAZZAR E-DIVINE PLUS","","Eléctricos puros","L3e","258","5.6","4.0","85.0","4.0"
"QUAZZAR QT-2 City","","Eléctricos puros","L3e","350","4.5","4.0","85.0","3.6"
"QUAZZAR QT-2 Delivery","","Eléctricos puros","L3e","350","4.5","4.0","85.0","3.6"
"RAMPINI CARLO SPA 12550 (E60) AUTOBUS URBANO","","Eléctricos puros","M3","8850","71.0","122.0","160.0","143.0"
"RAMPINI CARLO SPA ALE-EL (E80) AUTOBUS URBANO","","Eléctricos puros","M3","12000","98.0","122.0","160.0","200.0"
"RAMPINI CARLO SPA ELTRON 2 puertas 210 kWh","","Eléctricos puros","M3","12000","64.6","230.0","260.0","210.0"
"RAMPINI CARLO SPA ELTRON 2 puertas 280 kWh","","Eléctricos puros","M3","12000","65.8","230.0","349.0","280.0"
"RAMPINI CARLO SPA ELTRON 3 puertas 210 kWh","","Eléctricos puros","M3","12000","64.6","230.0","260.0","210.0"
"RAMPINI CARLO SPA ELTRON 3 puertas 280 kWh","","Eléctricos puros","M3","12000","65.8","230.0","349.0","280.0"
"RAMPINI CARLO SPA HYDRON 2 puertas 175 kWh","","Pila de combustible","M3","12000","65.8","230.0","400.0","210.0"
"RAMPINI CARLO SPA SIXTRON 175 kWh","","Eléctricos puros","M3","8850","57.7","230.0","253.0","175.0"
"RAMPINI CARLO SPA SIXTRON 210 kWh","","Eléctricos puros","M3","8850","59.3","230.0","289.0","210.0"
"Ray Electric Motors RAY 7.7 1","","Eléctricos puros","L3e","320","8.5","17.6","154.0","7.1"
"REGAL RAPTOR K5H-S","","Eléctricos puros","L6e","512","9.0","3.0","65.0","3.0"
"REGAL RAPTOR K5M-S","","Eléctricos puros","L6e","484","9.3","3.0","52.0","3.0"
"REGARD FM-50 0","","Eléctricos puros","L7e","840","10.0","15.0","80.0","10.8"
"REGARD RUE725 00","","Eléctricos puros","L7e","999","15.6","5.7","84.0","10.0"
"Renault Arkana (JL1) E-TECH full hybrid 105 kW (145CV) (semi: ESLVMUHH26UY)","","Híbridos de gasolina","M1","1961","","36.0","",""
"Renault Arkana (JL1) E-TECH full hybrid 105 kW (145CV) (semi:E2 MUHH26UY, E3CMUHH26UY, ESLCMUHH26UY)","","Híbridos de gasolina","M1","1961","","36.0","",""
"Renault Arkana (JL1) E-TECH full hybrid 105 kW(145CV)(semi:E3 MUHH 6UY,ESL MUHH 6UY,E2 MUHH 6UY,E3CMUHH 6UY,ESLCMUHH 6UY)","","Híbridos de gasolina","M1","1961","","36.0","","1.2"
"Renault Arkana (JL1) MY2022 E-TECH full hybrid 105 kW (145CV) (semi: M2 MUHH 6UY, M3 MUHH 6UY, MT MUH6U HY, MTVMUH6U HY)","","Híbridos de gasolina","M1","1961","","36.0","","5.0"
"Renault Arkana (JL1) MY2022 TCe 103 kW (140CV) EDC mild hybrid (semi: M2 N0A6U HS, M3 N0A6U HS, MSL N0A6U HS)","","Híbridos de gasolina","M1","1876","","3.6","","10.0"
"Renault Arkana (JL1) MY2022 TCe 116 kW (160CV) EDC mild hybrid (semi: MSL N1A6U HS)","","Híbridos de gasolina","M1","1876","","3.6","","10.0"
"Renault Arkana (JL1) TCe 103 kW (140CV) EDC mild hybrid (semi: E2 N0A6U HS, E3 N0A6UH S, ESL N0A6U HS)","","Híbridos de gasolina","M1","1876","","3.6","",""
"Renault Arkana (JL1) TCe 103 kW (140CV) EDC mild hybrid (semi: E3CN0A6UH S, ESLCN0A6U HS)","","Híbridos de gasolina","M1","1876","","3.6","",""
"Renault Arkana (JL1) TCe 116 kW (160CV) EDC mild hybrid (semi: ESLCN1A6U HS , ESL N1A6U HS)","","Híbridos de gasolina","M1","1876","","3.6","",""
"Renault Austral (HN1) E-Tech híbrido 117kW (160CV) (semi: EA3 M56W2HY)","","Híbridos de gasolina","M1","2101","","25.0","","1.7"
"Renault Austral (HN1) E-Tech híbrido 146kW (200CV) (semi: EA3 M26W2HY, ESL3 M26W2HY, EA4 M26W2HY, ESL4 M26W2HY)","","Híbridos de gasolina","M1","2101","","50.0","","1.7"
"Renault Austral (HN1) MY2023 E-Tech híbrido 146kW (200CV) (semi: BU2VM26W2HY EA3VM26W2HY ESV3M26W2HY EA4VM26W2HY ESV4M26W2HY)","","Híbridos de gasolina","M1","2101","","50.0","","2.0"
"Renault Austral (HN1) MY2023 TCe 103 kW (140CV) mild hybrid (semi: BU2VMF6U 2MS EA3VMF6U 2MS)","","Híbridos de gasolina","M1","1947","","3.6","","0.2"
"Renault Austral (HN1) MY2023 TCe 116 kW (160CV) auto mild hybrid (semi: ESV3MJ6U2VS EA3VMJ6U 2VS)","","Híbridos de gasolina","M1","2003","","3.6","","0.2"
"Renault Austral (HN1) TCe 103 kW (140CV) auto mild hybrid (semi: EA2 MF6U 2VS, EA3 MF6U 2VS)","","Híbridos de gasolina","M1","2003","","3.6","","1.7"
"Renault Austral (HN1) TCe 103 kW (140CV) mild hybrid (semi: EA2 MF6U 2MS, EA3 MF6U 2MS)","","Híbridos de gasolina","M1","1947","","3.6","","1.7"
"Renault Austral (HN1) TCe 116 kW (160CV) auto mild hybrid (semi: ESL3MJ6U2VS)","","Híbridos de gasolina","M1","2003","","3.6","","1.7"
