"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"CENNTRO Metro 20Kw Serie especial Pick up","","Eléctricos puros","N1","1800","16.5","12.0","215.0","20.0"
"CENNTRO Metro 20Kw Serie especial Van","","Eléctricos puros","N1","1800","16.5","12.0","215.0","20.0"
"CENNTRO Metro 26 Kw Chasis","","Eléctricos puros","N1","1800","16.5","12.0","270.0","26.0"
"CENNTRO Metro 26 Kw Pick up","","Eléctricos puros","N1","1800","16.5","12.0","270.0","26.0"
"CENNTRO Metro 26 Kw Van","","Eléctricos puros","N1","1800","16.5","12.0","270.0","26.0"
"CENNTRO NEXTEM A","","Eléctricos puros","L7e","1419","12.8","10.0","105.0","13.0"
"CENNTRO NEXTEM D","","Eléctricos puros","L7e","1419","12.8","10.0","105.0","13.0"
"CENNTRO NEXTEM E","","Eléctricos puros","L7e","1419","12.8","10.0","105.0","13.0"
"Citroën AMI Buggy","","Eléctricos puros","L6e","700","8.0","6.0","75.0","5.4"
"Citroën AMI Cargo Eléctrico","","Eléctricos puros","L6e","700","8.0","6.0","75.0","5.4"
"Citroën AMI Eléctrico","","Eléctricos puros","L6e","700","8.0","6.0","75.0","5.4"
"Citroën Berlingo BlueHDi 100 S&S 6v Talla M","","Gasóleo","M1","2120","","","",""
"Citroën Berlingo BlueHDi 100 S&S 6v Talla XL","","Gasóleo","M1","2140","","","",""
"Citroën Berlingo BlueHDi 100 S&S 6v Talla XL 7p","","Gasóleo","M1","2140","","","",""
"Citroën Berlingo BlueHDi 130 S&S 6v Talla M","","Gasóleo","M1","2130","","","",""
"Citroën Berlingo BlueHDi 130 S&S 6v Talla XL","","Gasóleo","M1","2140","","","",""
"Citroën Berlingo BlueHDi 130 S&S 6v Talla XL 7p","","Gasóleo","M1","2140","","","",""
"Citroën Berlingo BlueHDi 130 S&S EAT8 Talla M","","Gasóleo","M1","2365","","","",""
"Citroën Berlingo PureTech 110 S&S 6v Talla M","","Gasolina","M1","2050","","","",""
"Citroën Berlingo Van BlueHDi 100 S&S Talla M  (Control Talla M)","","Gasóleo","N1","1985","","","",""
"Citroën Berlingo Van BlueHDi 100 S&S Talla XL  (Control Talla XL)","","Gasóleo","N1","2355","","","",""
"Citroën Berlingo Van BlueHDi 100 S&S Talla XL Doble Cabina","","Gasóleo","N1","2330","","","",""
"Citroën Berlingo Van BlueHDi 130 S&S 6v Talla M  (Club Talla M)","","Gasóleo","N1","2020","","","",""
"Citroën Berlingo Van BlueHDi 130 S&S EAT8 Talla M","","Gasóleo","N1","2385","","","",""
"Citroën Berlingo Van PureTech 110 S&S 6v Talla M","","Gasóleo","N1","1940","","","",""
"Citroën C-Elysée BlueHDi 100 S&S 6v","","Gasóleo","M1","1590","","","",""
"Citroën C-Zero Eléctrico","","Eléctricos puros","M1","1450","12.6","49.0","150.0","14.5"
"Citroën C1 VTi 72","","Gasolina","M1","1240","","","",""
"Citroën C1 VTi 72 ETG","","Gasolina","M1","1240","","","",""
"Citroën C1 VTi 72 S&S","","Gasolina","M1","1240","","","",""
"Citroën C3  Blue HDi 100 S&S 6v Max","","Gasóleo","M1","1645","","","",""
"Citroën C3  Blue HDi 100 S&S 6v Plus","","Gasóleo","M1","1645","","","",""
"Citroën C3  Blue HDi 100 S&S 6v YOU!","","Gasóleo","M1","1605","","","",""
"Citroën C3  PureTech 110 S&S 6v ELLE","","Gasolina","M1","1605","","","",""
"Citroën C3  Puretech 110 S&S 6v Max","","Gasolina","M1","1570","","","",""
"Citroën C3  Puretech 110 S&S EAT6 Max","","Gasolina","M1","1610","","","",""
"Citroën C3  Puretech 83 S&S Max","","Gasolina","M1","1540","","","",""
"Citroën C3  Puretech 83 S&S Plus","","Gasolina","M1","1540","","","",""
"Citroën C3  Puretech 83 S&S YOU!","","Gasolina","M1","1500","","","",""
"Citroën C3 Aircross Blue HDi 110 S&S 6v You","","Gasóleo","M1","1835","","","",""
"Citroën C3 Aircross BlueHDi 110 S&S 6v","","Gasóleo","M1","1835","","","",""
"Citroën C3 Aircross BlueHdi 110 S&S 6v Max","","Gasóleo","M1","1835","","","",""
"Citroën C3 Aircross BlueHdi 110 S&S 6v Plus","","Gasóleo","M1","1835","","","",""
"Citroën C3 Aircross BlueHDi 120 S&S EAT6","","Gasóleo","M1","1860","","","",""
"Citroën C3 Aircross PureTech 110 S&S 6v","","Gasolina","M1","1795","","","",""
"Citroën C3 Aircross PureTech 110 S&S 6v Max","","Gasolina","M1","1795","","","",""
"Citroën C3 Aircross PureTech 110 S&S 6v Plus","","Gasolina","M1","1795","","","",""
"Citroën C3 Aircross PureTech 110 S&S 6v You","","Gasolina","M1","1795","","","",""
"Citroën C3 Aircross PureTech 130 S&S EAT6","","Gasolina","M1","1835","","","",""
"Citroën C3 Aircross PureTech 130 S&S EAT6 Max","","Gasolina","M1","1835","","","",""
"Citroën C4 BlueHDi 130 S&S EAT8 MAX","","Gasóleo","M1","1795","","","",""
"Citroën C4 BlueHDi 130 S&S EAT8 PLUS","","Gasóleo","M1","1795","","","",""
"Citroën C4 Cactus BlueHDi 100 S&S 6v","","Gasóleo","M1","1630","","","",""
"Citroën C4 Cactus BlueHDi 120 S&S EAT6","","Gasóleo","M1","1680","","","",""
"Citroën C4 Cactus PureTech 110 S&S 6v","","Gasolina","M1","1575","","","",""
"Citroën C4 Cactus PureTech 110 S&S 6v","","Gasolina","M1","1585","","","",""
"Citroën C4 Cactus PureTech 110 S&S EAT6","","Gasolina","M1","1620","","","",""
"Citroën C4 Cactus PureTech 130 S&S 6v","","Gasolina","M1","1575","","","",""
"Citroën C4 Cactus PureTech 130 S&S EAT6","","Gasolina","M1","1625","","","",""
"Citroën C4 Cactus PureTech 82","","Gasolina","M1","1510","","","",""
"Citroën C4 PureTech 100 S&S 6v YOU","","Gasolina","M1","1690","","","",""
"Citroën C4 PureTech 130 S&S 6v C-SERIES","","Gasolina","M1","1690","","","",""
"Citroën C4 PureTech 130 S&S 6v MAX","","Gasolina","M1","1735","","","",""
"Citroën C4 PureTech 130 S&S 6v PLUS","","Gasolina","M1","1735","","","",""
