"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Volkswagen Turismos TOUAREG MY22 Touareg R 3.0 V6 TSI 4Motion 340 kW (462 CV)  Tiptronic 8 vel.","","Híbridos enchufables","M1","2850","18.5","100.0","45.0","17.9"
"Volkswagen Turismos TOUAREG MY22 Touareg R-Line 3.0 V6 TDI 4Motion 170 kW (231CV)  Tiptronic 8 vel.","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY22 Touareg R-Line 3.0 V6 TDI 4Motion 210 kW (286 CV)  Tiptronic 8 vel.","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY22 Touareg R-Line Individual Premium Atmosphere 3.0 V6 TDI 4Motion 170 kW (231CV) Tiptronic 8 vel","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY22 Touareg R-Line Individual Premium Atmosphere 3.0 V6 TDI 4Motion 210 kW (286 CV) Tiptronic 8 vel","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY22 Touareg R-Line Individual Premium Elegance 3.0 V6 TDI 4Motion 210 kW (286 CV) Tiptronic 8 vel","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY22 Touareg R-Line Invididual Premium Elegance 3.0 V6 TDI 4Motion 170 kW (231CV) Tiptronic 8 vel.","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY23 Touareg eHybrid ATMOSPHERE 3.0 V6 TSI 381CV (280kW) Tiptronic 8vel. 4MOTION","","Híbridos enchufables","M1","2850","18.5","100.0","48.0","17.9"
"Volkswagen Turismos TOUAREG MY23 Touareg eHybrid ELEGANCE 3.0 V6 TSI 381CV (280kW) Tiptronic 8vel. 4MOTION","","Híbridos enchufables","M1","2850","18.5","100.0","48.0","17.9"
"Volkswagen Turismos TOUAREG MY23 Touareg PREMIUM ATMOSPHERE 3.0 V6 TDI 231CV (170kW) Tiptronic 8vel. 4MOTION*","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY23 Touareg PREMIUM ATMOSPHERE 3.0 V6 TDI 286CV (210kW) Tiptronic 8vel. 4MOTION*","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY23 Touareg PREMIUM ELEGANCE 3.0 V6 TDI 231CV (170kW) Tiptronic 8vel. 4MOTION*","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY23 Touareg PREMIUM ELEGANCE 3.0 V6 TDI 286CV (210kW) Tiptronic 8vel. 4MOTION*","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY23 Touareg PURE 3.0 V6 TDI 231CV (170kW) Tiptronic 8vel. 4MOTION*","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY23 Touareg R 3.0 V6 TSI 462CV (340kW) Tiptronic 8vel. 4MOTION","","Híbridos enchufables","M1","2850","18.5","100.0","48.0","17.9"
"Volkswagen Turismos TOUAREG MY23 Touareg R-Line 3.0 V6 TDI 231CV (170kW) Tiptronic 8vel. 4MOTION*","","Gasóleo","M1","2850","","","",""
"Volkswagen Turismos TOUAREG MY23 Touareg R-Line 3.0 V6 TDI 286CV (210kW) Tiptronic 8vel. 4MOTION*","","Gasóleo","M1","2850","","","",""
