"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"BMW Serie 3 318d Touring (6L31) Auto.07/2020","","Gasóleo","M1","2180","","","",""
"BMW Serie 3 318d Touring (6L31)Auto.01/2021","","Gasóleo","M1","2215","","8.0","","70.0"
"BMW Serie 3 318d Touring (6L31)Man.01/2021","","Gasóleo","M1","2160","","","","70.0"
"BMW Serie 3 318d Touring Auto.11/2019","","Gasóleo","M1","2180","","","",""
"BMW Serie 3 318d Touring Man.11/2019","","Gasóleo","M1","2160","","","",""
"BMW Serie 3 320d Berlina (11DY) Auto.07/2020","","Gasóleo","M1","2140","","","",""
"BMW Serie 3 320d Berlina (11DY)Auto.01/2021","","Gasóleo","M1","2140","","8.0","","80.0"
"BMW Serie 3 320d Berlina Auto.11/2019","","Gasóleo","M1","2085","","","",""
"BMW Serie 3 320d Gran Turismo Auto.11/2019","","Gasóleo","M1","2220","","","",""
"BMW Serie 3 320d Gran Turismo Man.11/2019","","Gasóleo","M1","2200","","","",""
"BMW Serie 3 320d Touring (11DZ) Auto.07/2020","","Gasóleo","M1","2190","","","",""
"BMW Serie 3 320d Touring (11DZ)Auto.01/2021","","Gasóleo","M1","2225","","8.0","","80.0"
"BMW Serie 3 320d Touring Auto.11/2019","","Gasóleo","M1","2190","","","",""
"BMW Serie 3 320d xDrive  Gran Turismo Auto.11/2019","","Gasóleo","M1","2285","","","",""
"BMW Serie 3 320d xDrive Berlina (31DY) Auto.07/2020","","Gasóleo","M1","2205","","","",""
"BMW Serie 3 320d xDrive Berlina 48V (31DY)Auto.01/2021","","Gasóleo","M1","2205","","8.0","","80.0"
"BMW Serie 3 320d xDrive Berlina Auto.11/2019","","Gasóleo","M1","2170","","","",""
"BMW Serie 3 320d xDrive Touring (31DZ) Auto.07/2020","","Gasóleo","M1","2255","","","",""
"BMW Serie 3 320d xDrive Touring 48V (31DZ)Auto.01/2021","","Gasóleo","M1","2290","","8.0","","80.0"
"BMW Serie 3 320d xDrive Touring Auto.11/2019","","Gasóleo","M1","2255","","","",""
"BMW Serie 3 320e Berlina (5Y91) Auto. 03/2021","","Híbridos enchufables","M1","1840","20.5","83.0","64.0","12.0"
