"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Toyota PRIUS Llanta 17p (MY19)","","Híbridos de gasolina","M1","1790","","","",""
"Toyota PRIUS PHEV Advance / Luxury (MY21)","","Híbridos enchufables","M1","1930","105.8","53.0","45.0","8.8"
"Toyota PRIUS PHEV Solar (MY21)","","Híbridos enchufables","M1","1930","105.8","53.0","45.0","8.8"
"Toyota PRIUS PLUS Advance / Executive Llanta 17p (MY19)","","Híbridos de gasolina","M1","2115","","","",""
"Toyota PRIUS PLUS Eco Llanta 16p (MY19)","","Híbridos de gasolina","M1","2115","","","",""
"Toyota PRIUS PLUS Llanta 16p (MY18)","","Híbridos de gasolina","M1","2115","","","",""
"Toyota PRIUS PLUS Llanta 17p (MY18)","","Híbridos de gasolina","M1","2115","","","",""
"Toyota PROACE Cabina plataforma Medio 2.0D (MY20)","","Gasóleo","N1","3100","","","",""
"Toyota PROACE Cabina plataforma medio 2.0D GX (MY21)","","Gasóleo","N1","3100","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX L1 2P 1000 KG (MY21)","","Gasóleo","N1","2345","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX L1 2P 650 KG (MY21)","","Gasóleo","N1","1985","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX L1 650 KG (MY22)","","Gasóleo","N1","2020","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX L2 2P 1000 KG (MY21)","","Gasóleo","N1","2355","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX plus flotas/VX L1 (MY22)","","Gasóleo","N1","2390","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX plus flotas/VX L1 (RC22) - Desde 07/2023","","Gasóleo","N1","2390","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX plus flotas/VX L1(RC22)","","Gasóleo","N1","2390","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX/GX plus L1 (MY22)","","Gasóleo","N1","2370","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX/GX plus L1 (RC22)","","Gasóleo","N1","2370","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX/GX plus L1 (RC22) - Desde 07/2023","","Gasóleo","N1","2370","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX/GX plus L1 650 kg (RC22) - Desde 07/2023","","Gasóleo","N1","2020","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX/GX plus L1 650 kg(RC22)","","Gasóleo","N1","2020","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX/GX plus L2 (MY22)","","Gasóleo","N1","2380","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX/GX plus L2 (RC22)","","Gasóleo","N1","2380","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV GX/GX plus L2 (RC22) - Desde 07/2023","","Gasóleo","N1","2380","","","",""
"Toyota PROACE CITY VAN 1.5D 100CV VX L1 3P 1000 KG (MY21)","","Gasóleo","N1","2365","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV GX L1 2P 1000 KG (MY21)","","Gasóleo","N1","2370","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV GX L2 (MY22)","","Gasóleo","N1","2380","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV GX L2 2P 1000 KG (MY21)","","Gasóleo","N1","2380","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV GX/GX plus L1 (MY22)","","Gasóleo","N1","2370","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV GX/GX plus L1 (RC22)","","Gasóleo","N1","2370","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV GX/GX plus L1 (RC22) - Desde 07/2023","","Gasóleo","N1","2370","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV GX/GX plus L2 (RC22)","","Gasóleo","N1","2380","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV GX/GX plus L2 (RC22) - Desde 07/2023","","Gasóleo","N1","2380","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV VX L2 (MY22)","","Gasóleo","N1","2400","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV VX L2 (RC22)","","Gasóleo","N1","2400","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV VX L2 (RC22) - Desde 07/2023","","Gasóleo","N1","2400","","","",""
"Toyota PROACE CITY VAN 1.5D 130CV VX L2 3P 1000 KG (MY21)","","Gasóleo","N1","2400","","","",""
"Toyota PROACE CITY VAN 1.5D 75CV GX L1 2P 1000 KG (MY21)","","Gasóleo","N1","1970","","","",""
"Toyota PROACE CITY VAN 1.5D L1 2P 1000 kg. (MY20)","","Gasóleo","N1","2345","","","",""
"Toyota PROACE CITY VAN 1.5D L1 2P 1000 kg. (MY20)","","Gasóleo","N1","2370","","","",""
"Toyota PROACE CITY VAN 1.5D L1 2P 650 kg. (MY20)","","Gasóleo","N1","1985","","","",""
"Toyota PROACE CITY VAN 1.5D L1 2P 650 kg. (MY20)","","Gasóleo","N1","1970","","","",""
"Toyota PROACE CITY VAN 1.5D L1 3P 1000 kg. (MY20)","","Gasóleo","N1","2365","","","",""
"Toyota PROACE CITY VAN 1.5D L2 2P 1000 kg. (MY20)","","Gasóleo","N1","2355","","","",""
"Toyota PROACE CITY VAN 1.5D L2 2P 1000 kg. (MY20)","","Gasóleo","N1","2380","","","",""
"Toyota PROACE CITY VAN 1.5D L2 3P 1000 kg. (MY20)","","Gasóleo","N1","2400","","","",""
"Toyota PROACE CITY VAN EV Furgón largo GX 50 kWh (MY22)","","Eléctricos puros","N1","2385","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VAN EV Furgón largo GX/GX PLUS 50 kWh (RC22)","","Eléctricos puros","N1","2385","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VAN EV Furgón largo VX 50 kWh (MY22)","","Eléctricos puros","N1","2400","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VAN EV Furgón largo VX 50 kWh (RC22)","","Eléctricos puros","N1","2400","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VAN EV Furgón medio GX 50 kWh (MY22)","","Eléctricos puros","N1","2390","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VAN EV Furgón medio GX/GX PLUS 50 kWh(RC22)","","Eléctricos puros","N1","2390","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VAN EV Furgón medio VX 50 kWh (MY22)","","Eléctricos puros","N1","2410","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VAN EV Furgón medio VX 50 kWh (RC22)","","Eléctricos puros","N1","2410","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO Combi / Family 1.5D L1 5P 6MT VX/ Active (MY20)","","Gasóleo","M1","2080","","","",""
"Toyota PROACE CITY VERSO Combi / Family 1.5D L1 5P Aut. Llanta 16p (MY20)","","Gasóleo","M1","2080","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L1 5P 5MT GX/ VX (MY20)","","Gasóleo","M1","2080","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L1 GX/VX 5p (MY21)","","Gasóleo","M1","2120","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L1 VX 5p (MY21)","","Gasóleo","M1","2130","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L2 2PL 5P GX/ VX (MY20)","","Gasóleo","M1","2140","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L2 5P GX Llanta 16p (MY20)","","Gasóleo","M1","2100","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L2 7P VX (MY20)","","Gasóleo","M1","2260","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L2 GX 5p (MY21)","","Gasóleo","M1","2140","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L2 GX/VX 5p (MY21)","","Gasóleo","M1","2140","","","",""
"Toyota PROACE CITY VERSO Combi 1.5D L2 VX 7p (MY21)","","Gasóleo","M1","2310","","","",""
"Toyota PROACE CITY VERSO Combi Gx L2 1.5D 100CV 6MT (MY22)","","Gasóleo","M1","2140","","","",""
"Toyota PROACE CITY VERSO Combi Gx L2 1.5D 100CV 6MT (RC22)","","Gasóleo","M1","2140","","","",""
"Toyota PROACE CITY VERSO Combi Gx/Gx flotas/Vx L1 1.5D 100CV 6MT (MY22)","","Gasóleo","M1","2120","","","",""
"Toyota PROACE CITY VERSO Combi Gx/Gx Flotas/Vx L1 1.5D 100CV 6MT (RC22)","","Gasóleo","M1","2120","","","",""
"Toyota PROACE CITY VERSO Combi Gx/Vx L2 1.5D 130CV 6MT (MY22)","","Gasóleo","M1","2140","","","",""
"Toyota PROACE CITY VERSO Combi Gx/Vx L2 1.5D 130CV 6MT (RC22)","","Gasóleo","M1","2140","","","",""
"Toyota PROACE CITY VERSO Combi Vx 7 plazas L2 1.5D 130CV 6MT (MY22)","","Gasóleo","M1","2310","","","",""
"Toyota PROACE CITY VERSO Combi Vx 7 plazas L2 1.5D 130CV 6MT (RC22)","","Gasóleo","M1","2310","","","",""
"Toyota PROACE CITY VERSO Combi Vx L1 1.5D 130CV 6MT (MY22)","","Gasóleo","M1","2130","","","",""
"Toyota PROACE CITY VERSO Combi Vx L1 1.5D 130CV 6MT (RC22)","","Gasóleo","M1","2130","","","",""
"Toyota PROACE CITY VERSO Combi Vx L1 1.5D 130CV 8AT (MY22)","","Gasóleo","M1","2100","","","",""
"Toyota PROACE CITY VERSO Combi Vx L1 1.5D 130CV 8AT (RC22)","","Gasóleo","M1","2100","","","",""
"Toyota PROACE CITY VERSO Combi1.5D L2 1PL 5P GX (MY20)","","Gasóleo","M1","2100","","","",""
"Toyota PROACE CITY VERSO EV Combi larga GX/VX 50 kWh (MY22)","","Eléctricos puros","M1","2320","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Combi larga Gx/Vx 50 kWh (RC22)","","Eléctricos puros","M1","2320","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Combi larga VX 50 kWh (MY22)","","Eléctricos puros","M1","2440","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Combi larga Vx 50 kWh (RC22)","","Eléctricos puros","M1","2440","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Combi media GX/VX 50 kWh (MY22)","","Eléctricos puros","M1","2290","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Combi media Gx/Vx 50 kWh (RC22)","","Eléctricos puros","M1","2290","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Family larga Active 50 kWh (MY22)","","Eléctricos puros","M1","2440","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Family larga Active 50 kWh (RC22)","","Eléctricos puros","M1","2440","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Family media Active/Advance 50 kWh (MY22)","","Eléctricos puros","M1","2290","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO EV Family media Active/Advance 50 kWh (RC22)","","Eléctricos puros","M1","2290","19.0","100.0","293.0","50.0"
"Toyota PROACE CITY VERSO Family 1.2 L1 5P Aut. Active (MY20)","","Gasolina","M1","2090","","","",""
"Toyota PROACE CITY VERSO Family 1.2 L1 Active 5P.(MY20)","","Gasolina","M1","2050","","","",""
"Toyota PROACE CITY VERSO Family 1.2 L2 Active 7P Aut.(MY20)","","Gasolina","M1","2270","","","",""
"Toyota PROACE CITY VERSO Family 1.2P L1 ACTIVE 5p (MY21)","","Gasolina","M1","2050","","","",""
"Toyota PROACE CITY VERSO Family 1.2P L1 ACTIVE 5p Aut. (MY21)","","Gasolina","M1","2090","","","",""
"Toyota PROACE CITY VERSO Family 1.2P L1 ADVANCE 5p (MY21)","","Gasolina","M1","2090","","","",""
"Toyota PROACE CITY VERSO Family 1.2P L1 ADVANCE 5p Aut. (MY21)","","Gasolina","M1","2090","","","",""
"Toyota PROACE CITY VERSO Family 1.2P L2 ACTIVE 7p Aut. (MY21)","","Gasolina","M1","2270","","","",""
"Toyota PROACE CITY VERSO Family 1.5D L1 5P Aut Advance. (MY20)","","Gasóleo","M1","2080","","","",""
"Toyota PROACE CITY VERSO Family 1.5D L1 ACTIVE 5p (MY21)","","Gasóleo","M1","2130","","","",""
"Toyota PROACE CITY VERSO Family 1.5D L1 ADVANCE 5p (MY21)","","Gasóleo","M1","2130","","","",""
"Toyota PROACE CITY VERSO Family 1.5D L2 7P Aut. Active (MY20)","","Gasóleo","M1","2260","","","",""
