"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"BMW X1 X1 sDrive20d (71AD)Auto.01/2021","","Gasóleo","M1","2130","","","","70.0"
"BMW X1 X1 sDrive20d Auto.11/2019","","Gasóleo","M1","2130","","","",""
"BMW X1 X1 sDrive20i (71AA)Auto.01/2021","","Gasolina","M1","2065","","","","70.0"
"BMW X1 X1 sDrive20i Auto.11/2019","","Gasolina","M1","2065","","","",""
"BMW X1 X1 xDrive18d (31AD) Man.07/2020","","Gasóleo","M1","2170","","","",""
"BMW X1 X1 xDrive18d (31AD)Auto.01/2021","","Gasóleo","M1","2190","","","","70.0"
"BMW X1 X1 xDrive18d (31AD)Man.01/2021","","Gasóleo","M1","2170","","","","70.0"
"BMW X1 X1 xDrive18d Auto.11/2019","","Gasóleo","M1","2190","","","",""
"BMW X1 X1 xDrive18d Man.11/2019","","Gasóleo","M1","2190","","","",""
"BMW X1 X1 xDrive20d (31AE)Auto.01/2021","","Gasóleo","M1","2200","","","","70.0"
"BMW X1 X1 xDrive20d Auto.11/2019","","Gasóleo","M1","2200","","","",""
"BMW X1 X1 xDrive20i (11AB)Auto.01/2021","","Gasolina","M1","2155","","","","70.0"
"BMW X1 X1 xDrive20i Auto.11/2019","","Gasolina","M1","2155","","","",""
"BMW X1 X1 xDrive25d (JJ31)Auto.01/2021","","Gasóleo","M1","2180","","","","70.0"
"BMW X1 X1 xDrive25d Auto.11/2019","","Gasóleo","M1","2180","","","",""
"BMW X1 X1 xDrive25e (71AB) Auto.07/2020","","Híbridos enchufables","M1","2330","13.8","70.0","",""
"BMW X1 X1 xDrive25e (71AB)Auto.01/2021","","Híbridos enchufables","M1","2330","","70.0","49.0","60.0"
"BMW X1 X1 xDrive25e Auto.07/2020","","Híbridos enchufables","M1","2330","13.8","70.0","",""
"BMW X1 xDrive 25e 21EF","","Híbridos enchufables","M1","1855","17.1","80.0","92.0","14.2"
"BMW X1 xDrive 30e 31EF","","Híbridos enchufables","M1","1860","18.0","130.0","88.0","14.2"
"BMW X2 M35i xDrive 81GM","","Gasolina","M1","2270","","","",""
"BMW X2 sDrive18d 31GN","","Gasóleo","M1","2170","","","",""
"BMW X2 sDrive20i 21GM","","Gasolina","M1","2150","","","",""
"BMW X2 X2 M35i (YN11)Auto.01/2021","","Gasolina","M1","2190","","","","70.0"
"BMW X2 X2 M35i Auto.11/2019","","Gasolina","M1","2190","","","",""
"BMW X2 X2 sDrive16d (YK11)Auto.01/2021","","Gasóleo","M1","2030","","","","70.0"
"BMW X2 X2 sDrive16d (YK11)Man.01/2021","","Gasóleo","M1","2015","","","","70.0"
"BMW X2 X2 sDrive16d Auto.11/2019","","Gasóleo","M1","2030","","","",""
"BMW X2 X2 sDrive18d (YK51)Auto.01/2021","","Gasóleo","M1","2115","","","","70.0"
"BMW X2 X2 sDrive18d (YK51)Man.01/2021","","Gasóleo","M1","2080","","","","70.0"
"BMW X2 X2 sDrive18d Auto.11/2019","","Gasóleo","M1","2115","","","",""
"BMW X2 X2 sDrive18i (YH11)Auto.01/2021","","Gasolina","M1","2005","","","","70.0"
"BMW X2 X2 sDrive18i (YH11)Man.01/2021","","Gasolina","M1","1985","","","","70.0"
"BMW X2 X2 sDrive18i Auto.11/2019","","Gasolina","M1","2005","","","",""
"BMW X2 X2 sDrive20d (YK91) Auto.07/2020","","Gasóleo","M1","2125","","","",""
"BMW X2 X2 sDrive20d (YK91)Auto.01/2021","","Gasóleo","M1","2125","","","","70.0"
"BMW X2 X2 sDrive20d Auto.11/2019","","Gasóleo","M1","2125","","","",""
"BMW X2 X2 sDrive20i (YH31)Auto.01/2021","","Gasolina","M1","2055","","","","70.0"
"BMW X2 X2 sDrive20i Auto.11/2019","","Gasolina","M1","2055","","","",""
"BMW X2 X2 xDrive 25e (YN91) Auto.07/2020","","Híbridos enchufables","M1","2300","13.7","70.0","",""
"BMW X2 X2 xDrive 25e Auto.07/2020","","Híbridos enchufables","M1","2300","13.7","70.0","",""
"BMW X2 X2 xDrive18d (YK71)Auto.01/2021","","Gasóleo","M1","2180","","","","70.0"
"BMW X2 X2 xDrive18d (YK71)Man.01/2021","","Gasóleo","M1","2160","","","","70.0"
"BMW X2 X2 xDrive18d Auto.11/2019","","Gasóleo","M1","2180","","","",""
"BMW X2 X2 xDrive20d (YL11)Auto.01/2021","","Gasóleo","M1","2190","","","","70.0"
"BMW X2 X2 xDrive20d Auto.11/2019","","Gasóleo","M1","2190","","","",""
"BMW X2 X2 xDrive20i (YH51)Auto.01/2021","","Gasolina","M1","2145","","","","70.0"
"BMW X2 X2 xDrive20i Auto.11/2019","","Gasolina","M1","2145","","","",""
"BMW X2 X2 xDrive25d (YN51)Auto.01/2021","","Gasóleo","M1","2170","","","","70.0"
"BMW X2 X2 xDrive25d Auto.11/2019","","Gasóleo","M1","2170","","","",""
"BMW X2 X2 xDrive25e (YN91)Auto.01/2021","","Híbridos enchufables","M1","2300","","70.0","50.0","70.0"
"BMW X2 xDrive 25e YN91","","Híbridos enchufables","M1","1730","19.6","70.0","54.0","8.8"
"BMW X3 M X3 M (11EC) Auto. 08/2021","","Gasolina","M1","2085","","","",""
"BMW X3 M X3 M (TS01)Auto.01/2021","","Gasolina","M1","2500","","","","105.0"
"BMW X3 X3 M Auto.11/2019","","Gasolina","M1","2500","","","",""
"BMW X3 X3 M40d (UZ75) Auto.07/2020","","Gasóleo","M1","2550","","","",""
"BMW X3 X3 M40d Auto.11/2019","","Gasóleo","M1","2550","","","",""
"BMW X3 X3 M40d xDrive (25DN) Auto. 08/2021","","Gasóleo","M1","2080","","8.0","",""
"BMW X3 X3 M40i (TY95) Auto.07/2020","","Gasolina","M1","2455","","","",""
"BMW X3 X3 M40i Auto.11/2019","","Gasolina","M1","2455","","","",""
"BMW X3 X3 M40i xDrive (85DP) Auto. 08/2021","","Gasolina","M1","1985","","8.0","",""
"BMW X3 X3 sDrive 18d (55BZ) Auto. 08/2021","","Gasóleo","M1","1885","","8.0","",""
"BMW X3 X3 sDrive 20d (15BZ) Auto. 08/2021","","Gasóleo","M1","1915","","8.0","",""
"BMW X3 X3 sDrive18d (UZ15) Auto.07/2020","","Gasóleo","M1","2360","","","",""
"BMW X3 X3 sDrive18d Auto.11/2019","","Gasóleo","M1","2360","","","",""
"BMW X3 X3 xDrive20d (35BG) Auto.07/2020","","Gasóleo","M1","2420","","","",""
"BMW X3 X3 xDrive20d Auto.11/2019","","Gasóleo","M1","2420","","","",""
"BMW X3 X3 xDrive20i (25DP) Auto. 08/2021","","Gasolina","M1","1875","","8.0","",""
"BMW X3 X3 xDrive20i (TY15) Auto.07/2020","","Gasolina","M1","2400","","","",""
"BMW X3 X3 xDrive20i Auto.11/2019","","Gasolina","M1","2400","","","",""
"BMW X3 X3 xDrive20i Automatico (G01) (CO2 163-170) (TR51) Auto.12/2017","","Gasolina","M1","2400","","","",""
"BMW X3 X3 xDrive30d (85BZ) Auto. 08/2021","","Gasóleo","M1","2010","","8.0","",""
"BMW X3 X3 xDrive30d (UZ95) Auto.07/2020","","Gasóleo","M1","2545","","","",""
"BMW X3 X3 xDrive30d Auto.11/2019","","Gasóleo","M1","2545","","","",""
"BMW X3 X3 xDrive30e (61DP) Auto. 08/2021","","Híbridos enchufables","M1","2065","25.7","80.0","50.0","12.0"
"BMW X3 X3 xDrive30e (TS11)Auto.01/2021","","Híbridos enchufables","M1","2620","","80.0","44.0","70.0"
"BMW X3 X3 xDrive30e Auto.11/2019","","Híbridos enchufables","M1","2620","16.4","80.0","",""
"BMW X3 X3 xDrive30i (55DP) Auto. 08/2021","","Gasolina","M1","1885","","8.0","",""
"BMW X3 X3 xDrive30i (TY55) Auto.07/2020","","Gasolina","M1","2400","","","",""
"BMW X3 X3 xDrive30i Auto.11/2019","","Gasolina","M1","2400","","","",""
"BMW X3 X3 xDrive30i Automatico (G01) (CO2 164-170) (TR91) Auto.12/2017","","Gasolina","M1","2400","","","",""
"BMW X4 M X4 M (21EC) Auto.08/2021","","Gasolina","M1","2085","","","",""
"BMW X4 M X4 M (UJ01)Auto.01/2021","","Gasolina","M1","2500","","","","105.0"
"BMW X4 X4 M Auto.11/2019","","Gasolina","M1","2500","","","",""
"BMW X4 X4 M40d (4M51) Auto.07/2020","","Gasóleo","M1","2555","","","",""
"BMW X4 X4 M40d (4M51)Auto.01/2021","","Gasóleo","M1","2555","","8.0","","90.0"
"BMW X4 X4 M40d Auto.11/2019","","Gasóleo","M1","2525","","","",""
"BMW X4 X4 M40d xDrive (81CA) Auto.08/2021","","Gasóleo","M1","2095","","","",""
"BMW X4 X4 M40i (2V51) Auto.07/2020","","Gasolina","M1","2430","","","",""
"BMW X4 X4 M40i (2V51)Auto.01/2021","","Gasolina","M1","2430","","","","90.0"
"BMW X4 X4 M40i Auto.11/2019","","Gasolina","M1","2430","","","",""
"BMW X4 X4 M40i xDrive (41DT) Auto.08/2021","","Gasolina","M1","1995","","","",""
"BMW X4 X4 xDrive20d (31CA) Auto.08/2021","","Gasóleo","M1","1915","","","",""
"BMW X4 X4 xDrive20d (4M91) Auto.07/2020","","Gasóleo","M1","2410","","","",""
"BMW X4 X4 xDrive20d (4M91)Auto.01/2021","","Gasóleo","M1","2585","","8.0","","80.0"
"BMW X4 X4 xDrive20d Auto.11/2019","","Gasóleo","M1","2410","","","",""
"BMW X4 X4 xDrive20i (11DT) Auto.08/2021","","Gasolina","M1","1875","","","",""
"BMW X4 X4 xDrive20i (UJ71) Auto.07/2020","","Gasolina","M1","2400","","","",""
"BMW X4 X4 xDrive20i (UJ71)Auto.01/2021","","Gasolina","M1","2400","","","","80.0"
"BMW X4 X4 xDrive20i Auto.11/2019","","Gasolina","M1","2400","","","",""
