mae,loss,val_mae,val_loss
0.1930994987487793,0.11055888235569,0.060405608266592026,0.004938703496009111
0.04350682348012924,0.003188586561009288,0.06624247878789902,0.0069136652164161205
0.04011053591966629,0.002637052908539772,0.10096221417188644,0.012844644486904144
0.031571995466947556,0.001977469539269805,0.062169671058654785,0.006106389220803976
0.03030375950038433,0.0017459391383454204,0.0512654073536396,0.0035363424103707075
0.029580475762486458,0.001694958540610969,0.04780084267258644,0.003040158422663808
0.023636477068066597,0.001267900224775076,0.041730739176273346,0.0021911433432251215
0.025200193747878075,0.0013231521006673574,0.03981401398777962,0.0020900622475892305
0.02291528321802616,0.0012051381636410952,0.054850317537784576,0.0044013215228915215
0.024079307913780212,0.0012492655077949166,0.03703603520989418,0.0017688891384750605
0.029156554490327835,0.001641071867197752,0.0394352562725544,0.0024642569478601217
0.03410860896110535,0.0019756886176764965,0.03693882375955582,0.002170366933569312
0.03496886044740677,0.0020231406670063734,0.05985568091273308,0.004664473235607147
0.024245738983154297,0.0011972424108535051,0.07461313158273697,0.006583009846508503
0.03426055237650871,0.0019319781567901373,0.04718167334794998,0.003177661681547761
0.019711336120963097,0.000889513932634145,0.034508220851421356,0.0016708126058802009
0.018596922978758812,0.0008118078694678843,0.02862205170094967,0.0011569727212190628
0.01741712912917137,0.000703504541888833,0.024044586345553398,0.000846552022267133
0.016876140609383583,0.0006986825610511005,0.023417720571160316,0.000823955808300525
0.017255743965506554,0.0007106597768142819,0.022612204775214195,0.0008139470592141151
0.01591903530061245,0.0006294172490015626,0.030285153537988663,0.0013077001785859466
0.015825752168893814,0.0006306247669272125,0.023836055770516396,0.0007719852146692574
0.01534779742360115,0.000589270144701004,0.026442239060997963,0.001129535143263638
0.015544758178293705,0.0005633421242237091,0.020955797284841537,0.0006282915128394961
0.01663273386657238,0.0006405254825949669,0.030390365049242973,0.0012688367860391736
0.02024889923632145,0.000786359014455229,0.028628965839743614,0.001254286034964025
0.016347471624612808,0.00060167076298967,0.019776497036218643,0.0006116844015195966
0.017179863527417183,0.0006681029917672276,0.027741584926843643,0.0011781620560213923
0.02003537490963936,0.0007596568902954459,0.046219002455472946,0.002625007415190339
0.019212087616324425,0.000742110307328403,0.018794724717736244,0.0005538567202165723
0.015149586834013462,0.0005444816779345274,0.0205499567091465,0.0005849027656950057
0.01593696139752865,0.0005549723864533007,0.022999733686447144,0.0007852222770452499
0.016895627602934837,0.0006144415237940848,0.020467350259423256,0.0005752575816586614
0.02076084539294243,0.0007979552028700709,0.01824282668530941,0.0004630903131328523
0.013726036995649338,0.0004736489790957421,0.04286675527691841,0.0022503675427287817
0.017215607687830925,0.0006176629103720188,0.01792508363723755,0.0005185186746530235
0.012377760373055935,0.00042156747076660395,0.015907956287264824,0.00039511171053163707
0.020024681463837624,0.0007517903577536345,0.023695584386587143,0.0007728394703008235
0.014188484288752079,0.0004504104144871235,0.016797112300992012,0.0004593224439304322
0.014982709661126137,0.0004664790176320821,0.017166316509246826,0.0004298848216421902
0.014062582515180111,0.00045947093167342246,0.03031538985669613,0.001266108243726194
0.012196045368909836,0.0003850064240396023,0.018031878396868706,0.0005237809964455664
0.01506086066365242,0.00048233248526230454,0.022692544385790825,0.0007893653237260878
0.012163941748440266,0.00038284165202639997,0.014991517178714275,0.0003431654185988009
0.01804029569029808,0.0006210843566805124,0.04647362604737282,0.002529016463086009
0.018063537776470184,0.0006404757150448859,0.015370314009487629,0.00035120436223223805
