mae,loss,val_mae,val_loss
0.3921883702278137,0.28232088685035706,0.10240937769412994,0.012423763051629066
0.0526452399790287,0.004593641497194767,0.05347001180052757,0.004543330054730177
0.03545328602194786,0.002240563742816448,0.042157240211963654,0.0032185560557991266
0.03332047164440155,0.001970297424122691,0.03922545909881592,0.0026490669697523117
0.030453186482191086,0.0016987149138003588,0.06185081973671913,0.005330190062522888
0.03168527036905289,0.0017824381357058883,0.03879975527524948,0.002624706132337451
0.02588685415685177,0.0013567995047196746,0.03964528441429138,0.002786115277558565
0.023824967443943024,0.0011872854083776474,0.03441444784402847,0.0014642153400927782
0.026996534317731857,0.0014609730569645762,0.034056197851896286,0.0014735840959474444
0.02366286888718605,0.001183218671940267,0.03253592923283577,0.0013272410724312067
0.021160947158932686,0.0009978663874790072,0.030897051095962524,0.0012987757800146937
0.020466111600399017,0.0009657596237957478,0.02933201566338539,0.001090903184376657
0.019626494497060776,0.0009190945420414209,0.031055578961968422,0.001327680191025138
0.019818486645817757,0.000911142211407423,0.02902957797050476,0.0011329363333061337
0.019277749583125114,0.0008768674451857805,0.031017418950796127,0.001409696415066719
0.018531715497374535,0.0008097235695458949,0.03720667585730553,0.002013701945543289
0.024559251964092255,0.001185279805213213,0.02583584561944008,0.0008750838460400701
0.017765307798981667,0.0007611630717292428,0.028758952394127846,0.00136306113563478
0.019305363297462463,0.0008563160081394017,0.0246199369430542,0.0008130741189233959
0.019663363695144653,0.0008504394209012389,0.03238754719495773,0.0015546830836683512
0.01894381269812584,0.000812623358797282,0.025045761838555336,0.0009487314964644611
0.017403731122612953,0.0007118964567780495,0.021915938705205917,0.0006592393619939685
0.015781616792082787,0.0006390571361407638,0.02109529636800289,0.0006070140516385436
0.019210223108530045,0.0007864930084906518,0.02054821141064167,0.0005860129604116082
0.015385993756353855,0.0006090879323892295,0.02403321862220764,0.000888034759555012
0.017822306603193283,0.0007091501611284912,0.019816096872091293,0.0005544693558476865
0.01498385425657034,0.0005840783705934882,0.019013812765479088,0.0005120070418342948
0.02194637432694435,0.0009768613381311297,0.10993196815252304,0.012654607184231281
0.0323861688375473,0.0019477533642202616,0.026533441618084908,0.001141113112680614
0.015489580109715462,0.0006160675548017025,0.022024555131793022,0.0006555727450177073
0.016697855666279793,0.0006370348855853081,0.020814521238207817,0.0005782255320809782
0.016798976808786392,0.000642310013063252,0.020519478246569633,0.0005721057532355189
0.015334957279264927,0.0005891078617423773,0.021248796954751015,0.0006690252921544015
0.015391799621284008,0.0005844800034537911,0.019467512145638466,0.00052385323215276
0.01436805073171854,0.0005293823196552694,0.01822701096534729,0.00046880339505150914
0.013668368570506573,0.0004986661369912326,0.03857148811221123,0.0019133345922455192
0.01653626747429371,0.00064286426641047,0.15167883038520813,0.02350342459976673
0.04474335536360741,0.003260936588048935,0.02008449099957943,0.0005487626767717302
0.017338484525680542,0.0006685455446131527,0.020690759643912315,0.000622334482613951
0.016982467845082283,0.0006608250550925732,0.018486039713025093,0.0004901110078208148
0.01862732134759426,0.0007247261237353086,0.02369987964630127,0.000878894526977092
0.016864582896232605,0.0006553186103701591,0.018535694107413292,0.0004874830774497241
0.014192813076078892,0.0005236478173173964,0.017268598079681396,0.00042597713763825595
0.016368376091122627,0.0006133504211902618,0.017360959202051163,0.000438411021605134
0.014535313472151756,0.0005338172777555883,0.017028851434588432,0.00041254423558712006
0.015038685873150826,0.0005423209513537586,0.01727730967104435,0.000432629109127447
0.015222670510411263,0.0005692090489901602,0.039158690720796585,0.0019099591299891472
0.015384200029075146,0.000539705972187221,0.018186168745160103,0.00048487214371562004
0.016359427943825722,0.0005968252080492675,0.02021593227982521,0.0006160683697089553
0.014187240973114967,0.0004952079616487026,0.027615351602435112,0.0010570492595434189
0.019136259332299232,0.0006864155293442309,0.015272297896444798,0.0003407879557926208
0.016730567440390587,0.000644592335447669,0.017613330855965614,0.00045994677930139005
0.013625347055494785,0.0004725782200694084,0.014878975227475166,0.0003244738618377596
0.014432278461754322,0.0004963769461028278,0.023988118395209312,0.0008096407982520759
0.014668465591967106,0.0005153646343387663,0.01514737494289875,0.0003604663070291281
0.016297172755002975,0.0005697367596440017,0.046804752200841904,0.002501253504306078
0.015347062610089779,0.0005440173554234207,0.016814466565847397,0.00042697371100075543
0.013142529875040054,0.0004346886125858873,0.014024103991687298,0.0003089068632107228
0.01221193466335535,0.0004051693540532142,0.01364787109196186,0.0002799315843731165
0.01348279882222414,0.00045229497482068837,0.015522981993854046,0.00036399377859197557
0.014308535493910313,0.00046993402065709233,0.024985114112496376,0.0008432203903794289
0.013039928860962391,0.0004071988514624536,0.015611167065799236,0.0003696209751069546
0.012927144765853882,0.0004113320610485971,0.026745570823550224,0.0009326454601250589
0.012970855459570885,0.0004299607826396823,0.013471982441842556,0.0002768851991277188
0.012723577208817005,0.0003984397917520255,0.013104068115353584,0.00026153461658395827
0.012492750771343708,0.0003906115598510951,0.013220126740634441,0.0002675495052244514
0.012804807163774967,0.0003866323968395591,0.012535043992102146,0.00024155921710189432
0.011629537679255009,0.0003742833505384624,0.012565935961902142,0.0002404675615252927
0.013691883534193039,0.0004309366340748966,0.03683174401521683,0.001592009561136365
0.016224121674895287,0.0005128395278006792,0.016213098540902138,0.00038796616718173027
0.01291151624172926,0.0003978761669714004,0.02286268211901188,0.00069955870276317
0.013476688414812088,0.0004238747351337224,0.015559345483779907,0.0003760652616620064
0.012965274043381214,0.00040601633372716606,0.011943681165575981,0.00021859027037862688
0.011249192990362644,0.0003440156579017639,0.014004379510879517,0.0003143984649796039
0.014011397026479244,0.00041854544542729855,0.01350359432399273,0.0002923414867836982
0.011614849790930748,0.0003412463702261448,0.013982449658215046,0.00031109940027818084
0.013992332853376865,0.00042101831058971584,0.03214427828788757,0.001231163740158081
