"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"LVNENG LX06max, S6, Elegance 1","","","","",""
"LVNENG LX08max-W/E3/01 LX08max","","","","",""
"LVNENG NCE S 01","","","","",""
"LVNENG NCE S 02","","","","",""
"LVNENG NCES","","","","",""
"LVNENG S6 01","","","","",""
"Lvtong LVTONG BARCELONA CARRIER 60V 5kW AC SYSTEM. 4 PLAZAS MATR","","","","",""
"Lvtong LVTONG V.E. BARCELONA CARGO 2+CAJA 60V LITIO 150aH","","","","",""
"LYNK & CO 01 GX6/ G4F/ 441EUAP00","","6.6","6.6","150.0","150.0"
"LYNK & CO 01 GX6/ GFF/ 441EUAP00","","1.2","1.2","27.0","27.0"
"MacEV V6 R3","","","","",""
"MAN eTGE 3.140 4x2F","","","","",""
"MAN eTGE 3.140 4x2F  SB","","","","",""
"MAN eTGE 3.140 4x2F 1.0","","","","",""
"MAN eTGE 3.140 4x2F SB","","","","",""
"MAN eTGE 3.140 4x2F SB 1.0","","","","",""
"MAN HOC - Magnus E + A69 LE Gas Natural","","","","",""
"MAN LIONS City 12E FULL ELECTRIC","","","","",""
"MAN LIONS City 12G 280 Gas Natural","","","","",""
"MAN LIONS City 12G 320 Gas Natural","","","","",""
"MAN LIONS City 18E FULL ELECTRIC","","","","",""
"MAN LIONS City 18G Gas Natural","","","","",""
"MAN LIONS City 19G Gas Natural","","","","",""
"MAN Lions City Chassis - City versus MAN A22A Gas Natural","","","","",""
"MARSHELL DG-LSV2","","","","",""
"MARSHELL DG-LSV4","","","","",""
"MARSHELL DU-G2","","","","",""
"Maserati GHIBLI (5AP) M156 7F2 5AP","","","","",""
"Maserati GHIBLI (5AP1) M156 7F2 5AP1","","10.5","11.3","238.0","257.0"
"Maserati GHIBLI DIESEL (5HADG) M156 7D2 5HADG","","","","",""
"Maserati GHIBLI DIESEL (5LADG) M156 7D2 5LADG","","","","",""
"Maserati GHIBLI GT HYBRID (5AP) M156 7L2 5AP","","8.2","9.5","186.0","216.0"
"Maserati GHIBLI GT HYBRID (5AP1L) M156 7L2 5AP1L","","8.2","9.5","186.0","216.0"
"Maserati GHIBLI GT HYBRID (5AP1LB) M156 7L2 5AP1LB","","8.2","9.5","186.0","216.0"
"Maserati GHIBLI GT HYBRID (5APB) M156 7L2 5APB","","8.2","9.5","186.0","216.0"
"Maserati GHIBLI GT HYBRID (5APD) M156 7L2 5APD","","8.2","9.5","186.0","216.0"
"Maserati GHIBLI GT HYBRID (5APD1) M156 7L2 5APD1","","8.2","9.5","186.0","216.0"
"Maserati GHIBLI GT HYBRID (5APD1B) M156 7L2 5APD1B","","8.2","9.5","186.0","216.0"
"Maserati GHIBLI GT HYBRID (5APDB) M156 7L2 5APDB","","8.2","9.5","186.0","216.0"
"Maserati GHIBLI HYBRID (5AP) M156 7L2 5AP","","8.1","9.4","183.0","213.0"
"Maserati GHIBLI HYBRID (5APD) M156 7L2 5APD","","8.1","9.4","183.0","213.0"
"Maserati GHIBLI MODENA (5AP) M156 7F2 5AP","","11.3","12.0","257.0","272.0"
"Maserati GHIBLI MODENA (5AP1) M156 7F2 5AP1","","10.5","11.3","238.0","256.0"
