"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Jeep Compass Compass S 1.6 Mjet 120cv FWD E6D Melfi","","5.9","5.9","152.0","152.0"
"Jeep Compass Compass Sport 1.3 Gse T4 130cv E6D MT FWD Melfi","","7.7","7.8","172.0","174.0"
"Jeep Compass Compass Sport 1.4  140cv FWD E6D","","7.7","7.8","172.0","174.0"
"Jeep Compass Compass Sport 1.6 Mjet 120cv FWD E6D","","5.9","5.9","152.0","152.0"
"Jeep Compass Compass Trailhawk 1.3 PHEV 240hp E6d At Eawd","","2.0","2.0","48.0","48.0"
"Jeep Compass Compass Trailhawk 2.0 Mjet 128kW (170CV) 4x4 ATX Active Drive E6D","","7.9","7.9","203.0","203.0"
"Jeep Compass Compass Upland 1.3 PHEV 240hp E6d At Eawd","","2.0","2.0","48.0","48.0"
"Jeep Grand Cherokee 2.0 PHEV E6D FINAL LIMITED 4X4 LHD","","2.6","2.9","68.0","68.0"
"Jeep Grand Cherokee 2.0 PHEV E6D FINAL OVERLAND 4X4 LHD","","2.6","2.9","68.0","68.0"
"Jeep Grand Cherokee 2.0 PHEV E6D FINAL SUMMIT RESERVE 4X4 LHD","","2.6","2.9","68.0","68.0"
"Jeep Grand Cherokee 2.0 PHEV E6D FINAL TRAILHAWK 4X4 LHD","","2.6","2.9","68.0","68.0"
"Jeep Renegade Renegade Limited 1.0G 120MT6 88kW (120CV) 4x2","","6.7","7.4","151.0","168.0"
"Jeep Renegade Renegade Limited 1.3 PHEV 190hp E6d At Eawd","","1.9","1.9","44.0","44.0"
"Jeep Renegade Renegade Limited 1.3G DDCT6 (150CV) 4x2 DDCT","","6.7","7.3","151.0","166.0"
"Jeep Renegade Renegade Limited 1.6 Mjet 88kW (120CV) 4x2","","5.4","5.8","141.0","152.0"
"Jeep Renegade Renegade Limited 1.6 Mjet 88kW (120CV) 4x2 DDCT","","5.5","5.8","143.0","153.0"
"Jeep Renegade Renegade Longitude 1.0 MT6 88kW (120CV) 4x2","","6.7","7.4","151.0","168.0"
