"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Hyundai Canarias Tucson FL 2018 1.6 CRDi Híbrido 48V 85 kW 115 CV MT6 2WD - Style","","5.7","5.7","149.0","149.0"
"Hyundai Canarias Tucson FL 2018 1.6 CRDi Híbrido 48V 85 kW 115 CV MT6 2WD - Style Sky","","5.6","5.6","145.0","145.0"
"Hyundai Canarias Tucson FL 2018 1.6 CRDi Híbrido 48V 85 kW 115 CV MT6 2WD - Trend","","5.5","5.5","144.0","144.0"
"Hyundai Canarias Tucson FL 2018 1.6 CRDi Híbrido 48V 85 kW 115 CV MT6 2WD - Trend Sky","","5.5","5.5","145.0","145.0"
"Hyundai Canarias Tucson FL 2018 1.6 CRDi Híbrido 48V 85 kW 115 CV MT6 2WD - Trend Sky","","5.5","5.5","145.0","145.0"
"Hyundai Canarias Tucson FL 2018 1.6 CRDi Híbrido 48V 85 kW 115 CV MT6 2WD - Trend SkyLine","","5.7","5.7","150.0","150.0"
"Hyundai Canarias Tucson FL 2018 1.6 GDI 97 kW 132 CV MT6 2WD - Classic","","7.9","7.9","179.0","179.0"
"Hyundai Canarias Tucson FL 2018 1.6 GDI 97 kW 132 CV MT6 2WD - Comfort 16","","7.9","7.9","179.0","179.0"
"Hyundai Canarias Tucson FL 2018 1.6 GDI 97 kW 132 CV MT6 2WD - Comfort 17","","8.0","8.0","183.0","183.0"
"Hyundai Canarias Tucson FL 2018 1.6 GDI 97 kW 132 CV MT6 2WD - Style","","8.1","8.1","184.0","184.0"
"Hyundai Canarias Tucson FL 2018 1.6 GDI 97 kW 132 CV MT6 2WD - Trend 17","","8.1","8.1","183.0","183.0"
"Hyundai Canarias Tucson FL 2018 1.6 GDI 97 kW 132 CV MT6 2WD - Trend 18","","8.1","8.1","183.0","183.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 2WD - Premium","","8.0","8.0","181.0","181.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 2WD - Style","","7.9","7.9","178.0","178.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 2WD - Style N Line Sky","","7.8","7.8","177.0","177.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 2WD - Style Sky","","7.9","7.9","178.0","178.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 2WD - Trend","","7.8","7.8","177.0","177.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 2WD - Trend Sky","","7.8","7.8","178.0","178.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 2WD - Trend SkyLine","","7.9","7.9","179.0","179.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 4WD - Premium","","8.8","8.8","201.0","201.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 4WD - Style","","8.7","8.7","198.0","198.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 4WD - Style Sky","","8.6","8.6","196.0","196.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 4WD - Style SkyLine","","8.8","8.8","199.0","199.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 4WD - Trend","","8.5","8.5","194.0","194.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV DCT7 4WD - Trend Sky","","8.6","8.6","195.0","195.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Comfort","","8.0","8.0","182.0","182.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Style","","8.1","8.1","185.0","185.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Style N Line","","8.1","8.1","183.0","183.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Style N Line Sky","","8.2","8.2","186.0","186.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Style Sky","","8.2","8.2","186.0","186.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Style SkyLine","","8.2","8.2","186.0","186.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Trend","","8.0","8.0","183.0","183.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Trend Sky","","8.1","8.1","183.0","183.0"
"Hyundai Canarias Tucson FL 2018 1.6 T-GDi 130 kW 177 CV MT6 2WD - Trend SkyLine","","8.2","8.2","186.0","186.0"
"Hyundai Canarias Tucson FL 2018 2.0 CRDi 136 kW (185 CV) AT8 4WD Premium MY19","","7.1","7.1","187.0","187.0"
"Hyundai Canarias Tucson FL 2018 2.0 CRDi Híbrido 48V 136 kW 185 CV AT8 4WD - Premium","","7.1","7.1","187.0","187.0"
"Hyundai Canarias TUCSON Hibrido 2020 1.6 TGDi 169 kW (230 CV) AT6 2WD","","5.5","5.9","127.0","131.0"
"Hyundai Canarias TUCSON Hibrido 2020 1.6 TGDi 169 kW (230 CV) AT6 4WD","","6.2","6.6","140.0","149.0"
"Hyundai Canarias TUCSON Híbrido Enchufable 2020 1.6 TGDi 194,8 kW (265 CV) AT6 4WD","","1.4","1.4","31.0","31.0"
"Hyundai Canarias TUCSON Híbrido Enchufable 2020 1.6 TGDi 194,8 kW (265 CV) AT6 4WD N Line","","1.4","1.4","31.0","31.0"
"Hyundai i10 MPI 1.0 66CV AT KLASS","","5.4","5.5","122.0","126.0"
"Hyundai i10 MPI 1.0 66CV ESSENCE","","4.8","5.0","110.0","115.0"
"Hyundai i10 MPI 1.0 66CV KLASS","","5.1","5.2","116.0","119.0"
"Hyundai i10 MPI 1.0 66CV TECNO","","5.3","5.3","120.0","120.0"
"Hyundai i10 MPI 1.2 84CV AT STYLE 2C","","5.7","5.7","130.0","130.0"
"Hyundai i10 MPI 1.2 84CV AT TECNO 2C","","5.7","5.7","130.0","130.0"
"Hyundai i10 MPI 1.2 84CV N LINE","","5.5","5.5","126.0","126.0"
"Hyundai i10 MPI 1.2 84CV N LINE 30A","","5.6","5.6","126.0","126.0"
"Hyundai i10 MPI 1.2 84CV TECNO 2C","","5.5","5.5","124.0","124.0"
"Hyundai i10 TGDI 1.0 100CV N LINE","","5.4","5.4","123.0","123.0"
"Hyundai i10 TGDI 1.0 100CV NLINE 2C","","5.4","5.4","123.0","123.0"
"Hyundai i30 5P 1.5 DPI 110CV ESSENCE","","6.1","6.1","138.0","139.0"
"Hyundai i30 5P CRDI 1.6 116CV DT KLASS","","4.7","4.7","122.0","122.0"
"Hyundai i30 5P CRDI 1.6 116CV DT KLASS LR","","4.7","4.7","122.0","122.0"
"Hyundai i30 5P CRDI 1.6 116CV KLASS","","4.7","4.7","122.0","122.0"
"Hyundai i30 5P CRDI 1.6 116CV KLASS LR","","4.5","4.5","115.0","115.0"
"Hyundai i30 5P CRDI 1.6 136CV 48V DT N LINE X","","5.4","5.4","139.0","139.0"
"Hyundai i30 5P CRDI 1.6 136CV 48V KLASS","","4.7","4.7","122.0","122.0"
"Hyundai i30 5P CRDI 1.6 136CV 48V KLASS LR","","4.5","4.5","116.0","116.0"
"Hyundai i30 5P CRDI 1.6 136CV 48V N LINE","","5.3","5.3","137.0","137.0"
"Hyundai i30 5P DPI 1.5 110CV KLASS SLX","","6.2","6.2","140.0","140.0"
"Hyundai i30 5P TGDI 1.0 120CV 48V DT KLASS","","5.4","5.4","118.0","118.0"
"Hyundai i30 5P TGDI 1.0 120CV 48V DT KLASS LR","","3.0","5.4","118.0","121.0"
"Hyundai i30 5P TGDI 1.0 120CV 48V DT TECNO","","5.4","5.4","121.0","121.0"
"Hyundai i30 5P TGDI 1.0 120CV 48V KLASS","","5.3","5.3","121.0","121.0"
"Hyundai i30 5P TGDI 1.0 120CV 48V KLASS LR","","5.2","5.3","117.0","119.0"
"Hyundai i30 5P TGDI 1.0 120CV 48V N LINE","","5.5","5.9","124.0","133.0"
"Hyundai i30 5P TGDI 1.0 120CV 48V TECNO","","5.2","5.3","118.0","119.0"
"Hyundai i30 5P TGDI 1.0 120CV ESSENCE","","5.5","5.5","125.0","125.0"
"Hyundai i30 5P TGDI 1.0 120CV KLASS","","5.4","5.5","122.0","126.0"
"Hyundai i30 5P TGDI 1.0 120CV KLASS LR","","5.4","5.4","122.0","122.0"
"Hyundai i30 5P TGDI 1.0 120CV N LINE 30A","","5.7","6.1","129.0","137.0"
"Hyundai i30 5P TGDI 1.5 160CV 48V DT N LINE","","6.1","6.1","138.0","139.0"
"Hyundai i30 5P TGDI 1.5 160CV 48V DT N LINE X","","6.2","6.2","140.0","141.0"
"Hyundai i30 5P TGDI 1.5 160CV 48V N LINE","","6.3","6.6","142.0","149.0"
"Hyundai i30 5P TGDI 2.0 250CV N","","7.7","7.7","175.0","175.0"
"Hyundai i30 5P TGDI 2.0 275CV N PROJECT C","","8.3","8.3","188.0","188.0"
"Hyundai i30 5P TGDI 2.0 280CV DRIVE N LE","","8.0","8.0","182.0","182.0"
"Hyundai i30 5P TGDI 2.0 280CV DT DRIVE N LE","","8.4","8.4","191.0","191.0"
"Hyundai i30 5P TGDI 2.0 280CV N PERFORMANCE","","8.0","8.0","182.0","182.0"
"Hyundai i30 5P TGDI 2.0 280CVDT N PERFORMANCE SKY","","8.4","8.4","191.0","191.0"
"Hyundai i30 CW CRDI 1.6 116CV KLASS","","4.7","4.7","121.0","121.0"
"Hyundai i30 CW CRDI 1.6 116CV KLASS LR","","4.4","4.4","115.0","115.0"
"Hyundai i30 CW CRDI 1.6 116CV KLASS NAV FLEET","","4.8","4.8","127.0","127.0"
"Hyundai i30 CW CRDI 1.6 136CV 48V DT N LINE X","","5.3","5.3","138.0","138.0"
"Hyundai i30 CW CRDI 1.6 136CV 48V KLASS","","4.7","4.7","121.0","121.0"
"Hyundai i30 CW CRDI 1.6 136CV 48V KLASS LR","","4.5","4.5","116.0","116.0"
"Hyundai i30 CW CRDI 1.6 136CV 48V N LINE","","5.3","5.3","137.0","137.0"
"Hyundai i30 CW TGDI 1.0 120CV 48V DT KLASS","","5.3","5.3","119.0","119.0"
"Hyundai i30 CW TGDI 1.0 120CV 48V KLASS","","3.0","5.3","117.0","120.0"
"Hyundai i30 CW TGDI 1.0 120CV 48V KLASS LR","","5.3","5.3","120.0","120.0"
"Hyundai i30 CW TGDI 1.0 120CV 48V N LINE","","5.5","5.9","125.0","134.0"
"Hyundai i30 CW TGDI 1.0 120CV KLASS","","5.3","5.5","121.0","124.0"
"Hyundai i30 CW TGDI 1.0 120CV KLASS LR","","5.3","5.3","120.0","120.0"
"Hyundai i30 CW TGDI 1.0 120CV N LINE 30A","","5.7","6.1","129.0","138.0"
"Hyundai i30 CW TGDI 1.5 160CV 48V DT N LINE","","6.1","6.3","137.0","142.0"
"Hyundai i30 CW TGDI 1.5 160CV 48V DT N LINE X","","6.1","6.4","139.0","144.0"
"Hyundai i30 FB CRDI 1.6 136CV 48V KLASS","","4.4","4.6","115.0","120.0"
"Hyundai i30 FB TGDI 1.0 120CV 48V DT TECNO","","5.3","5.4","121.0","121.0"
"Hyundai i30 FB TGDI 1.0 120CV 48V KLASS","","5.3","5.3","117.0","120.0"
