"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Mercedes-Benz Vito Vito 110 CDI Furgón Pro Extralarga - 2800","","7.1","7.8","187.0","204.0"
"Mercedes-Benz Vito Vito 110 CDI Furgón Pro Extralarga - 3050","","7.2","7.8","188.0","204.0"
"Mercedes-Benz Vito Vito 110 CDI Furgón Pro Larga - 2500","","7.1","7.8","186.0","204.0"
"Mercedes-Benz Vito Vito 110 CDI Furgón Pro Larga - 2800","","7.1","7.8","186.0","203.0"
"Mercedes-Benz Vito Vito 110 CDI Furgón Pro Larga - 3050","","7.1","7.8","186.0","203.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Compacta 2800","","6.9","7.6","180.0","200.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Compacta 3050","","6.8","7.7","177.0","200.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Compacta 3200","","7.5","8.3","198.0","219.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Extralarga 2800","","7.0","7.7","182.0","203.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Extralarga 3050","","6.8","7.8","179.0","203.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Extralarga 3200","","7.6","8.4","200.0","221.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Larga 2800","","6.9","7.7","181.0","202.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Larga 3050","","6.8","7.7","178.0","202.0"
"Mercedes-Benz Vito Vito 114 CDI Mixto Larga 3200","","7.6","8.4","199.0","220.0"
"Mercedes-Benz Vito Vito 114 CDI tD Furgón Larga 3050","","7.0","7.9","183.0","206.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Compacta M1 2800","","7.2","8.0","189.0","210.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Compacta M1 3050","","7.1","8.0","186.0","211.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Compacta N1 2800","","7.2","7.8","188.0","204.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Compacta N1 3050","","7.0","8.1","184.0","212.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Extralarga M1 2800","","7.3","8.1","191.0","213.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Extralarga M1 3050","","7.2","8.2","188.0","214.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Extralarga N1 2800","","7.2","7.8","190.0","204.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Extralarga N1 3050","","7.1","8.2","186.0","215.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Larga M1 2800","","7.3","8.1","190.0","212.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Larga M1 3050","","7.1","8.1","187.0","213.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Larga N1 2800","","7.2","7.8","189.0","204.0"
"Mercedes-Benz Vito Vito 114 CDI tD Mixto Larga N1 3050","","7.1","8.2","185.0","214.0"
"Mercedes-Benz Vito Vito 114 CDI tD Tourer Base Compacta","","7.1","8.2","186.0","215.0"
"Mercedes-Benz Vito Vito 114 CDI tD Tourer Base Larga","","7.1","8.3","187.0","216.0"
"Mercedes-Benz Vito Vito 114 CDI tD Tourer Pro Compacta","","7.1","8.2","186.0","216.0"
"Mercedes-Benz Vito Vito 114 CDI tD Tourer Pro Extralarga","","7.2","8.2","188.0","216.0"
"Mercedes-Benz Vito Vito 114 CDI tD Tourer Pro Larga","","7.2","8.3","187.0","216.0"
"Mercedes-Benz Vito Vito 114 CDI tD Tourer Select Compacta","","7.2","8.3","190.0","216.0"
"Mercedes-Benz Vito Vito 114 CDI tD Tourer Select Extralarga","","7.3","8.2","192.0","216.0"
"Mercedes-Benz Vito Vito 114 CDI tD Tourer Select Larga","","7.3","8.3","191.0","216.0"
"Mercedes-Benz Vito Vito 114 CDI Tourer Base Compacta 3100","","6.8","7.8","178.0","205.0"
"Mercedes-Benz Vito Vito 114 CDI Tourer Base Compacta 3200","","6.8","7.7","178.0","201.0"
"Mercedes-Benz Vito Vito 114 CDI Tourer Base Larga 3100","","6.8","7.9","179.0","208.0"
"Mercedes-Benz Vito Vito 114 CDI Tourer Base Larga 3200","","6.8","7.8","179.0","205.0"
"Mercedes-Benz Vito Vito 114 CDI Tourer Pro Compacta 3100","","6.8","7.9","178.0","206.0"
"Mercedes-Benz Vito Vito 114 CDI Tourer Pro Compacta 3200","","7.6","8.5","198.0","223.0"
"Mercedes-Benz Vito Vito 114 CDI Tourer Pro Extralarga 3100","","6.9","7.9","179.0","207.0"
