"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Hyundai i30 FB TGDI 1.0 120CV 48V KLASS LR","","5.3","5.3","120.0","120.0"
"Hyundai i30 FB TGDI 1.0 120CV 48V TECNO","","3.0","5.3","117.0","120.0"
"Hyundai i30 FB TGDI 1.0 120CV ESSENCE","","5.4","5.4","123.0","123.0"
"Hyundai i30 FB TGDI 1.0 120CV ESSENCE LRR","","5.3","5.3","120.0","120.0"
"Hyundai i30 FB TGDI 1.0 120CV KLASS","","5.3","5.4","121.0","124.0"
"Hyundai i30 FB TGDI 1.0 120CV KLASS LR","","5.3","5.3","120.0","121.0"
"Hyundai i30 FB TGDI 1.0 120CV N LINE 30A","","5.6","6.0","127.0","135.0"
"Hyundai i30 FB TGDI 1.5 160CV 48V DT N LINE X","","6.1","6.1","138.0","139.0"
"Hyundai i30 FB TGDI 1.5 160CV 48V N LINE","","6.2","6.3","141.0","142.0"
"Hyundai i30 FB TGDI 2.0 280CV DT DRIVE N LE","","8.4","8.4","191.0","191.0"
"Hyundai i30 FB TGDI 2.0 280CVDT N PERFORMANCE SKY","","8.4","8.4","191.0","191.0"
"Hyundai IONIQ 5 125kW 58kWh RWD LIGHT","","","","",""
"Hyundai IONIQ 5 160kW 73kWh RWD ENERGY","","","","",""
"Hyundai IONIQ 5 160kW 73kWh RWD LIGHT","","","","",""
"Hyundai IONIQ 5 160kW 73kWh RWD STAR","","","","",""
"Hyundai IONIQ 5 168kW 77kWh RWD ENERGY","","","","",""
"Hyundai IONIQ 5 168kW 77kWh RWD LIGHT","","","","",""
"Hyundai IONIQ 5 168kW 77kWh RWD STAR","","","","",""
"Hyundai IONIQ 5 225kW 73kWh AWD ENERGY","","","","",""
"Hyundai IONIQ 5 239kW 77kWh AWD ENERGY","","","","",""
"Hyundai IONIQ 6 111KW 53kWh RWD LIGHT","","","","",""
"Hyundai IONIQ 6 168KW 77kWh RWD STAR","","","","",""
"Hyundai IONIQ 6 239kW 77kWh AWD ENERGY","","","","",""
"Hyundai IONIQ FL EV 5P 100kW KLASS","","","","",""
"Hyundai IONIQ FL EV 5P 100kW KLASS TAXI FLEET","","","","",""
"Hyundai IONIQ FL EV 5P 100kW STYLE","","","","",""
"Hyundai IONIQ FL EV 5P 100kW TECNO","","","","",""
"Hyundai IONIQ FL HEV 5P GDI 1.6 141CV DT KLASS","","4.5","4.5","102.0","102.0"
"Hyundai IONIQ FL HEV 5P GDI 1.6 141CV DT STYLE","","4.6","4.6","106.0","106.0"
"Hyundai IONIQ FL HEV 5P GDI 1.6 141CV DT TECNO","","4.6","4.6","105.0","105.0"
"Hyundai IONIQ FL HEV 5P GDI 1.6 141CV DT TECNO FLEET","","4.5","4.5","102.0","102.0"
"Hyundai IONIQ FL PHEV 5P GDI 1.6 141CV DT KLASS","","1.1","1.1","26.0","26.0"
"Hyundai IONIQ FL PHEV 5P GDI 1.6 141CV DT STYLE","","1.1","1.1","26.0","26.0"
"Hyundai IONIQ FL PHEV 5P GDI 1.6 141CV DT TECNO","","1.1","1.1","26.0","26.0"
"Hyundai IONIQ FL PHEV 5P GDI 1.6 141CV DT TECNO FLEET","","1.1","1.1","26.0","26.0"
"Hyundai KONA EV 115kW 48kWh FLEXX","","","","",""
"Hyundai KONA EV 115kW 48kWh TECNO 2C","","","","",""
"Hyundai KONA EV 160kW 65kWh FLEXX","","","","",""
"Hyundai KONA EV 160kW 65kWh STYLE 2C","","","","",""
"Hyundai KONA EV 160kW 65kWh TECNO 2C","","","","",""
