"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L1 H1 2.800 kg 135 CV","","9.0","12.4","236.0","327.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L1 H1 3.500 kg 135 CV","","9.0","12.4","236.0","327.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L1 H2 3.300 kg 135 CV","","9.0","12.4","236.0","327.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L1 H2 3.500 kg 135 CV","","9.0","12.4","236.0","327.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H2 3.300 kg 135 CV","","9.0","12.4","236.0","327.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg 135 CV","","9.0","12.4","236.0","327.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV","","8.7","12.3","230.0","323.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 180 CV","","8.9","12.5","235.0","330.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg 135 CV","","9.0","12.4","236.0","327.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg con Start/Stop 150 CV","","8.7","12.3","230.0","323.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L2 H3 3.500 kg con Start/Stop 180 CV","","8.9","12.5","235.0","330.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg 135 CV","","9.0","12.4","236.0","327.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV","","8.7","12.3","230.0","323.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 180 CV","","8.9","12.5","235.0","330.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H3 3.500 kg con Start/Stop 150 CV","","8.7","12.3","230.0","323.0"
"Opel Movano (MY20.5) Furgón 2.3 Turbo Diésel L3 H3 3.500 kg con Start/Stop 180 CV","","8.9","12.5","235.0","330.0"
"Opel Movano (MY20.5) Furgón Doble Cabina 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV","","8.7","12.3","230.0","323.0"
"Opel Movano (MY20.5) Furgón Doble Cabina 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV","","8.7","12.3","230.0","323.0"
"Opel Movano (MY20.5) Plataforma 2.3 Turbo Diésel L2 H2 3.500 kg con Start/Stop 150 CV","","12.3","12.3","323.0","323.0"
"Opel Movano (MY20.5) Plataforma 2.3 Turbo Diésel L3 H2 3.500 kg con Start/Stop 150 CV","","12.3","12.3","323.0","323.0"
"Opel Movano Chasis (MY23A) BASE Light L3 3.5T BlueHDi 140 S&S 6.4","","9.0","14.1","235.0","368.0"
"Opel Movano Chasis (MY23A) BASE Reforzada L2S 3.5T BlueHDi 140 S&S 6.4","","9.0","14.1","235.0","368.0"
"Opel Movano Chasis (MY23A) BASE Reforzada L3 3.5T BlueHDi 140 S&S 6.4","","9.0","14.1","235.0","368.0"
"Opel Movano Chasis (MY23A) BASE Reforzada L4 3.5T BlueHDi 140 S&S 6.4","","9.0","14.1","235.0","368.0"
"Opel Movano Chasis (MY23A) CAJA ABIERTA BASE Light 3.5T BlueHDi 140 S&S 6.4","","9.0","14.1","235.0","368.0"
"Opel Movano Chasis (MY23A) CAJA ABIERTA BASE Light 3.5T BlueHDi 165 S&S 6.4","","9.0","13.7","235.0","360.0"
"Opel Movano Chasis (MY23A) DC BASE Reforzada L4 3.5T BlueHDi 140 S&S 6.4","","9.0","14.1","235.0","368.0"
"Opel Movano Chasis (MY23A) VOLQUETE TIPPER BASE Reforzada L3 3.5T BlueHDi 140 S&S 6.4","","9.0","13.7","235.0","360.0"
"Opel Movano Chasis (MY23A) VOLQUETE TIPPER BASE Reforzada L3 3.5T BlueHDi 165 S&S 6.4","","9.0","13.7","235.0","360.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L1 H1 3.0T BlueHDi 120 S&S 6.4","","7.8","10.9","205.0","285.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L1 H1 3.0T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L1H1 3.5T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L2 H1 3.3T BlueHDi 120 S&S 6.4","","7.8","10.9","205.0","285.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L2 H1 3.3T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L2 H2 3.3T BlueHDi 120 S&S 6.4","","7.8","10.9","205.0","285.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L2 H2 3.3T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L2H2 3.5T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L2H2 3.5T BlueHDi 165 S&S 6.4","","7.2","11.2","188.0","295.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L3H2 3.5T BlueHDi 140 S&S6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L3H2 3.5T BlueHDi 165 S&S 6.4","","7.2","11.2","188.0","295.0"
"Opel Movano Furgón (MY23A) BASE LIGHT L3H3 3.5T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE Reforzada L3H2 3.5T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE Reforzada L4H2 3.5T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE Reforzada L4H2 3.5T BlueHDi 165 S&S 6.4","","7.2","11.2","188.0","295.0"
"Opel Movano Furgón (MY23A) BASE Reforzada L4H3 3.5T BlueHDi 140 S&S 6.4","","7.2","11.1","188.0","292.0"
"Opel Movano Furgón (MY23A) BASE Reforzada L4H3 3.5T BlueHDi 165 S&S 6.4","","7.2","11.2","188.0","295.0"
