"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"SEAT Leon Sportstourer 1.0 EcoTSI 81 kW (110cv) St&Sp STYLE XM MY24","","5.4","6.1","123.0","139.0"
"SEAT Leon Sportstourer 1.0 EcoTSI 81 kW (110cv) St&Sp STYLE XS MY23","","5.4","6.1","125.2","139.0"
"SEAT Leon Sportstourer 1.0 EcoTSI 81 kW (110cv) St&Sp STYLE XS MY24","","5.4","6.1","123.0","139.0"
"SEAT Leon Sportstourer 1.0 EcoTSI 85kW (115cv) St&Sp STYLE EDITION con NAVI s48","","5.0","6.3","114.0","143.0"
"SEAT Leon Sportstourer 1.0 EcoTSI 85kW (115cv) St&Sp STYLE s48","","5.0","6.3","114.0","143.0"
"SEAT Leon Sportstourer 1.0 EcoTSI 85kW (115cv)St&Sp STYLE EDITION s48","","5.0","6.3","114.0","143.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XL ECO MY24","","5.4","6.3","124.0","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XL MY23","","5.4","6.3","128.7","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XM ECO MY24","","5.4","6.3","124.0","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XM MY23","","5.4","6.3","128.6","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XS ECO MY24","","5.4","6.3","124.0","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XS MY23","","5.4","6.3","128.5","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XXL ECO MY24","","5.4","6.3","124.0","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XXL MY23","","5.4","6.3","128.7","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XL MY23","","5.4","6.3","126.1","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XL MY24","","5.4","6.3","124.0","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XM MY23","","5.4","6.3","125.9","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XM MY24","","5.4","6.3","124.0","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XS MY23","","5.4","6.3","125.8","142.0"
"SEAT Leon Sportstourer 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XS MY24","","5.4","6.3","124.0","142.0"
"SEAT Leon Sportstourer 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XL e-HYBRID MY24","","1.1","1.3","25.9","29.0"
"SEAT Leon Sportstourer 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XL MY23","","1.1","1.2","25.9","27.0"
