"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"SKODA SCALA MY23 ACTIVE 1.0 TGI 66 kW (90 CV) Manual (MTMA 1740)","","5.5","5.7","98.0","102.0"
"SKODA SCALA MY23 ACTIVE 1.0 TSI 70 kW (95 CV) Manual (MTMA 1590)","","5.2","5.5","118.0","125.0"
"SKODA SCALA MY23 ACTIVE 1.0 TSI 70 kW (95 CV) Manual (MTMA 1620)","","5.2","5.5","118.0","125.0"
"SKODA SCALA MY23 ACTIVE 1.0 TSI 70 kW (95 CV) Manual (MTMA 1630)","","5.2","5.5","118.0","125.0"
"SKODA SCALA MY23 ACTIVE 1.0 TSI 81 kW (110 CV) Manual (MTMA 1620)","","5.3","5.6","119.0","126.0"
"SKODA SCALA MY23 ACTIVE 1.0 TSI 81 kW (110 CV) Manual (MTMA 1650)","","5.3","5.6","119.0","126.0"
"SKODA SCALA MY23 ACTIVE 1.0 TSI 81 kW (110 CV) Manual (MTMA 1670)","","5.3","5.6","119.0","126.0"
"SKODA SCALA MY23 AMBITION 1.0 TGI 66 kW (90 CV) Manual (MTMA 1740)","","5.5","5.8","98.0","103.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 70 kW (95 CV) Manual (MTMA 1600)","","5.2","5.6","119.0","126.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 70 kW (95 CV) Manual (MTMA 1630)","","5.2","5.6","119.0","126.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 70 kW (95 CV) Manual (MTMA 1669)","","5.2","5.6","119.0","126.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 81 kW (110 CV) DSG (MTMA 1640)","","5.7","6.0","129.0","136.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 81 kW (110 CV) DSG (MTMA 1670)","","5.7","6.0","129.0","136.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 81 kW (110 CV) DSG (MTMA 1709)","","5.7","6.0","129.0","136.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 81 kW (110 CV) Manual (MTMA 1620)","","5.3","5.6","119.0","128.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 81 kW (110 CV) Manual (MTMA 1650)","","5.3","5.6","119.0","128.0"
"SKODA SCALA MY23 AMBITION 1.0 TSI 81 kW (110 CV) Manual (MTMA 1690)","","5.3","5.6","119.0","128.0"
"SKODA SCALA MY23 AMBITION 1.5 TSI 110 kW (150 CV) DSG (MTMA 1670)","","5.7","6.0","130.0","137.0"
"SKODA SCALA MY23 AMBITION 1.5 TSI 110 kW (150 CV) DSG (MTMA 1700)","","5.7","6.0","130.0","137.0"
"SKODA SCALA MY23 AMBITION 1.5 TSI 110 kW (150 CV) DSG (MTMA 1730)","","5.7","6.0","130.0","137.0"
"SKODA SCALA MY23 AMBITION 1.5 TSI 110 kW (150 CV) Manual (MTMA 1650)","","5.4","5.8","123.0","132.0"
"SKODA SCALA MY23 AMBITION 1.5 TSI 110 kW (150 CV) Manual (MTMA 1680)","","5.4","5.8","123.0","132.0"
"SKODA SCALA MY23 AMBITION 1.5 TSI 110 kW (150 CV) Manual (MTMA 1717)","","5.4","5.8","123.0","132.0"
"SKODA SCALA MY23 MONTE CARLO 1.0 TSI 81 kW (110 CV) DSG (MTMA 1640)","","5.8","5.9","132.0","134.0"
"SKODA SCALA MY23 MONTE CARLO 1.0 TSI 81 kW (110 CV) DSG (MTMA 1670)","","5.8","5.9","132.0","134.0"
"SKODA SCALA MY23 MONTE CARLO 1.0 TSI 81 kW (110 CV) DSG (MTMA 1709)","","5.8","5.9","132.0","134.0"
"SKODA SCALA MY23 MONTE CARLO 1.5 TSI 110 kW (150 CV) DSG (MTMA 1670)","","5.8","5.9","133.0","135.0"
"SKODA SCALA MY23 MONTE CARLO 1.5 TSI 110 kW (150 CV) DSG (MTMA 1700)","","5.8","5.9","133.0","135.0"
"SKODA SCALA MY23 MONTE CARLO 1.5 TSI 110 kW (150 CV) DSG (MTMA 1730)","","5.8","5.9","133.0","135.0"
"SKODA SCALA MY23 MONTE CARLO 1.5 TSI 110 kW (150 CV) Manual (MTMA 1650)","","5.6","5.7","127.0","130.0"
"SKODA SCALA MY23 MONTE CARLO 1.5 TSI 110 kW (150 CV) Manual (MTMA 1680)","","5.6","5.7","127.0","130.0"
"SKODA SCALA MY23 MONTE CARLO 1.5 TSI 110 kW (150 CV) Manual (MTMA 1717)","","5.6","5.7","127.0","130.0"
"SKODA SCALA MY23 SPORT 1.0 TSI 81 kW (110 CV) DSG","","5.7","6.0","130.0","136.0"
"SKODA SCALA MY23 SPORT 1.0 TSI 81 kW (110 CV) Manual","","5.4","5.6","122.0","128.0"
"SKODA SCALA MY23 SPORT 1.5 TSI 110 kW (150 CV) DSG (MTMA 1730)","","5.8","6.0","131.0","137.0"
"SKODA SCALA MY23 SPORT 1.5 TSI 110 kW (150 CV) Manual (MTMA 1717)","","5.5","5.8","125.0","132.0"
"SKODA SCALA MY23 STYLE 1.0 TSI 81 kW (110 CV) DSG (MTMA 1640)","","5.8","6.0","132.0","136.0"
"SKODA SCALA MY23 STYLE 1.0 TSI 81 kW (110 CV) DSG (MTMA 1670)","","5.8","6.0","132.0","136.0"
"SKODA SCALA MY23 STYLE 1.0 TSI 81 kW (110 CV) DSG (MTMA 1709)","","5.8","6.0","132.0","136.0"
"SKODA SCALA MY23 STYLE 1.0 TSI 81 kW (110 CV) Manual (MTMA 1630)","","5.4","5.6","123.0","128.0"
"SKODA SCALA MY23 STYLE 1.0 TSI 81 kW (110 CV) Manual (MTMA 1660)","","5.4","5.6","123.0","128.0"
"SKODA SCALA MY23 STYLE 1.0 TSI 81 kW (110 CV) Manual (MTMA 1702)","","5.4","5.6","123.0","128.0"
"SKODA SCALA MY23 STYLE 1.5 TSI 110 kW (150 CV) DSG (MTMA 1660)","","5.9","6.0","133.0","137.0"
"SKODA SCALA MY23 STYLE 1.5 TSI 110 kW (150 CV) DSG (MTMA 1690)","","5.9","6.0","133.0","137.0"
"SKODA SCALA MY23 STYLE 1.5 TSI 110 kW (150 CV) DSG (MTMA 1730)","","5.9","6.0","133.0","137.0"
"SKODA SCALA MY23 STYLE 1.5 TSI 110 kW (150 CV) Manual (MTMA 1660)","","5.6","5.8","127.0","132.0"
"SKODA SCALA MY23 STYLE 1.5 TSI 110 kW (150 CV) Manual (MTMA 1690)","","5.6","5.8","127.0","132.0"
"SKODA SCALA MY23 STYLE 1.5 TSI 110 kW (150 CV) Manual (MTMA 1730)","","5.6","5.8","127.0","132.0"
"SKODA SUPERB COMBI IV MY20 1,4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG 6 vel.","","1.3","1.8","10.0","158.0"
"SKODA SUPERB COMBI IV MY21 1,4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG 6 vel.","","1.3","1.7","9.0","158.0"
"SKODA SUPERB COMBI MY19 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","6.8","7.5","155.0","169.0"
"SKODA SUPERB COMBI MY19 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","6.2","6.8","140.0","154.0"
"SKODA SUPERB COMBI MY19 1,6 TDI 88 kW (120 CV) DSG 7 vel.","","5.7","6.0","148.0","157.0"
"SKODA SUPERB COMBI MY19 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","5.5","6.0","144.0","156.0"
"SKODA SUPERB COMBI MY19 2,0 TDI 110 kW (150 CV) Manual 6 vel.","","5.3","5.8","139.0","151.0"
"SKODA SUPERB COMBI MY19 2,0 TDI 140 kW (190 CV) DSG 7 vel.","","5.7","6.0","149.0","157.0"
"SKODA SUPERB COMBI MY19 2,0 TDI 140 kW (190 CV) DSG 7 vel. 4x4","","6.4","6.8","167.0","177.0"
"SKODA SUPERB COMBI MY19 2,0 TSI 200 kW (272 CV) DSG 7 vel. 4x4","","8.6","9.0","194.0","203.0"
"SKODA SUPERB COMBI MY20 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","150.0","169.0","6.6","7.4"
"SKODA SUPERB COMBI MY20 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","145.0","157.0","6.4","6.9"
"SKODA SUPERB COMBI MY20 1,6 TDI 88 kW (120 CV) DSG 7 vel.","","148.0","162.0","5.7","6.2"
"SKODA SUPERB COMBI MY20 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","134.0","147.0","5.1","5.6"
"SKODA SUPERB COMBI MY20 2,0 TDI 110 kW (150 CV) Manual 6 vel.","","130.0","142.0","5.0","5.4"
"SKODA SUPERB COMBI MY20 2,0 TDI 140 kW (190 CV) DSG 7 vel.","","151.0","163.0","5.8","6.2"
"SKODA SUPERB COMBI MY20 2,0 TDI 140 kW (190 CV) DSG 7 vel. 4x4","","164.0","178.0","6.3","6.8"
"SKODA SUPERB COMBI MY20 2.0 TSI 140kW (190CV) DSG","","169.0","175.0","7.5","7.8"
"SKODA SUPERB COMBI MY20 2.0 TSI 200kW (272CV) DSG 4x4","","193.0","201.0","8.5","8.9"
"SKODA SUPERB COMBI MY21 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","6.6","7.4","150.0","168.0"
"SKODA SUPERB COMBI MY21 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","6.4","6.8","145.0","155.0"
"SKODA SUPERB COMBI MY21 1,6 TDI 88 kW (120 CV) DSG 7 vel.","","5.7","6.2","149.0","161.0"
"SKODA SUPERB COMBI MY21 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","5.1","5.6","135.0","147.0"
"SKODA SUPERB COMBI MY21 2,0 TDI 110 kW (150 CV) Manual 6 vel.","","5.0","5.4","130.0","141.0"
"SKODA SUPERB COMBI MY21 2,0 TDI 140 kW (190 CV) DSG 7 vel.","","5.8","6.2","152.0","163.0"
"SKODA SUPERB COMBI MY21 2,0 TDI 140 kW (190 CV) DSG 7 vel. 4x4","","6.3","6.8","164.0","177.0"
"SKODA SUPERB COMBI MY21 2,0 TDI 90 kW (122 CV) DSG 7 vel.","","5.0","5.5","130.0","143.0"
"SKODA SUPERB COMBI MY21 2,0 TSI 140 kW (190 CV) DSG 7 vel.","","7.4","7.8","168.0","176.0"
"SKODA SUPERB COMBI MY21 2,0 TSI 200 kW (272 CV) DSG 7 vel. 4x4","","8.5","8.9","192.0","201.0"
"SKODA SUPERB COMBI MY22 ACTIVE 1.5 TSI 110 kW (150 CV) DSG","","6.4","6.8","145.0","154.0"
"SKODA SUPERB COMBI MY22 ACTIVE 1.5 TSI 110 kW (150 CV) Manual 6 vel.","","6.2","6.5","140.0","148.0"
"SKODA SUPERB COMBI MY22 ACTIVE 2.0 TDI 110 kW (150 CV) Adblue DSG","","5.0","5.3","131.0","139.0"
"SKODA SUPERB COMBI MY22 ACTIVE 2.0 TDI 110 kW (150 CV) Manual 6 vel.","","4.9","5.2","128.0","136.0"
"SKODA SUPERB COMBI MY22 ACTIVE 2.0 TDI 90 kW (122 CV) Adblue DSG","","5.0","5.3","130.0","139.0"
"SKODA SUPERB COMBI MY22 AMBITION 1.5 TSI 110 kW (150 CV) DSG","","6.4","7.1","146.0","160.0"
"SKODA SUPERB COMBI MY22 AMBITION 1.5 TSI 110 kW (150 CV) Manual 6 vel.","","6.2","6.8","141.0","153.0"
"SKODA SUPERB COMBI MY22 AMBITION 2.0 TDI 110 kW (150 CV) Adblue DSG","","5.0","5.5","132.0","143.0"
"SKODA SUPERB COMBI MY22 AMBITION 2.0 TDI 110 kW (150 CV) Manual 6 vel.","","4.9","5.3","129.0","140.0"
"SKODA SUPERB COMBI MY22 AMBITION 2.0 TDI 147 kW (200 CV) Adblue DSG","","5.6","5.8","146.0","153.0"
"SKODA SUPERB COMBI MY22 AMBITION 2.0 TDI 90 kW (122 CV) Adblue DSG","","5.0","5.5","131.0","144.0"
"SKODA SUPERB COMBI MY22 L&K 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG","","1.2","1.4","27.0","32.0"
"SKODA SUPERB COMBI MY22 L&K 1.5 TSI 110 kW (150 CV) DSG","","6.7","7.1","151.0","160.0"
"SKODA SUPERB COMBI MY22 L&K 2.0 TDI 110 kW (150 CV) Adblue DSG","","5.2","5.5","136.0","143.0"
"SKODA SUPERB COMBI MY22 L&K 2.0 TDI 147 kW (200 CV) Adblue DSG","","5.6","5.8","144.0","153.0"
"SKODA SUPERB COMBI MY22 L&K 2.0 TDI 147 kW (200 CV) Adblue DSG 4x4","","6.0","6.3","157.0","165.0"
"SKODA SUPERB COMBI MY22 L&K 2.0 TSI 140 kW (190 CV) Adblue DSG","","6.9","7.3","157.0","165.0"
"SKODA SUPERB COMBI MY22 SCOUT 1.5 TSI 110 kW (150 CV) DSG","","6.7","7.1","152.0","161.0"
"SKODA SUPERB COMBI MY22 SCOUT 2.0 TDI 110 kW (150 CV) Adblue DSG","","5.2","5.5","137.0","144.0"
"SKODA SUPERB COMBI MY22 SCOUT 2.0 TDI 147 kW (200 CV) Adblue DSG","","5.6","5.9","146.0","154.0"
"SKODA SUPERB COMBI MY22 SCOUT 2.0 TDI 147 kW (200 CV) Adblue DSG 4x4","","6.0","6.3","158.0","166.0"
"SKODA SUPERB COMBI MY22 SCOUT 2.0 TSI 206 kW (280 CV) DSG 4x4","","8.4","8.7","190.0","197.0"
"SKODA SUPERB COMBI MY22 SPORTLINE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG","","1.4","1.5","31.0","33.0"
