"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Volvo V90 Recharge Plug-in Hybrid, Ultimate, AWD,T6 MY23","","0.8","1.1","18.0","25.0"
"Volvo V90 Recharge Plug-in Hybrid, Ultimate, AWD,T8 MY23","","0.8","1.1","18.0","25.0"
"Volvo V90 Recharge, AWD, Inscription, Inscription Expression, R-Design T6 MY22","","1.7","2.6","39.0","61.0"
"Volvo V90 Recharge, AWD, Inscription, Inscription Expression, R-Design T8 MY22","","1.7","2.6","39.0","61.0"
"Volvo XC40 (EF) Recharge Eléctrico Puro, Core, Plus, Ultimate, FWD, MY23","","","","",""
"Volvo XC40 Core, Auto. T2 MY23","","7.3","7.9","165.0","179.0"
"Volvo XC40 Core, Man. T2 MY23","","7.0","7.6","158.0","173.0"
"Volvo XC40 Essential, Auto. T2 MY23","","7.3","7.9","165.0","179.0"
"Volvo XC40 Essential, Man. T2 MY23","","7.0","7.6","158.0","173.0"
"Volvo XC40 Gasolina, Core B3 MY23","","6.6","7.3","150.0","166.0"
"Volvo XC40 Gasolina, Core B4, AWD, MY23","","7.0","7.6","158.0","173.0"
"Volvo XC40 Gasolina, Core, Plus, Ultimate B3 MY24","","6.4","7.3","146.0","166.0"
"Volvo XC40 Gasolina, Core, Plus, Ultimate B4 Aut. MY24","","6.4","7.3","146.0","166.0"
"Volvo XC40 Gasolina, Essential, Core, Plus, Auto. T2 MY24","","7.2","7.9","162.0","179.0"
"Volvo XC40 Gasolina, Plus B3 MY23","","6.6","7.3","150.0","166.0"
"Volvo XC40 Gasolina, Plus B4, AWD, MY23","","7.0","7.6","158.0","173.0"
"Volvo XC40 Híbrido Enchufable, Core, Plus, Ultimate T4 MY24","","1.9","2.4","44.0","55.0"
"Volvo XC40 Híbrido Enchufable, Plus. Ultimate T5 MY24","","1.9","2.4","44.0","55.0"
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, B3, MY22","","7.2","7.9","162.0","179.0"
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T2, Manual, MY22","","6.8","7.6","154.0","173.0"
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T2, MY22","","7.2","7.9","162.0","179.0"
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T3, Manual, MY22","","6.8","7.6","154.0","173.0"
"Volvo XC40 Momentum Core, Momentum Pro, Inscription, R-design, T3, MY22","","7.2","7.9","162.0","179.0"
"Volvo XC40 Momentum Pro, Inscription, R-design, B4, MY22","","7.0","7.8","160.0","177.0"
"Volvo XC40 Recharge , Inscription, Inscription Expresion, R-design, T4 MY22","","2.0","2.5","45.1","56.5"
"Volvo XC40 Recharge Eléctrico Puro Twin, Plus, Ultimate, AWD, MY23","","","","",""
