"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Toyota RAV4 HYBRID 4x4 Adventure/Adventure Plus (MY22)","","5.6","6.0","123.2","126.4"
"Toyota RAV4 HYBRID 4x4 Adventure/Adventure Plus (MY24)","","5.6","6.0","126.7","136.6"
"Toyota RAV4 HYBRID 4x4 Business/Advance/Advance Plus (MY22)","","5.6","6.0","123.2","126.4"
"Toyota RAV4 HYBRID 4x4 Business/Advance/Advance plus (MY23)","","5.6","6.0","126.9","136.3"
"Toyota RAV4 HYBRID 4x4 Business/Advance/Advance Plus (MY24)","","5.6","6.0","126.7","136.6"
"Toyota RAV4 HYBRID 4x4 GR Sport plus (MY23)","","5.6","6.0","126.9","136.3"
"Toyota RAV4 HYBRID 4x4 GR Sport Plus (MY24)","","5.6","6.0","126.7","136.6"
"Toyota RAV4 HYBRID 4x4 Llanta 17p (NG19)","","5.6","5.9","127.0","133.0"
"Toyota RAV4 HYBRID 4x4 Llanta 18p (NG19)","","5.6","5.9","127.0","133.0"
"Toyota RAV4 HYBRID 4x4 Luxury (MY23)","","5.6","6.0","126.9","136.3"
"Toyota RAV4 HYBRID 4x4 Luxury 2,5 Llanta 18p (MY20)","","5.6","5.9","127.0","133.0"
"Toyota RAV4 HYBRID 4x4 Luxury Llanta 18p (NG19)","","5.6","5.9","127.0","133.0"
"Toyota RAV4 HYBRID 4x4 Style/Style plus (MY23)","","5.6","6.0","126.9","136.3"
"Toyota RAV4 HYBRID 4x4 Style/Style Plus/Luxury (MY22)","","5.6","6.0","123.2","126.4"
"Toyota RAV4 HYBRID 4x4 Style/Style Plus/Luxury (MY24)","","5.6","6.0","126.7","136.6"
"Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance Plus[MY23]-Advance Plus","","1.0","1.0","22.2","22.2"
"Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance[MY23]-Advance","","1.0","1.0","22.2","22.2"
"Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Style Plus [MY23]-Style Plus","","1.0","1.0","22.2","22.2"
"Toyota RAV4 PLUG-IN Advance/Advance plus (MY21)","","1.0","1.0","22.2","22.2"
"Toyota RAV4 PLUG-IN Advance/Advance plus (MY22)","","1.0","1.0","22.2","22.2"
"Toyota RAV4 PLUG-IN Advance/Advance plus (MY24)","","1.0","1.0","22.0","22.0"
"Toyota RAV4 PLUG-IN GR Sport (MY24)","","1.0","1.0","22.0","22.0"
"Toyota RAV4 PLUG-IN Style plus (MY21)","","1.0","1.0","22.2","22.2"
"Toyota RAV4 PLUG-IN Style plus (MY22)","","1.0","1.0","22.2","22.2"
"Toyota RAV4 PLUG-IN Style plus (MY24)","","1.0","1.0","22.0","22.0"
"Toyota YARIS Business plus ecovan/Active tech ecovan (MY22)","","3.8","4.9","85.1","111.7"
"Toyota YARIS Business plus/Active plus/Style/Style Plus (MC24)","","3.8","4.9","85.1","111.7"
"Toyota YARIS Business plus/Active tech/Style/Style plus (MY21)","","3.8","4.9","85.1","111.7"
"Toyota YARIS Business plus/Active tech/Style/Style plus (MY22)","","3.8","4.9","85.1","111.7"
"Toyota YARIS CROSS Adventure/Adventure Plus (MY23)","","4.6","5.1","105.3","116.0"
"Toyota YARIS CROSS Adventure/Premiere edition (MY21)","","4.6","5.1","105.3","116.0"
"Toyota YARIS CROSS Business plus/Active tech/Style/Style plus (MY21)","","4.3","5.2","98.2","117.2"
"Toyota YARIS CROSS Business plus/Active tech/Style/Style plus (MY23)","","4.3","5.2","98.2","117.2"
"Toyota YARIS CROSS JBL Limited edition (MY23)","","4.3","5.2","98.2","117.2"
"Toyota YARIS GR Sport/GR Sport plus/Premiere Edition (MC24)","","3.8","4.3","86.2","97.7"
"Toyota YARIS GR-Sport/GR-Sport plus/GR-Sport GT7 edition (MY22)","","3.8","4.9","85.1","111.7"
"Toyota YARIS S-Edition (MC24)","","5.0","5.4","116.9","127.4"
"Toyota YARIS S-Edition (MY21)","","5.0","5.4","116.9","127.4"
"Toyota YARIS S-Edition (MY22)","","5.0","5.4","116.9","127.4"
"URBAN ELECTRIC MOTORS LX06MAX LX06MAX/E3/01","","","","",""
"URBAN ELECTRIC MOTORS LX08MAX LX08MAS-W/E3/01","","","","",""
"URBAN ELECTRIC MOTORS URBAN DELIVERY MDF902/MD80A/MDF9B","","","","",""
"URBAPLUS TR 11,5 plomo chasis","","","","",""
"URBAPLUS TR 11,5 plomo Cofre","","","","",""
"URBAPLUS TR 11,5 plomo HP Desmontable","","","","",""
"URBAPLUS TR 11,5 plomo HP Fijo","","","","",""
"URBAPLUS TR 11,5 plomo Mixto HP+PF","","","","",""
"URBAPLUS TR 11,5 plomo PB","","","","",""
"URBAPLUS TR 11,5 plomo PF","","","","",""
"URBAPLUS TR 14 litio chasis","","","","",""
"URBAPLUS TR 14 litio Cofre","","","","",""
"URBAPLUS TR 14 litio HP Desmontable","","","","",""
"URBAPLUS TR 14 litio HP Fijo","","","","",""
"URBAPLUS TR 14 litio Mixto HP+PF","","","","",""
"URBAPLUS TR 14 litio PB","","","","",""
"URBAPLUS TR 14 litio PF","","","","",""
"URBAPLUS TR 15,4 plomo chasis","","","","",""
"URBAPLUS TR 15,4 plomo Cofre","","","","",""
"URBAPLUS TR 15,4 plomo HP Desmontable","","","","",""
"URBAPLUS TR 15,4 plomo HP Fijo","","","","",""
"URBAPLUS TR 15,4 plomo Mixto HP+PF","","","","",""
"URBAPLUS TR 15,4 plomo PB","","","","",""
"URBAPLUS TR 15,4 plomo PF","","","","",""
"URBAPLUS TR 21 litio chasis","","","","",""
"URBAPLUS TR 21 litio Cofre","","","","",""
"URBAPLUS TR 21 litio HP Desmontable","","","","",""
"URBAPLUS TR 21 litio HP Fijo","","","","",""
"URBAPLUS TR 21 litio Mixto HP+PF","","","","",""
"URBAPLUS TR 21 litio PB","","","","",""
"URBAPLUS TR 21 litio PF","","","","",""
"URBAPLUS TR 9 litio chasis","","","","",""
"URBAPLUS TR 9 litio Cofre","","","","",""
"URBAPLUS TR 9 litio HP Desmontable","","","","",""
"URBAPLUS TR 9 litio HP Fijo","","","","",""
"URBAPLUS TR 9 litio Mixto HP+PF","","","","",""
"URBAPLUS TR 9 litio PB","","","","",""
"URBAPLUS TR 9 litio PF","","","","",""
"URBET Gadiro 35aH","","","","",""
"URBET Gadiro 70aH","","","","",""
"URBET GYD2000 35aH","","","","",""
"URBET GYD2000 70aH","","","","",""
"URBET Hispano","","","","",""
"URBET Nura 100aH","","","","",""
"VEBLINTER ZOE VEBLINTER MCLEA0800000","","","","",""
"VEBLINTER ZOE VEBLINTER MDLEA0700000","","","","",""
"VEBLINTER ZOE VEBLINTER MDLEA0800000","","","","",""
"Vectia VERIS Eléctrico","","","","",""
"Vectia VERIS Eléctrico de autonomía extendida","","","","",""
"Vectia VERIS Eléctrico de autonomía extendida 24","","","","",""
"Vectia VERIS Hibrido serie parcialmente eléctrico","","","","",""
"Vectia VERIS Hibrido serie parcialmente eléctrico 24","","","","",""
"VECTRIX Vx1 Li+","","","","",""
"VELCA CALIMA JS2A","","","","",""
"VELCA CALIMA S JS2A","","","","",""
"VELCA One","","","","",""
"VELCA TRAMONTANA S","","","","",""
"VELIMOTOR VMX10S IONIK","","","","",""
"VELIMOTOR VMX3000 IONIK","","","","",""
"VOGE ER-10","","","","",""
"Volkswagen Canarias Arteon Connect 2.0 TDI 110 kW (150CV) DSG7","","5.1","5.1","133.9","133.9"
