"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG 4Drive XCELLENCE s48","","6.8","7.4","178.0","194.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG FR","","5.4","6.0","123.0","125.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG FR GO","","5.4","6.0","123.0","125.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG STYLE","","5.4","6.0","123.0","125.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG STYLE GO","","5.4","6.0","123.0","125.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG XCELLENCE","","5.4","6.0","123.0","125.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp DSG XCELLENCE GO","","5.4","6.0","123.0","125.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp STYLE","","5.7","6.4","148.0","167.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp STYLE PLUS","","5.7","6.4","148.0","167.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp STYLE PLUS s48","","5.7","6.4","148.0","167.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp STYLE s48","","5.7","6.4","148.0","167.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp XCELLENCE","","5.7","6.4","148.0","167.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp XCELLENCE PLUS","","5.7","6.4","148.0","167.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp XCELLENCE PLUS s48","","5.7","6.4","148.0","167.0"
"SEAT Tarraco 2.0 TDI 150 CV St&Sp XCELLENCE s48","","5.7","6.4","148.0","167.0"
"SEAT Tarraco 2.0 TDI 190 CV St&Sp DSG 4Drive XCELLENCE PLUS s48","","6.8","7.6","179.0","199.0"
"SEAT Tarraco 2.0 TSI 140KW S/S XCEL PLUS DCT 4WD MY19","","8.7","9.5","147.0","164.0"
"SEAT Tarraco 2.0 TSI 140KW S/S XCELLENCE DCT 4WD MY19","","8.7","9.5","147.0","164.0"
"SEAT TOLEDO 1.0 TSI 70KW REFERENCE EDITION MY19","","5.4","6.4","122.0","143.0"
