"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Mercedes-Benz GLC SUV (X253) 200 d 4MATIC","","5.9","7.3","155.0","191.0"
"Mercedes-Benz GLC SUV (X253) 220 d 4MATIC","","5.9","7.3","155.0","191.0"
"Mercedes-Benz GLC SUV (X253) 300 4MATIC","","8.1","9.6","183.0","217.0"
"Mercedes-Benz GLC SUV (X253) 300 d 4MATIC","","6.4","7.2","169.0","189.0"
"Mercedes-Benz GLC SUV (X253) 300 de 4MATIC","","1.7","2.2","46.0","57.0"
"Mercedes-Benz GLC SUV (X253) 300 e 4MATIC","","2.2","2.8","49.0","63.0"
"Mercedes-Benz GLC SUV (X253) 43 4MATIC","","10.7","11.3","243.0","257.0"
"Mercedes-Benz GLC SUV (X253) 63 4MATIC+","","12.7","13.3","288.0","301.0"
"Mercedes-Benz GLC SUV (X253) 63 S 4MATIC+","","13.0","13.3","293.0","300.0"
"Mercedes-Benz GLC SUV (X254) 200 4MATIC","","7.2","8.1","164.0","184.0"
"Mercedes-Benz GLC SUV (X254) 220 d 4MATIC","","5.2","5.9","136.0","155.0"
"Mercedes-Benz GLC SUV (X254) 300 4MATIC","","7.4","8.2","168.0","186.0"
"Mercedes-Benz GLC SUV (X254) 300 d 4MATIC","","5.6","6.2","148.0","163.0"
"Mercedes-Benz GLC SUV (X254) 300 de 4MATIC","","0.4","0.5","10.0","14.0"
"Mercedes-Benz GLC SUV (X254) 300 e 4MATIC","","0.5","0.6","12.0","15.0"
"Mercedes-Benz GLE Coupé (C167) 300 d 4MATIC","","6.9","7.5","180.0","197.0"
"Mercedes-Benz GLE Coupé (C167) 350 d 4MATIC","","6.8","7.5","179.0","186.0"
"Mercedes-Benz GLE Coupé (C167) 350 de 4MATIC","","0.6","0.8","16.0","20.0"
"Mercedes-Benz GLE Coupé (C167) 350 e 4MATIC","","1.0","1.3","23.0","29.0"
"Mercedes-Benz GLE Coupé (C167) 400 d 4MATIC","","7.7","8.7","203.0","228.0"
"Mercedes-Benz GLE Coupé (C167) 400 e 4MATIC","","0.8","1.0","19.0","23.0"
"Mercedes-Benz GLE Coupé (C167) 450 d 4MATIC","","7.6","8.4","200.0","220.0"
"Mercedes-Benz GLE Coupé (C167) 53 4MATIC+","","10.3","10.5","233.0","239.0"
"Mercedes-Benz GLE Coupé (C167) 63 S 4MATIC+","","12.5","12.7","284.0","288.0"
"Mercedes-Benz GLE SUV (V167) 300 d 4MATIC","","6.9","7.8","182.0","204.0"
"Mercedes-Benz GLE SUV (V167) 350 d 4MATIC","","7.2","9.1","188.0","240.0"
"Mercedes-Benz GLE SUV (V167) 350 de 4MATIC","","0.7","0.9","17.0","23.0"
"Mercedes-Benz GLE SUV (V167) 350 e 4MATIC","","0.9","1.3","21.0","29.0"
"Mercedes-Benz GLE SUV (V167) 400 d 4MATIC","","7.2","9.1","190.0","239.0"
"Mercedes-Benz GLE SUV (V167) 400 e 4MATIC","","0.9","1.1","20.0","25.0"
"Mercedes-Benz GLE SUV (V167) 450 4MATIC","","9.8","11.0","223.0","251.0"
"Mercedes-Benz GLE SUV (V167) 450 d 4MATIC","","7.7","8.7","202.0","229.0"
"Mercedes-Benz GLE SUV (V167) 53 4MATIC+","","10.4","10.7","235.0","244.0"
"Mercedes-Benz GLE SUV (V167) 63 S 4MATIC+","","12.5","12.8","284.0","291.0"
"Mercedes-Benz GLS (X167) 350 d 4MATIC","","8.2","9.1","214.0","240.0"
"Mercedes-Benz GLS (X167) 400 d 4MATIC","","8.1","9.6","211.0","252.0"
"Mercedes-Benz GLS (X167) 450 4MATIC","","10.4","11.7","236.0","266.0"
"Mercedes-Benz GLS (X167) 450 d 4MATIC","","8.2","9.1","214.0","240.0"
"Mercedes-Benz GLS (X167) 580 4MATIC","","13.5","14.2","307.0","321.0"
"Mercedes-Benz GLS (X167) 600 4MATIC Maybach","","13.9","14.2","315.0","321.0"
"Mercedes-Benz GLS (X167) 63 4MATIC","","13.3","13.5","302.0","306.0"
"Mercedes-Benz GT Coupé (C190) Black Series","","12.8","12.8","292.0","292.0"
"Mercedes-Benz GT Coupé (C190) C","","12.7","12.8","289.0","290.0"
"Mercedes-Benz GT Coupé (C190) R","","12.7","12.7","289.0","289.0"
"Mercedes-Benz GT Coupé 4 Puertas (X290) 53 4MATIC+","","9.4","10.0","213.0","226.0"
"Mercedes-Benz GT Coupé 4 Puertas (X290) 63 4MATIC+","","12.9","13.3","292.0","302.0"
"Mercedes-Benz GT Coupé 4 Puertas (X290) 63 S 4MATIC+","","13.1","13.5","296.0","308.0"
"Mercedes-Benz GT Coupé 4 Puertas (X290) 63 S E Performance","","7.9","7.9","180.0","180.0"
"Mercedes-Benz GT Coupé 4 Puertas (X290) S E Performance","","7.9","7.9","180.0","180.0"
"Mercedes-Benz GT Roadster (R190) C","","12.8","12.8","290.0","291.0"
"Mercedes-Benz Marco Polo 170d tD Marco Polo Activity","","7.8","8.1","204.0","213.0"
