"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Toyota AYGO X CROSS CVT Play (MY22)","","4.9","5.2","110.3","116.6"
"Toyota AYGO X CROSS CVT Play (MY23)","","4.9","5.2","110.3","116.6"
"Toyota AYGO X CROSS CVT Play (MY24)","","4.9","5.2","110.3","116.6"
"Toyota AYGO X CROSS CVT Play (NG22)","","4.9","5.2","110.3","116.6"
"Toyota AYGO X CROSS CVT Trendy edition/Limited edition (MY22)","","4.9","5.2","110.7","117.0"
"Toyota AYGO X CROSS CVT Undercover (MY23)","","4.9","5.2","110.7","117.0"
"Toyota BZ4X 4x2 Eco/Advance/Style/Style plus (MY22)","","","","",""
"Toyota BZ4X 4x4 Eco/Advance/Style/Style plus/Luxury (MY22)","","","","",""
"Toyota C-HR 1,8 Active/Active connect/Advance/Advance connect/Advance plus/Advance plus connect (MY23)","","4.9","5.3","109.4","119.9"
"Toyota C-HR 1.8 Active /Lounge Advance/ Lounge Advance Plus Llanta 18p ó 17p (MY21)","","4.8","5.3","109.0","120.0"
"Toyota C-HR 1.8 Advance/Advance connect/Advance plus/Advance plus connect/Active/Active connect (MY22)","","4.9","5.3","109.4","119.9"
"Toyota C-HR 1.8 Llanta 17p (MY19)","","4.7","5.1","106.0","116.0"
"Toyota C-HR 1.8 Llanta 17p (MY20)","","4.7","5.1","106.0","116.0"
"Toyota C-HR 1.8 Llanta 18p (MY19)","","4.7","5.1","106.0","116.0"
"Toyota C-HR 1.8 Llanta 18p (MY20)","","4.8","5.2","108.0","118.0"
"Toyota C-HR 2,0 Advance/Advance connect/Advance luxury/Advance luxury connect (MY23)","","5.3","5.7","120.3","128.0"
"Toyota C-HR 2,0 GR-Sport/GR-Sport connect/GR-Sport black edition (MY23)","","5.3","5.7","120.3","128.0"
"Toyota C-HR 2.0 Advance/Advance connect/Advance luxury/Advance luxury connect (MY22)","","5.3","5.7","120.3","128.0"
"Toyota C-HR 2.0 GR Sport Llanta 19p (MY21)","","5.3","5.7","120.3","128.0"
