"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Super Soco CPX PRO 2","","","","",""
"Super Soco F01 2","","","","",""
"Super Soco TC MAX","","","","",""
"Super Soco TC PRO","","","","",""
"Suzuki ACROSS 2.5L GLX 4WD PHEV","","1.0","1.0","22.0","22.0"
"Suzuki IGNIS MC 1.2L GLE 4WD MILD HYBRID MY 21","","5.4","5.4","121.0","121.0"
"Suzuki IGNIS MC 1.2L GLE MILD HYBRID MY21","","5.0","5.0","112.0","112.0"
"Suzuki IGNIS MC 1.2L GLX 4WD MILD HYBRID MY21","","5.4","5.4","121.0","121.0"
"Suzuki IGNIS MC 1.2L GLX AUT. MILD HYBRID MY21","","5.4","5.4","122.0","122.0"
"Suzuki IGNIS MC 1.2L GLX MILD HYBRID MY21","","5.0","5.0","112.0","112.0"
"Suzuki Jimny 1.5L PRO","","7.7","7.7","173.0","173.0"
"Suzuki S-CROSS 1.4T S1 MILD HYBRID","","5.3","5.3","120.0","120.0"
"Suzuki S-CROSS 1.4T S2 4WD MILD HYBRID","","5.9","5.9","132.0","132.0"
"Suzuki S-CROSS 1.4T S2 MILD HYBRID","","5.3","5.3","120.0","120.0"
"Suzuki S-CROSS 1.4T S3 4WD MILD HYBRID","","5.9","5.9","133.0","133.0"
"Suzuki S-CROSS 1.4T S3 MILD HYBRID","","5.3","5.3","120.0","120.0"
"Suzuki S-CROSS 1.5L S2 4WD STRONG HYBRID","","5.8","5.8","131.0","131.0"
"Suzuki S-CROSS 1.5L S2 STRONG HYBRID","","5.2","5.2","118.0","118.0"
"Suzuki S-CROSS 1.5L S3 4WD STRONG HYBRID","","5.8","5.8","132.0","132.0"
"Suzuki S-CROSS 1.5L S3 STRONG HYBRID","","5.2","5.2","118.0","118.0"
"Suzuki SWACE 1.8L GLE HYBRID","","4.5","4.5","103.0","103.0"
"Suzuki SWACE 1.8L GLX HYBRID","","4.5","4.5","103.0","103.0"
"Suzuki SWACE MC 1.8L GLE HYBRID","","4.5","4.5","102.0","102.0"
"Suzuki SWACE MC 1.8L GLX HYBRID","","4.5","4.5","102.0","102.0"
"Suzuki SWIFT MC 1.2L GLE 4WD MILD HYBRID MY21","","5.4","5.4","121.0","121.0"
"Suzuki SWIFT MC 1.2L GLE AUT. MILD HYBRID MY21","","5.1","5.1","115.0","115.0"
"Suzuki SWIFT MC 1.2L GLE MILD HYBRID MY21","","4.7","4.7","106.0","106.0"
"Suzuki SWIFT MC 1.2L GLX AUT. MILD HYBRID MY21","","5.1","5.1","115.0","115.0"
"Suzuki SWIFT MC 1.2L GLX MILD HYBRID MY21","","4.7","4.7","106.0","106.0"
"Suzuki SWIFT SPORT 1.4T SPORT MILD HYBRID MY21","","5.6","5.6","125.0","125.0"
"Suzuki VITARA 1.4T GLE 4WD MILD HYBRID CO2","","5.8","5.8","132.0","132.0"
"Suzuki VITARA 1.4T GLE 4WD MILD HYBRID MY21","","5.9","5.9","132.0","132.0"
"Suzuki VITARA 1.4T GLE MILD HYBRID CO2","","5.3","5.3","120.0","120.0"
"Suzuki VITARA 1.4T GLE MILD HYBRID MY21","","5.4","5.4","121.0","121.0"
"Suzuki VITARA 1.4T GLX 4WD MILD HYBRID CO2","","5.8","5.8","132.0","132.0"
"Suzuki VITARA 1.4T GLX 4WD MILD HYBRID MY21","","5.9","5.9","132.0","132.0"
"Suzuki VITARA 1.4T GLX MILD HYBRID CO2","","5.3","5.3","120.0","120.0"
"Suzuki VITARA 1.4T GLX MILD HYBRID MY21","","5.4","5.4","121.0","121.0"
"Suzuki VITARA 1.5L GLE 4WD STRONG HYBRID CO2","","5.7","5.8","130.0","130.0"
"Suzuki VITARA 1.5L GLE STRONG HYBRID CO2","","5.2","5.3","119.0","119.0"
"Suzuki VITARA 1.5L GLX 4WD STRONG HYBRID CO2","","5.7","5.8","130.0","130.0"
"Suzuki VITARA 1.5L GLX STRONG HYBRID CO2","","5.3","5.3","119.0","119.0"
"TESLA Model 3 Autonomía estándar plus","","","","",""
"TESLA Model 3 Gran autonomía - 580km","","","","",""
"TESLA Model 3 Gran autonomía - 602km","","","","",""
"TESLA Model 3 Gran autonomía - 614km","","","","",""
"TESLA Model 3 Highland Gran Autonomía","","","","",""
"TESLA Model 3 Highland Tracción Trasera","","","","",""
"TESLA Model 3 Performance","","","","",""
"TESLA Model 3 Performance - 559km","","","","",""
"TESLA Model 3 Tracción trasera","","","","",""
"TESLA Model 3 Tracción Trasera - Gran Autonomía","","","","",""
"TESLA Model S Gran autonomía","","","","",""
"TESLA Model S Performance","","","","",""
"TESLA Model X Gran autonomía","","","","",""
"TESLA Model X Gran autonomía","","","","",""
"TESLA Model X Gran autonomía","","","","",""
"TESLA Model X Performance","","","","",""
"TESLA Model X Performance","","","","",""
"TESLA Model X Performance","","","","",""
"TESLA Model Y Gran autonomía","","","","",""
"TESLA Model Y Performance","","","","",""
"TESLA Model Y Tracción trasera","","","","",""
"Teycars TEYCARS TT202 V.E. TEYCARS TT 202. 72V/5KW RWD. 2 PLAZAS + CAJA","","","","",""
"Teycars TEYCARS TT204 V.E. TEYCARS TT204 72V/5kW 4WD. MATRICULABLE","","","","",""
"TilGreen TilFire TilFire","","","","",""
"TilGreen Tilmax Tilmax","","","","",""
"TilGreen Tilmax Tilmax R","","","","",""
"TilGreen Tilmax Tilmax RS","","","","",""
"TilGreen TilScoot TilScoot RS","","","","",""
"TINBOT ES1-S 0","","","","",""
"TINBOT ES1-S 1","","","","",""
"TINBOT ES1-X 0","","","","",""
"TINBOT ES1-X 1","","","","",""
"TINBOT RS1 0","","","","",""
"Torrot MUVI 01","","","","",""
"Toyota AURIS HYBRID HB Advance Llanta 17p (MY19)","","4.8","5.5","109.0","123.0"
"Toyota AURIS HYBRID HB Feel! Llanta 17p (MY19)","","4.8","5.5","109.0","123.0"
"Toyota AURIS HYBRID HB Llanta 15p (MY19)","","4.8","5.5","109.0","123.0"
"Toyota AURIS HYBRID HB Llanta 16p (MY19)","","4.8","5.5","109.0","123.0"
"Toyota AURIS HYBRID TS Llanta 15p (MY19)","","4.8","5.5","109.0","123.0"
"Toyota AURIS HYBRID TS Llanta 16p (MY19)","","4.8","5.5","109.0","123.0"
"Toyota AURIS HYBRID TS Llanta 17p (MY19)","","4.8","5.5","109.0","123.0"
"Toyota AYGO 1.0 x-play/ x-cité/ x-clusiv/ x-style Automático (MY20)","","4.8","5.2","109.0","117.0"
"Toyota AYGO 1.0 x-play/ x-cité/ x-clusiv/ x-style Manual (MY20)","","4.9","5.2","112.0","120.0"
"Toyota AYGO 1.0 X-play/X-sport automático (MY21)","","5.1","5.5","116.3","124.1"
"Toyota AYGO 1.0 X-play/X-sport manual (MY21)","","4.9","5.3","111.8","119.7"
"Toyota AYGO 70 Automático (MY18)","","5.1","5.5","116.0","124.0"
"Toyota AYGO 70 Manual (MY18)","","4.9","5.2","112.0","120.0"
"Toyota AYGO X CROSS 5MT Like/Chic (MY23)","","4.7","5.1","107.3","114.3"
"Toyota AYGO X CROSS 5MT Like/Chic (MY24)","","4.7","5.1","107.3","114.3"
"Toyota AYGO X CROSS 5MT Like/Chic (NG22)","","4.7","5.1","107.3","114.3"
"Toyota AYGO X CROSS 5MT Play (MY22)","","4.7","5.0","106.9","113.8"
"Toyota AYGO X CROSS 5MT Play (MY23)","","4.7","5.0","106.9","113.8"
"Toyota AYGO X CROSS 5MT Play (MY24)","","4.7","5.0","106.9","113.8"
"Toyota AYGO X CROSS 5MT Play (NG22)","","4.7","5.0","106.9","113.8"
"Toyota AYGO X CROSS 5MT Trendy edition/Limited edition (MY22)","","4.7","5.1","107.3","114.3"
"Toyota AYGO X CROSS CVT Like/Chic (MY23)","","4.9","5.2","110.7","117.0"
"Toyota AYGO X CROSS CVT Like/Chic (NG22)","","4.9","5.2","110.7","117.0"
"Toyota AYGO X CROSS CVT Like/Chic/JBL Limited Edition (MY24)","","4.9","5.2","110.7","117.0"
