"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Mercedes-Benz Clase V Clase V 250d Compacto 3200","","8.0","8.0","209.0","209.0"
"Mercedes-Benz Clase V Clase V 250d Exclusive Largo 3100","","7.8","7.8","205.0","205.0"
"Mercedes-Benz Clase V Clase V 250d Exclusive Largo 3200","","8.6","8.6","225.0","225.0"
"Mercedes-Benz Clase V Clase V 250d Extralargo 3100","","7.4","7.4","193.0","193.0"
"Mercedes-Benz Clase V Clase V 250d Extralargo 3200","","7.4","7.4","193.0","193.0"
"Mercedes-Benz Clase V Clase V 250d Largo 3100","","7.3","7.3","192.0","192.0"
"Mercedes-Benz Clase V Clase V 250d Largo 3200","","8.1","8.1","211.0","211.0"
"Mercedes-Benz Clase V Clase V 300d Avantgarde Compacto 3100","","7.2","7.9","188.0","208.0"
"Mercedes-Benz Clase V Clase V 300d Avantgarde Compacto 3200","","7.9","8.8","207.0","229.0"
"Mercedes-Benz Clase V Clase V 300d Avantgarde Extralargo 3100","","7.2","8.1","190.0","211.0"
"Mercedes-Benz Clase V Clase V 300d Avantgarde Extralargo 3200","","7.3","8.1","190.0","213.0"
"Mercedes-Benz Clase V Clase V 300d Avantgarde Largo 3100","","7.2","8.0","189.0","211.0"
"Mercedes-Benz Clase V Clase V 300d Avantgarde Largo 3200","","7.9","8.9","208.0","232.0"
"Mercedes-Benz Clase V Clase V 300d Compacto 3100","","7.1","8.0","186.0","209.0"
"Mercedes-Benz Clase V Clase V 300d Compacto 3200","","7.9","8.8","206.0","230.0"
"Mercedes-Benz Clase V Clase V 300d Exclusive Largo 3100","","7.5","8.0","197.0","211.0"
"Mercedes-Benz Clase V Clase V 300d Exclusive Largo 3200","","8.3","8.9","217.0","233.0"
"Mercedes-Benz Clase V Clase V 300d Extralargo 3100","","7.2","8.1","188.0","211.0"
"Mercedes-Benz Clase V Clase V 300d Extralargo 3200","","7.2","8.1","189.0","213.0"
"Mercedes-Benz Clase V Clase V 300d Largo 3100","","7.1","8.1","187.0","212.0"
"Mercedes-Benz Clase V Clase V 300d Largo 3200","","7.9","8.9","207.0","233.0"
"Mercedes-Benz CLS (C257) 220 d","","5.6","6.4","148.0","167.0"
"Mercedes-Benz CLS (C257) 300 d 4MATIC","","5.9","6.5","155.0","171.0"
"Mercedes-Benz CLS (C257) 350","","7.7","8.6","176.0","196.0"
"Mercedes-Benz CLS (C257) 400 d 4MATIC","","6.8","7.4","178.0","194.0"
"Mercedes-Benz CLS (C257) 450 4MATIC","","8.4","9.2","191.0","208.0"
"Mercedes-Benz CLS (C257) 53 4MATIC+","","9.4","9.6","214.0","218.0"
"Mercedes-Benz eCitan eCitan Furgón PRO Extralargo","","","","",""
"Mercedes-Benz eCitan eCitan Furgón PRO Largo","","","","",""
"Mercedes-Benz eCitan eCitan Tourer PRO Largo","","","","",""
"Mercedes-Benz EQA (H243) 250","","","","",""
"Mercedes-Benz EQA (H243) 250+","","","","",""
"Mercedes-Benz EQA (H243) 300 4MATIC","","","","",""
"Mercedes-Benz EQA (H243) 350 4MATIC","","","","",""
"Mercedes-Benz EQB (X243) 250","","","","",""
"Mercedes-Benz EQB (X243) 250+","","","","",""
"Mercedes-Benz EQB (X243) 300 4MATIC","","","","",""
"Mercedes-Benz EQB (X243) 350 4MATIC","","","","",""
"Mercedes-Benz EQC (N293) 400 4MATIC","","","","",""
"Mercedes-Benz EQE (V295) 300","","","","",""
"Mercedes-Benz EQE (V295) 350","","","","",""
"Mercedes-Benz EQE (V295) 43","","","","",""
"Mercedes-Benz EQE (V295) 53","","","","",""
"Mercedes-Benz EQE SUV (X294) 350 4MATIC","","","","",""
"Mercedes-Benz EQE SUV (X294) 350+","","","","",""
"Mercedes-Benz EQE SUV (X294) 43 MATIC","","","","",""
"Mercedes-Benz EQE SUV (X294) 500 4MATIC","","","","",""
"Mercedes-Benz EQE SUV (X294) 53 MATIC+","","","","",""
"Mercedes-Benz EQS (V297) 450+","","","","",""
"Mercedes-Benz EQS (V297) 53 4MATIC+","","","","",""
"Mercedes-Benz EQS (V297) 580 4MATIC","","","","",""
"Mercedes-Benz EQS SUV (X296) 450 4MATIC","","","","",""
"Mercedes-Benz EQS SUV (X296) 580 4MATIC","","","","",""
"Mercedes-Benz EQT EQT","","","","",""
"Mercedes-Benz EQV EQV 250 Extralargo e66","","","","",""
"Mercedes-Benz EQV EQV 250 Largo e66","","","","",""
"Mercedes-Benz EQV EQV 300 Extralarga","","","","",""
"Mercedes-Benz EQV EQV 300 Larga","","","","",""
"Mercedes-Benz eSprinter eSprinter 312 Furgón Medio T.E.","","","","",""
"Mercedes-Benz eVITO eVito 126 Tourer Pro Extralarga e66","","","","",""
"Mercedes-Benz eVITO eVito 126 Tourer Pro Larga e66","","","","",""
"Mercedes-Benz eVITO eVito 129 Tourer Pro Extralarga 3500","","","","",""
"Mercedes-Benz eVITO eVito 129 Tourer Pro Larga 3500","","","","",""
"Mercedes-Benz eVITO eVito Furgón 112 Extralarga 2800","","","","",""
