"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Honda e:Ny1 Elegance","","","","",""
"Honda Honda e Honda e Advance BEV","","","","",""
"Honda Honda e Honda e BEV","","","","",""
"Honda HR-V HR-V Hybrid Advance","","5.4","5.4","122.0","122.0"
"Honda HR-V HR-V Hybrid Advance Style","","5.4","5.4","122.0","122.0"
"Honda HR-V HR-V Hybrid Elegance","","5.4","5.4","122.0","122.0"
"Honda JAZZ JAZZ Hybrid Comfort i-MMD eCVT","","4.5","4.5","102.0","102.0"
"Honda JAZZ JAZZ Hybrid Elegance i-MMD eCVT","","4.5","4.5","102.0","102.0"
"Honda JAZZ JAZZ Hybrid Executive i-MMD eCVT","","4.6","4.6","104.0","104.0"
"Honda ZR-V ZR-V Hybrid Advance","","5.8","5.8","132.0","132.0"
"Honda ZR-V ZR-V Hybrid Sport","","5.8","5.8","131.0","131.0"
"HONGFANWX SR11000W/T/ADV STREET RAPTOR 300S-T10","","","","",""
"HONGFANWX SR11000W/T/T10 STREET RAPTOR 300S-T10","","","","",""
"HORWIN CR6 CR6 /00/01","","","","",""
"HORWIN EK3 EK3 / 00/ 01","","","","",""
"HORWIN SK3 0","","","","",""
"Hyundai BAYON I20 5P MPI 1.2 85CV ESSENCE","","5.2","5.2","118.0","118.0"
"Hyundai BAYON I20 5P MPI 1.2 85CV KLASS","","5.3","5.3","120.0","120.0"
"Hyundai BAYON I20 5P TGDI 1.0 100CV KLASS","","5.3","5.3","121.0","121.0"
"Hyundai BAYON MPI 1.2 85CV ESSENCE","","5.5","5.6","125.0","126.0"
"Hyundai BAYON MPI 1.2 85CV KLASS","","5.5","5.5","125.0","125.0"
"Hyundai BAYON MPI 1.2 85CV MAXX","","5.6","5.6","126.0","127.0"
"Hyundai BAYON NEW I20 5P MPI 1.2 85CV N LINE 30A","","5.4","5.4","123.0","123.0"
"Hyundai BAYON NEW I20 5P TGDI 1.0 100CV TECNO","","5.3","5.3","120.0","120.0"
"Hyundai BAYON TGDI 1.0 100CV 48V DT MAXX","","5.2","5.3","119.0","119.0"
"Hyundai BAYON TGDI 1.0 100CV 48V DT TECNO","","5.3","5.3","120.0","120.0"
"Hyundai BAYON TGDI 1.0 100CV 48V ESSENCE","","5.2","5.2","118.0","119.0"
"Hyundai BAYON TGDI 1.0 100CV 48V KLASS","","5.2","5.2","118.0","118.0"
"Hyundai BAYON TGDI 1.0 100CV 48V MAXX","","5.3","5.3","119.0","120.0"
"Hyundai BAYON TGDI 1.0 100CV 48V SLX","","5.2","5.2","118.0","118.0"
"Hyundai BAYON TGDI 1.0 100CV 48V TECNO","","5.3","5.4","121.0","121.0"
"Hyundai BAYON TGDI 1.0 100CV MAXX","","5.5","5.5","124.0","124.0"
"Hyundai BAYON TGDI 1.0 100CV TECNO","","5.5","5.5","125.0","125.0"
"Hyundai BAYON TGDI 1.0 120CV 48V DT STYLE 2C","","5.3","5.3","120.0","120.0"
"Hyundai Canarias BAYON 2021 1.0 T-GDi 73,6 kW (100 CV) DCT7 2WD","","5.4","5.6","122.0","128.0"
"Hyundai Canarias BAYON 2021 1.0 T-GDi 73,6 kW (100 CV) Híbrido 48V DCT7 2WD","","5.2","5.5","118.0","124.0"
"Hyundai Canarias BAYON 2021 1.0 T-GDi 73,6 kW (100 CV) Híbrido 48V MT6 2WD","","5.2","5.5","118.0","125.0"
"Hyundai Canarias BAYON 2021 1.0 T-GDi 73,6 kW (100 CV) MT6 2WD","","5.4","5.7","122.0","129.0"
"Hyundai Canarias BAYON 2021 1.0 T-GDi 88,3 kW (120 CV) Híbrido 48V DCT7 2WD","","5.2","5.5","118.0","124.0"
"Hyundai Canarias BAYON 2021 1.0 T-GDi 88,3 kW (120 CV) Híbrido 48V iMT6 2WD","","5.2","5.5","118.0","125.0"
"Hyundai Canarias BAYON 2021 1.2 MPi 61,8 kW (85 CV) MT5 2WD","","5.5","5.7","124.0","129.0"
"Hyundai Canarias H1 FL 2018 2.5 CRDi 100 kW (136 CV) 8p MT6 - Premium","","8.9","8.9","234.0","234.0"
