"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"Volkswagen Vehículos Comerciales Caddy 5 Life Maxi 2.0 TDI 122CV 4MO","","5.6","5.6","146.0","146.0"
"Volkswagen Vehículos Comerciales Caddy 5 Life Maxi 2.0 TDI 122CV DSG","","5.3","5.3","140.0","140.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin 1.5 TSI 114CV","","6.4","6.4","144.0","144.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin 1.5 TSI 114CV DSG","","6.6","6.6","150.0","150.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin 2.0 TDI 102CV","","4.8","4.8","127.0","127.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin 2.0 TDI 122CV","","4.8","4.8","127.0","127.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin 2.0 TDI 122CV 4MO","","5.3","5.3","139.0","139.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin 2.0 TDI 122CV DSG","","5.1","5.1","134.0","134.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin Maxi 1.5 TSI 114CV","","6.5","6.5","148.0","148.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin Maxi 1.5 TSI 114CV DSG","","6.9","6.9","156.0","156.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin Maxi 2.0 TDI 102CV","","5.0","5.0","132.0","132.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin Maxi 2.0 TDI 122CV","","5.0","5.0","131.0","131.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin Maxi 2.0 TDI 122CV 4MO","","5.5","5.5","145.0","145.0"
"Volkswagen Vehículos Comerciales Caddy 5 Origin Maxi 2.0 TDI 122CV DSG","","5.3","5.3","139.0","139.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor 1.5 TSI 114CV","","6.5","6.5","147.0","147.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor 1.5 TSI 114CV DSG","","6.7","6.7","152.0","152.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor 2.0 TDI 102CV","","4.9","4.9","129.0","129.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor 2.0 TDI 122CV","","4.9","4.9","128.0","128.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor 2.0 TDI 122CV 4MO","","5.4","5.4","141.0","141.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor 2.0 TDI 122CV DSG","","5.2","5.2","136.0","136.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor Maxi 1.5 TSI 114CV","","6.6","6.6","151.0","151.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor Maxi 1.5 TSI 114CV DSG","","6.9","6.9","156.0","156.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor Maxi 2.0 TDI 102CV","","5.1","5.1","133.0","133.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor Maxi 2.0 TDI 122CV","","5.0","5.0","132.0","132.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor Maxi 2.0 TDI 122CV 4MO","","5.5","5.5","145.0","145.0"
"Volkswagen Vehículos Comerciales Caddy 5 Outdoor Maxi 2.0 TDI 122CV DSG","","5.2","5.2","136.0","136.0"
"Volkswagen Vehículos Comerciales Caddy Beach 1.0 TSI 102CV","","6.7","7.3","152.0","164.0"
"Volkswagen Vehículos Comerciales Caddy Beach 1.4 TSI 130CV","","7.1","7.4","161.0","168.0"
"Volkswagen Vehículos Comerciales Caddy Beach 1.4 TSI 130CV DSG","","7.0","7.4","160.0","169.0"
"Volkswagen Vehículos Comerciales Caddy Beach 2.0 TDI 102CV","","5.3","6.0","139.0","158.0"
"Volkswagen Vehículos Comerciales Caddy Beach 2.0 TDI 102CV DSG","","6.3","6.6","165.0","173.0"
"Volkswagen Vehículos Comerciales Caddy Beach 2.0 TDI 150CV","","6.1","6.5","161.0","169.0"
"Volkswagen Vehículos Comerciales Caddy Beach 2.0 TDI 150CV DSG","","6.6","6.9","173.0","181.0"
"Volkswagen Vehículos Comerciales Caddy Comfortline 1.4 TSI 130CV","","7.1","7.5","160.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Comfortline 1.4 TSI 130CV DSG","","7.0","7.5","159.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Comfortline 2.0 TDI 150CV","","5.5","6.5","145.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Comfortline 2.0 TDI 150CV DSG","","6.6","7.0","172.0","183.0"
"Volkswagen Vehículos Comerciales Caddy Comfortline 2.0 TDI 150CV DSG 4M","","6.9","7.1","180.0","185.0"
"Volkswagen Vehículos Comerciales Caddy Edition 1.0 TSI 102CV","","6.7","7.3","152.0","164.0"
"Volkswagen Vehículos Comerciales Caddy Edition 1.4 TGI 110CV","","7.8","8.2","140.0","147.0"
"Volkswagen Vehículos Comerciales Caddy Edition 2.0 TDI 102CV","","5.3","6.0","139.0","158.0"
"Volkswagen Vehículos Comerciales Caddy Furgón Corto 1.4 TGI 110CV GNC","","7.5","7.5","134.0","134.0"
"Volkswagen Vehículos Comerciales Caddy Furgón Corto 1.4 TGI 110CV GNC DSG","","6.8","6.8","127.0","127.0"
"Volkswagen Vehículos Comerciales Caddy Furgón Largo 1.4 TGI 110CV DSG GNC","","6.9","6.9","156.0","156.0"
"Volkswagen Vehículos Comerciales Caddy Furgón Largo 1.4 TGI 110CV GNC","","7.7","7.7","138.0","138.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 1.0 TSI 102CV","","6.7","7.2","151.0","164.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 1.4 TGI 110CV DSG GNC","","8.3","8.7","148.0","156.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 1.4 TGI 110CV GNC","","7.8","8.2","140.0","147.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 1.4 TSI 130 CV","","7.6","7.6","174.0","174.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 1.4 TSI 130CV DSG","","7.6","7.6","173.0","173.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 2.0 TDI 102CV","","5.3","6.0","139.0","157.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 2.0 TDI 102CV DSG","","5.7","6.7","150.0","175.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 2.0 TDI 122CV 4M","","6.3","6.7","166.0","174.0"
"Volkswagen Vehículos Comerciales Caddy Kombi 2.0 TDI 75CV","","5.6","5.6","147.0","148.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 1.0 TSI 102CV","","7.0","7.2","160.0","164.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 1.4 TSI 130CV","","7.3","7.5","165.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 1.4 TSI 130CV DSG","","7.3","7.5","166.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 2.0 TDI 102CV","","5.8","6.0","153.0","158.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 2.0 TDI 102CV DSG","","5.9","6.8","156.0","177.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 2.0 TDI 150CV","","6.4","6.5","167.0","172.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Beach 2.0 TDI 150CV DSG","","6.8","7.0","179.0","184.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 1.4 TSI 130CV","","7.1","7.5","160.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 1.4 TSI 130CV DSG","","7.0","7.5","159.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 2.0 TDI 150CV","","5.8","6.8","151.0","177.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 2.0 TDI 150CV DSG","","6.8","7.1","178.0","186.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Comfortline 2.0 TDI 150CV DSG 4M","","6.9","7.2","182.0","188.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.0 TSI 102CV","","6.9","7.3","156.0","166.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.4 TGI 110CV DSG GNC","","8.5","8.9","152.0","159.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.4 TGI 110CV GNC","","7.9","8.4","142.0","149.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.4 TSI 130 CV","","7.7","7.7","176.0","176.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 1.4 TSI 130CV DSG","","7.7","7.7","175.0","175.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 2.0 TDI 102CV","","5.5","6.1","144.0","159.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 2.0 TDI 102CV DSG","","5.9","6.8","155.0","177.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Kombi 2.0 TDI 122CV 4M","","6.4","6.7","168.0","176.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 1.0 TSI 102CV","","7.0","7.2","160.0","164.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 1.4 TSI 130CV","","7.3","7.5","165.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 1.4 TSI 130CV DSG","","7.3","7.5","166.0","171.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 102CV","","5.8","6.0","153.0","158.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 102CV DSG","","5.9","6.8","156.0","177.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 122CV 4M","","6.5","6.7","171.0","175.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 150CV","","6.4","6.5","167.0","172.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Outdoor 2.0 TDI 150CV DSG","","6.8","7.0","179.0","184.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 1.0 TSI 102CV","","7.0","7.2","160.0","164.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 1.4 TGI 110CV DSG GNC","","8.5","8.9","153.0","159.0"
"Volkswagen Vehículos Comerciales Caddy Maxi Trendline 1.4 TGI 110CV GNC","","8.0","8.4","143.0","149.0"
