"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"SKODA KODIAQ MY19 2,0 TDI 110 kW (150 CV) Manual 6 vel. 4x4","","6.4","6.9","167.0","182.0"
"SKODA KODIAQ MY19 2,0 TDI 140 kW (190 CV) DSG 7 vel. 4x4","","6.9","7.4","182.0","194.0"
"SKODA KODIAQ MY19 2,0 TSI 140 kW (190 CV) DSG 7 vel. 4x4","","8.6","9.2","195.0","209.0"
"SKODA KODIAQ MY20 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","7.3","8.0","165.0","181.0"
"SKODA KODIAQ MY20 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","7.2","7.9","164.0","179.0"
"SKODA KODIAQ MY20 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","5.9","6.5","155.0","171.0"
"SKODA KODIAQ MY20 2,0 TDI 110 kW (150 CV) DSG 7 vel. 4x4","","6.8","7.4","177.0","194.0"
"SKODA KODIAQ MY20 2,0 TDI 140 kW (190 CV) DSG 7 vel. 4x4","","6.9","7.4","182.0","194.0"
"SKODA KODIAQ MY20 2,0 TDI 176 kW (240 CV)DSG 7 vel. 4x4","","155.0","213.0","5.9","9.2"
"SKODA KODIAQ MY20 2,0 TSI 140 kW (190 CV) DSG 7 vel. 4x4","","9.0","9.2","203.0","209.0"
"SKODA KODIAQ MY21 1,5 TSI 110 kW (150 CV) DSG 7 vel.","","7.2","7.8","163.0","178.0"
"SKODA KODIAQ MY21 1,5 TSI 110 kW (150 CV) Manual 6 vel.","","7.1","7.8","162.0","177.0"
"SKODA KODIAQ MY21 2,0 TDI 110 kW (150 CV) DSG 7 vel.","","5.8","6.4","152.0","167.0"
"SKODA KODIAQ MY21 2,0 TDI 110 kW (150 CV) DSG 7 vel. 4x4","","5.8","6.4","153.0","168.0"
"SKODA KODIAQ MY21 2,0 TDI 110 kW (150 CV) Manual 6 vel. 4x4","","6.3","6.7","165.0","175.0"
"SKODA KODIAQ MY21 2,0 TDI 140 kW (190 CV) DSG 7 vel. 4x4","","6.7","7.3","175.0","190.0"
