"Modelo","Clasificación Energética","Consumo Mínimo","Consumo Máximo","Emisiones Mínimo","Emisiones Máximo"
"SEAT LEON 1.0 TSI 85KW S/S STYLE MY19","","5.3","6.2","120.0","141.0"
"SEAT LEON 1.0 TSI 85KW S/S STYLE ST MY19","","5.4","6.3","121.0","142.0"
"SEAT LEON 1.0 TSI 85KW S/S STYLE VISIO ED NAV MY19","","5.3","6.2","120.0","141.0"
"SEAT LEON 1.0 TSI 85KW S/S STYLE VISIO EDITION MY19","","5.3","6.2","120.0","141.0"
"SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XL e-HYBRID MY24","","1.1","1.3","25.5","29.0"
"SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XL MY23","","1.0","1.2","25.5","27.0"
"SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XM e-HYBRIID MY24","","1.1","1.3","25.4","29.0"
"SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XM MY23","","1.0","1.2","25.4","27.0"
"SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XXL e-HYBRID MY24","","1.1","1.3","25.5","29.0"
"SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XXL MY23","","1.0","1.2","25.5","27.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp FR","","60.0","6.9","135.0","155.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp FR EDITION PLUS","","60.0","6.9","135.0","155.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp FR FAST EDITION PLUS s48","","6.0","6.8","135.0","154.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp FR FAST EDITION s48","","6.0","6.8","135.0","154.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp XCELLENCE","","60.0","6.9","135.0","155.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp XCELLENCE EDITION PLUS","","60.0","6.9","135.0","155.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp XCELLENCE EDITION PLUS s48","","6.0","6.8","135.0","154.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp XCELLENCE s48","","6.0","6.8","135.0","154.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp FR","","5.4","6.4","122.0","145.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp FR EDITION PLUS","","5.4","6.4","122.0","145.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp FR FAST EDITION PLUS s48","","5.5","6.4","125.0","144.0"
"SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp FR FAST EDITION s48","","5.5","6.4","125.0","144.0"
